Check failed for (fp80): x = -6.27690212187240689041; diff = 1.38777878078144567553e-17; -999/1000
Check failed for (fp80): x = -5.18991106373033843011; diff = 5.42101086242752217004e-20; -826/1000
Check failed for (fp80): x = -5.18362787842315884349; diff = 5.42101086242752217004e-20; -825/1000
Check failed for (fp80): x = -5.1710615078087996707; diff = 5.42101086242752217004e-20; -823/1000
Check failed for (fp80): x = -5.1584951371944404979; diff = 8.13151629364128325506e-20; -821/1000
Check failed for (fp80): x = -5.12707921065854256527; diff = 5.42101086242752217004e-20; -816/1000
Check failed for (fp80): x = -5.12079602535136297866; diff = 5.42101086242752217004e-20; -815/1000
Check failed for (fp80): x = -5.08309691350828545984; diff = 5.42101086242752217004e-20; -809/1000
Check failed for (fp80): x = -5.07681372820110587366; diff = 5.42101086242752217004e-20; -808/1000
Check failed for (fp80): x = -5.07053054289392628705; diff = 5.42101086242752217004e-20; -807/1000
Check failed for (fp80): x = -5.06424735758674670043; diff = 8.13151629364128325506e-20; -806/1000
Check failed for (fp80): x = -5.05796417227956711425; diff = 8.13151629364128325506e-20; -805/1000
Check failed for (fp80): x = -5.04539780166520794103; diff = 5.42101086242752217004e-20; -803/1000
Check failed for (fp80): x = -5.02654824574366918162; diff = 5.42101086242752217004e-20; -800/1000
Check failed for (fp80): x = -5.02026506043648959501; diff = 5.42101086242752217004e-20; -799/1000
Check failed for (fp80): x = -4.97628276328623249001; diff = 8.13151629364128325506e-20; -792/1000
Check failed for (fp80): x = -4.95115002205751414356; diff = 8.13151629364128325506e-20; -788/1000
Check failed for (fp80): x = -4.90716772490725703856; diff = 9.48676900924816379757e-20; -781/1000
Check failed for (fp80): x = -4.90088453960007745195; diff = 6.77626357803440271255e-20; -780/1000
Check failed for (fp80): x = -4.85690224244982034652; diff = 5.42101086242752217004e-20; -773/1000
Check failed for (fp80): x = -4.72495535099904903067; diff = 5.84452733605467233957e-20; -752/1000
Check failed for (fp80): x = -4.70610579507751027126; diff = 6.94567016748526278036e-20; -749/1000
Check failed for (fp80): x = -4.66840668323443275245; diff = 5.42101086242752217004e-20; -743/1000
Check failed for (fp80): x = -4.64327394200571440643; diff = 5.42101086242752217004e-20; -739/1000
Check failed for (fp80): x = -4.63699075669853482025; diff = 6.09863722023096244129e-20; -738/1000
Check failed for (fp80): x = -4.63070757139135523364; diff = 6.77626357803440271255e-20; -737/1000
Check failed for (fp80): x = -4.58672527424109812821; diff = 6.77626357803440271255e-20; -730/1000
Check failed for (fp80): x = -4.56159253301237978219; diff = 6.77626357803440271255e-20; -726/1000
Check failed for (fp80): x = -4.54902616239802060939; diff = 6.77626357803440271255e-20; -724/1000
Check failed for (fp80): x = -4.53017660647648184999; diff = 5.42101086242752217004e-20; -721/1000
Check failed for (fp80): x = -4.46734475340468598515; diff = 5.42101086242752217004e-20; -711/1000
Check failed for (fp80): x = -4.46106156809750639854; diff = 5.42101086242752217004e-20; -710/1000
Check failed for (fp80): x = -4.42336245625442888016; diff = 5.42101086242752217004e-20; -704/1000
Check failed for (fp80): x = -4.3982297150257105337; diff = 8.13151629364128325506e-20; -700/1000
Check failed for (fp80): x = -4.39194652971853094752; diff = 5.42101086242752217004e-20; -699/1000
Check failed for (fp80): x = -4.38566334441135136091; diff = 5.42101086242752217004e-20; -698/1000
Check failed for (fp80): x = -4.37309697379699218811; diff = 5.42101086242752217004e-20; -696/1000
Check failed for (fp80): x = -4.3668137884898126015; diff = 8.13151629364128325506e-20; -695/1000
Check failed for (fp80): x = -4.28513237949647797726; diff = 5.42101086242752217004e-20; -682/1000
Check failed for (fp80): x = -4.26628282357493921785; diff = 5.42101086242752217004e-20; -679/1000
Check failed for (fp80): x = -4.25371645296058004506; diff = 5.42101086242752217004e-20; -677/1000
Check failed for (fp80): x = -4.24743326765340045844; diff = 5.42101086242752217004e-20; -676/1000
Check failed for (fp80): x = -4.24115008234622087226; diff = 5.42101086242752217004e-20; -675/1000
Check failed for (fp80): x = -4.23486689703904128565; diff = 5.42101086242752217004e-20; -674/1000
Check failed for (fp80): x = -4.22230052642468211242; diff = 5.42101086242752217004e-20; -672/1000
Check failed for (fp80): x = -4.21601734111750252581; diff = 5.42101086242752217004e-20; -671/1000
Check failed for (fp80): x = -4.20973415581032293963; diff = 5.42101086242752217004e-20; -670/1000
Check failed for (fp80): x = -4.20345097050314335302; diff = 5.42101086242752217004e-20; -669/1000
Check failed for (fp80): x = -4.19088459988878418022; diff = 5.42101086242752217004e-20; -667/1000
Check failed for (fp80): x = -4.17831822927442500743; diff = 5.42101086242752217004e-20; -665/1000
Check failed for (fp80): x = -4.1657518586600658342; diff = 5.42101086242752217004e-20; -663/1000
Check failed for (fp80): x = -4.15946867335288624802; diff = 5.42101086242752217004e-20; -662/1000
Check failed for (fp80): x = -4.14690230273852707479; diff = 5.42101086242752217004e-20; -660/1000
Check failed for (fp80): x = -4.14061911743134748818; diff = 5.42101086242752217004e-20; -659/1000
Check failed for (fp80): x = -4.13433593212416790157; diff = 5.42101086242752217004e-20; -658/1000
Check failed for (fp80): x = -4.12176956150980872877; diff = 1.08420217248550443401e-19; -656/1000
Check failed for (fp80): x = -4.11548637620262914216; diff = 5.42101086242752217004e-20; -655/1000
Check failed for (fp80): x = -4.08407044966673120996; diff = 5.42101086242752217004e-20; -650/1000
Check failed for (fp80): x = -4.06522089374519245098; diff = 5.42101086242752217004e-20; -647/1000
Check failed for (fp80): x = -4.05893770843801286437; diff = 5.42101086242752217004e-20; -646/1000
Check failed for (fp80): x = -4.05265452313083327776; diff = 1.08420217248550443401e-19; -645/1000
Check failed for (fp80): x = -4.04637133782365369114; diff = 5.42101086242752217004e-20; -644/1000
Check failed for (fp80): x = -4.03380496720929451792; diff = 5.42101086242752217004e-20; -642/1000
Check failed for (fp80): x = -4.02123859659493534512; diff = 5.42101086242752217004e-20; -640/1000
Check failed for (fp80): x = -4.00867222598057617233; diff = 5.42101086242752217004e-20; -638/1000
Check failed for (fp80): x = -4.00238904067339658572; diff = 5.42101086242752217004e-20; -637/1000
Check failed for (fp80): x = -3.98353948475185782653; diff = 5.42101086242752217004e-20; -634/1000
Check failed for (fp80): x = -3.9709731141374986533; diff = 5.42101086242752217004e-20; -632/1000
Check failed for (fp80): x = -3.95212355821595989389; diff = 5.42101086242752217004e-20; -629/1000
Check failed for (fp80): x = -3.94584037290878030771; diff = 1.08420217248550443401e-19; -628/1000
Check failed for (fp80): x = -3.9395571876016007211; diff = 5.42101086242752217004e-20; -627/1000
Check failed for (fp80): x = -3.9332740022944211347; diff = 5.42101086242752217004e-20; -626/1000
Check failed for (fp80): x = -3.92699081698724154809; diff = 5.42101086242752217004e-20; -625/1000
Check failed for (fp80): x = -3.91442444637288237529; diff = 1.08420217248550443401e-19; -623/1000
Check failed for (fp80): x = -3.88929170514416402927; diff = 1.08420217248550443401e-19; -619/1000
Check failed for (fp80): x = -3.85787577860826609685; diff = 1.08420217248550443401e-19; -614/1000
Check failed for (fp80): x = -3.85159259330108651046; diff = 1.08420217248550443401e-19; -613/1000
Check failed for (fp80): x = -3.84530940799390692384; diff = 1.08420217248550443401e-19; -612/1000
Check failed for (fp80): x = -3.83902622268672733723; diff = 1.08420217248550443401e-19; -611/1000
Check failed for (fp80): x = -3.82017666676518857826; diff = 1.08420217248550443401e-19; -608/1000
Check failed for (fp80): x = -3.81389348145800899164; diff = 1.08420217248550443401e-19; -607/1000
Check failed for (fp80): x = -3.77619436961493147261; diff = 1.08420217248550443401e-19; -601/1000
Check failed for (fp80): x = -3.76362799900057229982; diff = 1.08420217248550443401e-19; -599/1000
Check failed for (fp80): x = -3.7573448136933927132; diff = 1.08420217248550443401e-19; -598/1000
Check failed for (fp80): x = -3.73849525777185395401; diff = 1.08420217248550443401e-19; -595/1000
Check failed for (fp80): x = -3.7322120724646743674; diff = 1.08420217248550443401e-19; -594/1000
Check failed for (fp80): x = -3.71964570185031519461; diff = 1.08420217248550443401e-19; -592/1000
Check failed for (fp80): x = -3.70707933123595602138; diff = 2.16840434497100886801e-19; -590/1000
Check failed for (fp80): x = -3.69451296062159684837; diff = 1.08420217248550443401e-19; -588/1000
Check failed for (fp80): x = -3.68822977531441726219; diff = 1.08420217248550443401e-19; -587/1000
Check failed for (fp80): x = -3.68194659000723767558; diff = 1.08420217248550443401e-19; -586/1000
Check failed for (fp80): x = -3.67566340470005808896; diff = 2.16840434497100886801e-19; -585/1000
Check failed for (fp80): x = -3.65053066347133974316; diff = 2.16840434497100886801e-19; -581/1000
Check failed for (fp80): x = -3.64424747816416015654; diff = 1.08420217248550443401e-19; -580/1000
Check failed for (fp80): x = -3.63796429285698057036; diff = 1.08420217248550443401e-19; -579/1000
Check failed for (fp80): x = -3.63168110754980098375; diff = 1.08420217248550443401e-19; -578/1000
Check failed for (fp80): x = -3.62539792224262139714; diff = 1.08420217248550443401e-19; -577/1000
Check failed for (fp80): x = -3.61911473693544181074; diff = 1.08420217248550443401e-19; -576/1000
Check failed for (fp80): x = -3.61283155162826222413; diff = 1.08420217248550443401e-19; -575/1000
Check failed for (fp80): x = -3.59398199570672346472; diff = 2.16840434497100886801e-19; -572/1000
Check failed for (fp80): x = -3.58769881039954387854; diff = 2.16840434497100886801e-19; -571/1000
Check failed for (fp80): x = -3.58141562509236429193; diff = 2.16840434497100886801e-19; -570/1000
Check failed for (fp80): x = -3.56884925447800511892; diff = 2.16840434497100886801e-19; -568/1000
Check failed for (fp80): x = -3.55628288386364594612; diff = 2.16840434497100886801e-19; -566/1000
Check failed for (fp80): x = -3.5311501426349276001; diff = 2.16840434497100886801e-19; -562/1000
Check failed for (fp80): x = -3.51230058671338884048; diff = 2.16840434497100886801e-19; -559/1000
Check failed for (fp80): x = -3.49973421609902966768; diff = 2.16840434497100886801e-19; -557/1000
Check failed for (fp80): x = -3.49345103079185008107; diff = 2.16840434497100886801e-19; -556/1000
Check failed for (fp80): x = -3.48716784548467049489; diff = 2.16840434497100886801e-19; -555/1000
Check failed for (fp80): x = -3.48088466017749090828; diff = 2.16840434497100886801e-19; -554/1000
Check failed for (fp80): x = -3.47460147487031132188; diff = 2.16840434497100886801e-19; -553/1000
Check failed for (fp80): x = -3.45575191894877256247; diff = 2.16840434497100886801e-19; -550/1000
Check failed for (fp80): x = -3.44946873364159297586; diff = 2.16840434497100886801e-19; -549/1000
Check failed for (fp80): x = -3.44318554833441338946; diff = 2.16840434497100886801e-19; -548/1000
Check failed for (fp80): x = -3.43690236302723380285; diff = 2.16840434497100886801e-19; -547/1000
Check failed for (fp80): x = -3.43061917772005421623; diff = 2.16840434497100886801e-19; -546/1000
Check failed for (fp80): x = -3.42433599241287463005; diff = 2.16840434497100886801e-19; -545/1000
Check failed for (fp80): x = -3.41805280710569504344; diff = 2.16840434497100886801e-19; -544/1000
Check failed for (fp80): x = -3.41176962179851545683; diff = 2.16840434497100886801e-19; -543/1000
Check failed for (fp80): x = -3.40548643649133587065; diff = 2.16840434497100886801e-19; -542/1000
Check failed for (fp80): x = -3.39920325118415628403; diff = 4.33680868994201773603e-19; -541/1000
Check failed for (fp80): x = -3.39292006587697669764; diff = 2.16840434497100886801e-19; -540/1000
Check failed for (fp80): x = -3.38663688056979711102; diff = 2.16840434497100886801e-19; -539/1000
Check failed for (fp80): x = -3.35522095403389917882; diff = 4.33680868994201773603e-19; -534/1000
Check failed for (fp80): x = -3.3363713981123604192; diff = 4.33680868994201773603e-19; -531/1000
Check failed for (fp80): x = -3.33008821280518083259; diff = 4.33680868994201773603e-19; -530/1000
Check failed for (fp80): x = -3.31752184219082165979; diff = 4.33680868994201773603e-19; -528/1000
Check failed for (fp80): x = -3.304955471576462487; diff = 4.33680868994201773603e-19; -526/1000
Check failed for (fp80): x = -3.29867228626928290038; diff = 4.33680868994201773603e-19; -525/1000
Check failed for (fp80): x = -3.28610591565492372737; diff = 4.33680868994201773603e-19; -523/1000
Check failed for (fp80): x = -3.27982273034774414119; diff = 4.33680868994201773603e-19; -522/1000
Check failed for (fp80): x = -3.26725635973338496797; diff = 4.33680868994201773603e-19; -520/1000
Check failed for (fp80): x = -3.22955724789030744937; diff = 8.67361737988403547206e-19; -514/1000
Check failed for (fp80): x = -3.20442450666158910313; diff = 8.67361737988403547206e-19; -510/1000
Check failed for (fp80): x = -3.19814132135440951695; diff = 1.73472347597680709441e-18; -509/1000
Check failed for (fp80): x = -3.19185813604722993034; diff = 1.73472347597680709441e-18; -508/1000
Check failed for (fp80): x = -3.16044220951133199792; diff = 3.46944695195361418882e-18; -503/1000
Check failed for (fp80): x = -3.15415902420415241131; diff = 6.93889390390722837765e-18; -502/1000
Check failed for (fp80): x = -3.14787583889697282513; diff = 1.38777878078144567553e-17; -501/1000
Check failed for (fp80): x = -3.12902628297543406572; diff = 6.93889390390722837765e-18; -498/1000
Check failed for (fp80): x = -3.12274309766825447911; diff = 3.46944695195361418882e-18; -497/1000
Check failed for (fp80): x = -3.1101767270538953061; diff = 1.73472347597680709441e-18; -495/1000
Check failed for (fp80): x = -3.1038935417467157197; diff = 1.73472347597680709441e-18; -494/1000
Check failed for (fp80): x = -3.09132717113235654669; diff = 1.73472347597680709441e-18; -492/1000
Check failed for (fp80): x = -3.05991124459645861427; diff = 8.67361737988403547206e-19; -487/1000
Check failed for (fp80): x = -3.05362805928927902787; diff = 8.67361737988403547206e-19; -486/1000
Check failed for (fp80): x = -3.00964576213902192245; diff = 4.33680868994201773603e-19; -479/1000
Check failed for (fp80): x = -3.00336257683184233605; diff = 4.33680868994201773603e-19; -478/1000
Check failed for (fp80): x = -2.99707939152466274965; diff = 4.33680868994201773603e-19; -477/1000
Check failed for (fp80): x = -2.99079620621748316304; diff = 4.33680868994201773603e-19; -476/1000
Check failed for (fp80): x = -2.98451302091030357664; diff = 8.67361737988403547206e-19; -475/1000
Check failed for (fp80): x = -2.96566346498876481723; diff = 4.33680868994201773603e-19; -472/1000
Check failed for (fp80): x = -2.95309709437440564422; diff = 4.33680868994201773603e-19; -470/1000
Check failed for (fp80): x = -2.94681390906722605783; diff = 4.33680868994201773603e-19; -469/1000
Check failed for (fp80): x = -2.9279643531456872982; diff = 4.33680868994201773603e-19; -466/1000
Check failed for (fp80): x = -2.91539798253132812541; diff = 4.33680868994201773603e-19; -464/1000
Check failed for (fp80): x = -2.9091147972241485388; diff = 4.33680868994201773603e-19; -463/1000
Check failed for (fp80): x = -2.9028316119169689524; diff = 4.33680868994201773603e-19; -462/1000
Check failed for (fp80): x = -2.896548426609789366; diff = 2.16840434497100886801e-19; -461/1000
Check failed for (fp80): x = -2.89026524130260977939; diff = 2.16840434497100886801e-19; -460/1000
Check failed for (fp80): x = -2.87769887068825060638; diff = 2.16840434497100886801e-19; -458/1000
Check failed for (fp80): x = -2.87141568538107101998; diff = 2.16840434497100886801e-19; -457/1000
Check failed for (fp80): x = -2.85884931476671184719; diff = 2.16840434497100886801e-19; -455/1000
Check failed for (fp80): x = -2.84628294415235267418; diff = 2.16840434497100886801e-19; -453/1000
Check failed for (fp80): x = -2.83371657353799350117; diff = 2.16840434497100886801e-19; -451/1000
Check failed for (fp80): x = -2.82115020292363432816; diff = 2.16840434497100886801e-19; -449/1000
Check failed for (fp80): x = -2.80858383230927515536; diff = 4.33680868994201773603e-19; -447/1000
Check failed for (fp80): x = -2.80230064700209556875; diff = 2.16840434497100886801e-19; -446/1000
Check failed for (fp80): x = -2.79601746169491598214; diff = 2.16840434497100886801e-19; -445/1000
Check failed for (fp80): x = -2.78345109108055680934; diff = 2.16840434497100886801e-19; -443/1000
Check failed for (fp80): x = -2.76460153515901804993; diff = 2.16840434497100886801e-19; -440/1000
Check failed for (fp80): x = -2.74575197923747929031; diff = 2.16840434497100886801e-19; -437/1000
Check failed for (fp80): x = -2.73946879393029970391; diff = 2.16840434497100886801e-19; -436/1000
Check failed for (fp80): x = -2.73318560862312011752; diff = 2.16840434497100886801e-19; -435/1000
Check failed for (fp80): x = -2.72690242331594053112; diff = 2.16840434497100886801e-19; -434/1000
Check failed for (fp80): x = -2.68292012616568342569; diff = 2.16840434497100886801e-19; -427/1000
Check failed for (fp80): x = -2.6766369408585038393; diff = 1.08420217248550443401e-19; -426/1000
Check failed for (fp80): x = -2.65778738493696507967; diff = 1.08420217248550443401e-19; -423/1000
Check failed for (fp80): x = -2.62637145840106714747; diff = 1.08420217248550443401e-19; -418/1000
Check failed for (fp80): x = -2.62008827309388756086; diff = 1.08420217248550443401e-19; -417/1000
Check failed for (fp80): x = -2.60752190247952838785; diff = 1.08420217248550443401e-19; -415/1000
Check failed for (fp80): x = -2.59495553186516921505; diff = 1.08420217248550443401e-19; -413/1000
Check failed for (fp80): x = -2.57610597594363045565; diff = 1.08420217248550443401e-19; -410/1000
Check failed for (fp80): x = -2.56353960532927128264; diff = 1.08420217248550443401e-19; -408/1000
Check failed for (fp80): x = -2.55097323471491210962; diff = 1.08420217248550443401e-19; -406/1000
Check failed for (fp80): x = -2.53212367879337335022; diff = 1.08420217248550443401e-19; -403/1000
Check failed for (fp80): x = -2.51955730817901417721; diff = 1.08420217248550443401e-19; -401/1000
Check failed for (fp80): x = -2.5007077522574754178; diff = 1.08420217248550443401e-19; -398/1000
Check failed for (fp80): x = -2.48185819633593665839; diff = 1.08420217248550443401e-19; -395/1000
Check failed for (fp80): x = -2.46929182572157748538; diff = 1.08420217248550443401e-19; -393/1000
Check failed for (fp80): x = -2.43787589918567955318; diff = 1.08420217248550443401e-19; -388/1000
Check failed for (fp80): x = -2.42530952857132038017; diff = 1.08420217248550443401e-19; -386/1000
Check failed for (fp80): x = -2.41274315795696120716; diff = 1.08420217248550443401e-19; -384/1000
Check failed for (fp80): x = -2.40645997264978162076; diff = 1.08420217248550443401e-19; -383/1000
Check failed for (fp80): x = -2.39389360203542244775; diff = 1.08420217248550443401e-19; -381/1000
Check failed for (fp80): x = -2.38761041672824286114; diff = 1.08420217248550443401e-19; -380/1000
Check failed for (fp80): x = -2.38132723142106327474; diff = 1.08420217248550443401e-19; -379/1000
Check failed for (fp80): x = -2.36876086080670410173; diff = 1.08420217248550443401e-19; -377/1000
Check failed for (fp80): x = -2.34991130488516534254; diff = 1.08420217248550443401e-19; -374/1000
Check failed for (fp80): x = -2.34362811957798575593; diff = 1.08420217248550443401e-19; -373/1000
Check failed for (fp80): x = -2.33734493427080616931; diff = 5.42101086242752217004e-20; -372/1000
Check failed for (fp80): x = -2.33106174896362658292; diff = 5.42101086242752217004e-20; -371/1000
Check failed for (fp80): x = -2.32477856365644699652; diff = 1.62630325872825665101e-19; -370/1000
Check failed for (fp80): x = -2.31849537834926741012; diff = 1.08420217248550443401e-19; -369/1000
Check failed for (fp80): x = -2.2996458224277286505; diff = 5.42101086242752217004e-20; -366/1000
Check failed for (fp80): x = -2.2933626371205490641; diff = 5.42101086242752217004e-20; -365/1000
Check failed for (fp80): x = -2.28707945181336947749; diff = 5.42101086242752217004e-20; -364/1000
Check failed for (fp80): x = -2.2745130811990103047; diff = 1.08420217248550443401e-19; -362/1000
Check failed for (fp80): x = -2.2682298958918307183; diff = 5.42101086242752217004e-20; -361/1000
Check failed for (fp80): x = -2.2619467105846511319; diff = 5.42101086242752217004e-20; -360/1000
Check failed for (fp80): x = -2.25566352527747154529; diff = 5.42101086242752217004e-20; -359/1000
Check failed for (fp80): x = -2.24938033997029195868; diff = 5.42101086242752217004e-20; -358/1000
Check failed for (fp80): x = -2.24309715466311237228; diff = 1.08420217248550443401e-19; -357/1000
Check failed for (fp80): x = -2.23053078404875319927; diff = 5.42101086242752217004e-20; -355/1000
Check failed for (fp80): x = -2.22424759874157361287; diff = 5.42101086242752217004e-20; -354/1000
