Check failed for (fp80): x = -6.27690212187240689041; diff = 1.38777878078144567553e-17; -999/1000
Check failed for (fp80): x = -2.21796441343439402647; diff = 5.42101086242752217004e-20; -353/1000
Check failed for (fp80): x = -2.21168122812721444008; diff = 5.42101086242752217004e-20; -352/1000
Check failed for (fp80): x = -2.19911485751285526685; diff = 5.42101086242752217004e-20; -350/1000
Check failed for (fp80): x = -2.19283167220567568045; diff = 5.42101086242752217004e-20; -349/1000
Check failed for (fp80): x = -2.18026530159131650766; diff = 5.42101086242752217004e-20; -347/1000
Check failed for (fp80): x = -2.17398211628413692105; diff = 5.42101086242752217004e-20; -346/1000
Check failed for (fp80): x = -2.16769893097695733465; diff = 5.42101086242752217004e-20; -345/1000
Check failed for (fp80): x = -2.12371663382670022922; diff = 5.42101086242752217004e-20; -338/1000
Check failed for (fp80): x = -2.10486707790516146981; diff = 5.42101086242752217004e-20; -335/1000
Check failed for (fp80): x = -2.0985838925979818832; diff = 5.42101086242752217004e-20; -334/1000
Check failed for (fp80): x = -2.08601752198362271041; diff = 1.08420217248550443401e-19; -332/1000
Check failed for (fp80): x = -2.07973433667644312401; diff = 5.42101086242752217004e-20; -331/1000
Check failed for (fp80): x = -2.0734511513692635374; diff = 5.42101086242752217004e-20; -330/1000
Check failed for (fp80): x = -2.06716796606208395078; diff = 5.42101086242752217004e-20; -329/1000
Check failed for (fp80): x = -2.06088478075490436439; diff = 5.42101086242752217004e-20; -328/1000
Check failed for (fp80): x = -2.05460159544772477799; diff = 5.42101086242752217004e-20; -327/1000
Check failed for (fp80): x = -2.04203522483336560498; diff = 5.42101086242752217004e-20; -325/1000
Check failed for (fp80): x = -2.02946885421900643219; diff = 8.13151629364128325506e-20; -323/1000
Check failed for (fp80): x = -2.02318566891182684557; diff = 5.42101086242752217004e-20; -322/1000
Check failed for (fp80): x = -2.01061929829746767256; diff = 5.42101086242752217004e-20; -320/1000
Check failed for (fp80): x = -1.96035381584003098074; diff = 5.42101086242752217004e-20; -312/1000
Check failed for (fp80): x = -1.92265470399695346192; diff = 5.42101086242752217004e-20; -306/1000
Check failed for (fp80): x = -1.90380514807541470251; diff = 5.42101086242752217004e-20; -303/1000
Check failed for (fp80): x = -1.89752196276823511601; diff = 5.42101086242752217004e-20; -302/1000
Check failed for (fp80): x = -1.88495559215387594322; diff = 8.13151629364128325506e-20; -300/1000
Check failed for (fp80): x = -1.84725648031079842418; diff = 5.42101086242752217004e-20; -294/1000
Check failed for (fp80): x = -1.84097329500361883779; diff = 8.13151629364128325506e-20; -293/1000
Check failed for (fp80): x = -1.83469010969643925128; diff = 5.42101086242752217004e-20; -292/1000
Check failed for (fp80): x = -1.79070781254618214596; diff = 6.77626357803440271255e-20; -285/1000
Check failed for (fp80): x = -1.77814144193182297306; diff = 5.42101086242752217004e-20; -283/1000
Check failed for (fp80): x = -1.72787595947438628124; diff = 5.42101086242752217004e-20; -275/1000
Check failed for (fp80): x = -1.72159277416720669473; diff = 6.77626357803440271255e-20; -274/1000
Check failed for (fp80): x = -1.67761047701694958941; diff = 6.77626357803440271255e-20; -267/1000
Check failed for (fp80): x = -1.67132729170977000291; diff = 5.42101086242752217004e-20; -266/1000
Check failed for (fp80): x = -1.6524777357882312435; diff = 6.09863722023096244129e-20; -263/1000
Check failed for (fp80): x = -1.59592906802361496517; diff = 6.43745039913268257692e-20; -254/1000
Check failed for (fp80): x = -1.57707951210207620565; diff = 6.94567016748526278036e-20; -251/1000
Check failed for (fp80): x = -1.55822995618053744625; diff = 5.84452733605467233957e-20; -248/1000
Check failed for (fp80): x = -1.43256625003694571679; diff = 6.77626357803440271255e-20; -228/1000
Check failed for (fp80): x = -1.40115032350104778437; diff = 6.77626357803440271255e-20; -223/1000
Check failed for (fp80): x = -1.38230076757950902497; diff = 6.77626357803440271255e-20; -220/1000
Check failed for (fp80): x = -1.35716802635079067905; diff = 5.42101086242752217004e-20; -216/1000
Check failed for (fp80): x = -1.33831847042925191965; diff = 5.42101086242752217004e-20; -213/1000
Check failed for (fp80): x = -1.33203528512207233314; diff = 6.77626357803440271255e-20; -212/1000
Check failed for (fp80): x = -1.32575209981489274664; diff = 5.42101086242752217004e-20; -211/1000
Check failed for (fp80): x = -1.30690254389335398723; diff = 5.42101086242752217004e-20; -208/1000
Check failed for (fp80): x = -1.27548661735745605481; diff = 5.42101086242752217004e-20; -203/1000
Check failed for (fp80): x = -1.26292024674309688191; diff = 5.42101086242752217004e-20; -201/1000
Check failed for (fp80): x = -1.25663706143591729541; diff = 5.42101086242752217004e-20; -200/1000
Check failed for (fp80): x = -1.23778750551437853589; diff = 5.42101086242752217004e-20; -197/1000
Check failed for (fp80): x = -1.23150432020719894949; diff = 5.42101086242752217004e-20; -196/1000
Check failed for (fp80): x = -1.22522113490001936299; diff = 5.42101086242752217004e-20; -195/1000
Check failed for (fp80): x = -1.21893794959283977659; diff = 5.42101086242752217004e-20; -194/1000
Check failed for (fp80): x = -1.17495565244258267127; diff = 5.42101086242752217004e-20; -187/1000
Check failed for (fp80): x = -1.16238928182822349826; diff = 5.42101086242752217004e-20; -185/1000
Check failed for (fp80): x = -1.15610609652104391176; diff = 5.42101086242752217004e-20; -184/1000
Check failed for (fp80): x = -1.13725654059950515235; diff = 5.42101086242752217004e-20; -181/1000
Check failed for (fp80): x = -1.09955742875642763343; diff = 5.42101086242752217004e-20; -175/1000
Check failed for (fp80): x = -1.08070787283488887402; diff = 1.08420217248550443401e-19; -172/1000
Check failed for (fp80): x = -1.06185831691335011461; diff = 5.42101086242752217004e-20; -169/1000
Check failed for (fp80): x = -1.05557513160617052811; diff = 5.42101086242752217004e-20; -168/1000
Check failed for (fp80): x = -1.03044239037745218219; diff = 5.42101086242752217004e-20; -164/1000
Check failed for (fp80): x = -1.01787601976309300929; diff = 1.08420217248550443401e-19; -162/1000
Check failed for (fp80): x = -1.01159283445591342279; diff = 1.08420217248550443401e-19; -161/1000
Check failed for (fp80): x = -1.00530964914873383628; diff = 5.42101086242752217004e-20; -160/1000
Check failed for (fp80): x = -0.999026463841554249884; diff = 5.42101086242752217004e-20; -159/1000
Check failed for (fp80): x = -0.986460093227195076928; diff = 5.42101086242752217004e-20; -157/1000
Check failed for (fp80): x = -0.980176907920015490368; diff = 5.42101086242752217004e-20; -156/1000
Check failed for (fp80): x = -0.973893722612835903971; diff = 5.42101086242752217004e-20; -155/1000
Check failed for (fp80): x = -0.967610537305656317412; diff = 5.42101086242752217004e-20; -154/1000
Check failed for (fp80): x = -0.948760981384117558005; diff = 5.42101086242752217004e-20; -151/1000
Check failed for (fp80): x = -0.929911425462578798652; diff = 5.42101086242752217004e-20; -148/1000
Check failed for (fp80): x = -0.89849549892668086618; diff = 1.08420217248550443401e-19; -143/1000
Check failed for (fp80): x = -0.892212313619501279729; diff = 5.42101086242752217004e-20; -142/1000
Check failed for (fp80): x = -0.885929128312321693224; diff = 5.42101086242752217004e-20; -141/1000
Check failed for (fp80): x = -0.879645943005142106773; diff = 5.42101086242752217004e-20; -140/1000
Check failed for (fp80): x = -0.867079572390782933817; diff = 5.42101086242752217004e-20; -138/1000
Check failed for (fp80): x = -0.860796387083603347366; diff = 5.42101086242752217004e-20; -137/1000
Check failed for (fp80): x = -0.85451320177642376086; diff = 5.42101086242752217004e-20; -136/1000
Check failed for (fp80): x = -0.848230016469244174409; diff = 5.42101086242752217004e-20; -135/1000
Check failed for (fp80): x = -0.841946831162064587904; diff = 5.42101086242752217004e-20; -134/1000
Check failed for (fp80): x = -0.835663645854885001453; diff = 5.42101086242752217004e-20; -133/1000
Check failed for (fp80): x = -0.829380460547705414948; diff = 5.42101086242752217004e-20; -132/1000
Check failed for (fp80): x = -0.816814089933346241992; diff = 5.42101086242752217004e-20; -130/1000
Check failed for (fp80): x = -0.810530904626166655541; diff = 1.08420217248550443401e-19; -129/1000
Check failed for (fp80): x = -0.804247719318987069035; diff = 5.42101086242752217004e-20; -128/1000
Check failed for (fp80): x = -0.797964534011807482584; diff = 5.42101086242752217004e-20; -127/1000
Check failed for (fp80): x = -0.766548607475909550167; diff = 1.08420217248550443401e-19; -122/1000
Check failed for (fp80): x = -0.753982236861550377211; diff = 1.08420217248550443401e-19; -120/1000
Check failed for (fp80): x = -0.716283125018472858396; diff = 1.08420217248550443401e-19; -114/1000
Check failed for (fp80): x = -0.697433569096934098935; diff = 1.08420217248550443401e-19; -111/1000
Check failed for (fp80): x = -0.691150383789754512484; diff = 1.08420217248550443401e-19; -110/1000
Check failed for (fp80): x = -0.684867198482574925978; diff = 1.08420217248550443401e-19; -109/1000
Check failed for (fp80): x = -0.672300827868215753022; diff = 1.08420217248550443401e-19; -107/1000
Check failed for (fp80): x = -0.666017642561036166571; diff = 1.08420217248550443401e-19; -106/1000
Check failed for (fp80): x = -0.659734457253856580066; diff = 1.08420217248550443401e-19; -105/1000
Check failed for (fp80): x = -0.653451271946676993615; diff = 1.08420217248550443401e-19; -104/1000
Check failed for (fp80): x = -0.634601716025138234208; diff = 1.08420217248550443401e-19; -101/1000
Check failed for (fp80): x = -0.60318578948924030179; diff = 1.08420217248550443401e-19; -96/1000
Check failed for (fp80): x = -0.584336233567701542329; diff = 1.08420217248550443401e-19; -93/1000
Check failed for (fp80): x = -0.578053048260521955878; diff = 1.08420217248550443401e-19; -92/1000
Check failed for (fp80): x = -0.55920349233898319647; diff = 1.08420217248550443401e-19; -89/1000
Check failed for (fp80): x = -0.534070751110264850558; diff = 1.08420217248550443401e-19; -85/1000
Check failed for (fp80): x = -0.527787565803085264053; diff = 1.08420217248550443401e-19; -84/1000
Check failed for (fp80): x = -0.521504380495905677602; diff = 1.08420217248550443401e-19; -83/1000
Check failed for (fp80): x = -0.515221195188726091097; diff = 1.08420217248550443401e-19; -82/1000
Check failed for (fp80): x = -0.508938009881546504646; diff = 1.08420217248550443401e-19; -81/1000
Check failed for (fp80): x = -0.50265482457436691814; diff = 1.08420217248550443401e-19; -80/1000
Check failed for (fp80): x = -0.496371639267187331662; diff = 2.16840434497100886801e-19; -79/1000
Check failed for (fp80): x = -0.483805268652828158706; diff = 1.08420217248550443401e-19; -77/1000
Check failed for (fp80): x = -0.477522083345648572282; diff = 1.08420217248550443401e-19; -76/1000
Check failed for (fp80): x = -0.471238898038468985804; diff = 1.08420217248550443401e-19; -75/1000
Check failed for (fp80): x = -0.458672527424109812821; diff = 2.16840434497100886801e-19; -73/1000
Check failed for (fp80): x = -0.452389342116930226343; diff = 2.16840434497100886801e-19; -72/1000
Check failed for (fp80): x = -0.42725660088821188043; diff = 2.16840434497100886801e-19; -68/1000
Check failed for (fp80): x = -0.414690230273852707474; diff = 2.16840434497100886801e-19; -66/1000
Check failed for (fp80): x = -0.402123859659493534518; diff = 2.16840434497100886801e-19; -64/1000
Check failed for (fp80): x = -0.383274303737954775083; diff = 2.16840434497100886801e-19; -61/1000
Check failed for (fp80): x = -0.345575191894877256242; diff = 4.33680868994201773603e-19; -55/1000
Check failed for (fp80): x = -0.333008821280518083286; diff = 2.16840434497100886801e-19; -53/1000
Check failed for (fp80): x = -0.320442450666158910329; diff = 2.16840434497100886801e-19; -51/1000
Check failed for (fp80): x = -0.314159265358979323851; diff = 4.33680868994201773603e-19; -50/1000
Check failed for (fp80): x = -0.289026524130260977939; diff = 4.33680868994201773603e-19; -46/1000
Check failed for (fp80): x = -0.27646015351590180501; diff = 2.16840434497100886801e-19; -44/1000
Check failed for (fp80): x = -0.270176968208722218505; diff = 4.33680868994201773603e-19; -43/1000
Check failed for (fp80): x = -0.263893782901542632026; diff = 2.16840434497100886801e-19; -42/1000
Check failed for (fp80): x = -0.257610597594363045548; diff = 2.16840434497100886801e-19; -41/1000
Check failed for (fp80): x = -0.25132741228718345907; diff = 2.16840434497100886801e-19; -40/1000
Check failed for (fp80): x = -0.245044226980003872592; diff = 4.33680868994201773603e-19; -39/1000
Check failed for (fp80): x = -0.232477856365644699663; diff = 4.33680868994201773603e-19; -37/1000
Check failed for (fp80): x = -0.194778744522567180781; diff = 4.33680868994201773603e-19; -31/1000
Check failed for (fp80): x = -0.182212373908208007838; diff = 4.33680868994201773603e-19; -29/1000
Check failed for (fp80): x = -0.169646003293848834882; diff = 4.33680868994201773603e-19; -27/1000
Check failed for (fp80): x = -0.163362817986669248404; diff = 8.67361737988403547206e-19; -26/1000
Check failed for (fp80): x = -0.157079632679489661926; diff = 4.33680868994201773603e-19; -25/1000
Check failed for (fp80): x = -0.150796447372310075448; diff = 4.33680868994201773603e-19; -24/1000
Check failed for (fp80): x = -0.144513262065130488969; diff = 4.33680868994201773603e-19; -23/1000
Check failed for (fp80): x = -0.138230076757950902505; diff = 4.33680868994201773603e-19; -22/1000
Check failed for (fp80): x = -0.131946891450771316013; diff = 4.33680868994201773603e-19; -21/1000
Check failed for (fp80): x = -0.119380520836412143071; diff = 8.67361737988403547206e-19; -19/1000
Check failed for (fp80): x = -0.100530964914873383629; diff = 8.67361737988403547206e-19; -16/1000
Check failed for (fp80): x = -0.0816814089933346242019; diff = 1.73472347597680709441e-18; -13/1000
Check failed for (fp80): x = -0.0628318530717958647675; diff = 8.67361737988403547206e-19; -10/1000
Check failed for (fp80): x = -0.0565486677646162782928; diff = 1.73472347597680709441e-18; -9/1000
Check failed for (fp80): x = -0.0376991118430775188619; diff = 1.73472347597680709441e-18; -6/1000
Check failed for (fp80): x = -0.0314159265358979323838; diff = 1.73472347597680709441e-18; -5/1000
Check failed for (fp80): x = -0.00628318530717958647684; diff = 1.38777878078144567553e-17; -1/1000
Check failed for (fp80): x = 0.00628318530717958647684; diff = 1.38777878078144567553e-17; 1/1000
Check failed for (fp80): x = 0.0314159265358979323838; diff = 1.73472347597680709441e-18; 5/1000
Check failed for (fp80): x = 0.0376991118430775188619; diff = 1.73472347597680709441e-18; 6/1000
Check failed for (fp80): x = 0.0565486677646162782928; diff = 1.73472347597680709441e-18; 9/1000
Check failed for (fp80): x = 0.0628318530717958647675; diff = 8.67361737988403547206e-19; 10/1000
Check failed for (fp80): x = 0.0816814089933346242019; diff = 1.73472347597680709441e-18; 13/1000
Check failed for (fp80): x = 0.100530964914873383629; diff = 8.67361737988403547206e-19; 16/1000
Check failed for (fp80): x = 0.119380520836412143071; diff = 8.67361737988403547206e-19; 19/1000
Check failed for (fp80): x = 0.131946891450771316013; diff = 4.33680868994201773603e-19; 21/1000
Check failed for (fp80): x = 0.138230076757950902505; diff = 4.33680868994201773603e-19; 22/1000
Check failed for (fp80): x = 0.144513262065130488969; diff = 4.33680868994201773603e-19; 23/1000
Check failed for (fp80): x = 0.150796447372310075448; diff = 4.33680868994201773603e-19; 24/1000
Check failed for (fp80): x = 0.157079632679489661926; diff = 4.33680868994201773603e-19; 25/1000
Check failed for (fp80): x = 0.163362817986669248404; diff = 8.67361737988403547206e-19; 26/1000
Check failed for (fp80): x = 0.169646003293848834882; diff = 4.33680868994201773603e-19; 27/1000
Check failed for (fp80): x = 0.182212373908208007838; diff = 4.33680868994201773603e-19; 29/1000
Check failed for (fp80): x = 0.194778744522567180781; diff = 4.33680868994201773603e-19; 31/1000
Check failed for (fp80): x = 0.232477856365644699663; diff = 4.33680868994201773603e-19; 37/1000
Check failed for (fp80): x = 0.245044226980003872592; diff = 4.33680868994201773603e-19; 39/1000
Check failed for (fp80): x = 0.25132741228718345907; diff = 2.16840434497100886801e-19; 40/1000
Check failed for (fp80): x = 0.257610597594363045548; diff = 2.16840434497100886801e-19; 41/1000
Check failed for (fp80): x = 0.263893782901542632026; diff = 2.16840434497100886801e-19; 42/1000
Check failed for (fp80): x = 0.270176968208722218505; diff = 4.33680868994201773603e-19; 43/1000
Check failed for (fp80): x = 0.27646015351590180501; diff = 2.16840434497100886801e-19; 44/1000
Check failed for (fp80): x = 0.289026524130260977939; diff = 4.33680868994201773603e-19; 46/1000
Check failed for (fp80): x = 0.314159265358979323851; diff = 4.33680868994201773603e-19; 50/1000
Check failed for (fp80): x = 0.320442450666158910329; diff = 2.16840434497100886801e-19; 51/1000
Check failed for (fp80): x = 0.333008821280518083286; diff = 2.16840434497100886801e-19; 53/1000
Check failed for (fp80): x = 0.345575191894877256242; diff = 4.33680868994201773603e-19; 55/1000
Check failed for (fp80): x = 0.383274303737954775083; diff = 2.16840434497100886801e-19; 61/1000
Check failed for (fp80): x = 0.402123859659493534518; diff = 2.16840434497100886801e-19; 64/1000
Check failed for (fp80): x = 0.414690230273852707474; diff = 2.16840434497100886801e-19; 66/1000
Check failed for (fp80): x = 0.42725660088821188043; diff = 2.16840434497100886801e-19; 68/1000
Check failed for (fp80): x = 0.452389342116930226343; diff = 2.16840434497100886801e-19; 72/1000
Check failed for (fp80): x = 0.458672527424109812821; diff = 2.16840434497100886801e-19; 73/1000
Check failed for (fp80): x = 0.471238898038468985804; diff = 1.08420217248550443401e-19; 75/1000
Check failed for (fp80): x = 0.477522083345648572282; diff = 1.08420217248550443401e-19; 76/1000
Check failed for (fp80): x = 0.483805268652828158706; diff = 1.08420217248550443401e-19; 77/1000
Check failed for (fp80): x = 0.496371639267187331662; diff = 2.16840434497100886801e-19; 79/1000
Check failed for (fp80): x = 0.50265482457436691814; diff = 1.08420217248550443401e-19; 80/1000
Check failed for (fp80): x = 0.508938009881546504646; diff = 1.08420217248550443401e-19; 81/1000
Check failed for (fp80): x = 0.515221195188726091097; diff = 1.08420217248550443401e-19; 82/1000
Check failed for (fp80): x = 0.521504380495905677602; diff = 1.08420217248550443401e-19; 83/1000
Check failed for (fp80): x = 0.527787565803085264053; diff = 1.08420217248550443401e-19; 84/1000
Check failed for (fp80): x = 0.534070751110264850558; diff = 1.08420217248550443401e-19; 85/1000
Check failed for (fp80): x = 0.55920349233898319647; diff = 1.08420217248550443401e-19; 89/1000
Check failed for (fp80): x = 0.578053048260521955878; diff = 1.08420217248550443401e-19; 92/1000
Check failed for (fp80): x = 0.584336233567701542329; diff = 1.08420217248550443401e-19; 93/1000
Check failed for (fp80): x = 0.60318578948924030179; diff = 1.08420217248550443401e-19; 96/1000
Check failed for (fp80): x = 0.634601716025138234208; diff = 1.08420217248550443401e-19; 101/1000
Check failed for (fp80): x = 0.653451271946676993615; diff = 1.08420217248550443401e-19; 104/1000
Check failed for (fp80): x = 0.659734457253856580066; diff = 1.08420217248550443401e-19; 105/1000
Check failed for (fp80): x = 0.666017642561036166571; diff = 1.08420217248550443401e-19; 106/1000
Check failed for (fp80): x = 0.672300827868215753022; diff = 1.08420217248550443401e-19; 107/1000
Check failed for (fp80): x = 0.684867198482574925978; diff = 1.08420217248550443401e-19; 109/1000
Check failed for (fp80): x = 0.691150383789754512484; diff = 1.08420217248550443401e-19; 110/1000
Check failed for (fp80): x = 0.697433569096934098935; diff = 1.08420217248550443401e-19; 111/1000
Check failed for (fp80): x = 0.716283125018472858396; diff = 1.08420217248550443401e-19; 114/1000
Check failed for (fp80): x = 0.753982236861550377211; diff = 1.08420217248550443401e-19; 120/1000
Check failed for (fp80): x = 0.766548607475909550167; diff = 1.08420217248550443401e-19; 122/1000
Check failed for (fp80): x = 0.797964534011807482584; diff = 5.42101086242752217004e-20; 127/1000
Check failed for (fp80): x = 0.804247719318987069035; diff = 5.42101086242752217004e-20; 128/1000
Check failed for (fp80): x = 0.810530904626166655541; diff = 1.08420217248550443401e-19; 129/1000
Check failed for (fp80): x = 0.816814089933346241992; diff = 5.42101086242752217004e-20; 130/1000
Check failed for (fp80): x = 0.829380460547705414948; diff = 5.42101086242752217004e-20; 132/1000
Check failed for (fp80): x = 0.835663645854885001453; diff = 5.42101086242752217004e-20; 133/1000
Check failed for (fp80): x = 0.841946831162064587904; diff = 5.42101086242752217004e-20; 134/1000
Check failed for (fp80): x = 0.848230016469244174409; diff = 5.42101086242752217004e-20; 135/1000
Check failed for (fp80): x = 0.85451320177642376086; diff = 5.42101086242752217004e-20; 136/1000
Check failed for (fp80): x = 0.860796387083603347366; diff = 5.42101086242752217004e-20; 137/1000
Check failed for (fp80): x = 0.867079572390782933817; diff = 5.42101086242752217004e-20; 138/1000
Check failed for (fp80): x = 0.879645943005142106773; diff = 5.42101086242752217004e-20; 140/1000
Check failed for (fp80): x = 0.885929128312321693224; diff = 5.42101086242752217004e-20; 141/1000
Check failed for (fp80): x = 0.892212313619501279729; diff = 5.42101086242752217004e-20; 142/1000
Check failed for (fp80): x = 0.89849549892668086618; diff = 1.08420217248550443401e-19; 143/1000
Check failed for (fp80): x = 0.929911425462578798652; diff = 5.42101086242752217004e-20; 148/1000
Check failed for (fp80): x = 0.948760981384117558005; diff = 5.42101086242752217004e-20; 151/1000
Check failed for (fp80): x = 0.967610537305656317412; diff = 5.42101086242752217004e-20; 154/1000
Check failed for (fp80): x = 0.973893722612835903971; diff = 5.42101086242752217004e-20; 155/1000
Check failed for (fp80): x = 0.980176907920015490368; diff = 5.42101086242752217004e-20; 156/1000
Check failed for (fp80): x = 0.986460093227195076928; diff = 5.42101086242752217004e-20; 157/1000
Check failed for (fp80): x = 0.999026463841554249884; diff = 5.42101086242752217004e-20; 159/1000
Check failed for (fp80): x = 1.00530964914873383628; diff = 5.42101086242752217004e-20; 160/1000
Check failed for (fp80): x = 1.01159283445591342279; diff = 1.08420217248550443401e-19; 161/1000
Check failed for (fp80): x = 1.01787601976309300929; diff = 1.08420217248550443401e-19; 162/1000
Check failed for (fp80): x = 1.03044239037745218219; diff = 5.42101086242752217004e-20; 164/1000
Check failed for (fp80): x = 1.05557513160617052811; diff = 5.42101086242752217004e-20; 168/1000
Check failed for (fp80): x = 1.06185831691335011461; diff = 5.42101086242752217004e-20; 169/1000
Check failed for (fp80): x = 1.08070787283488887402; diff = 1.08420217248550443401e-19; 172/1000
Check failed for (fp80): x = 1.09955742875642763343; diff = 5.42101086242752217004e-20; 175/1000
Check failed for (fp80): x = 1.13725654059950515235; diff = 5.42101086242752217004e-20; 181/1000
Check failed for (fp80): x = 1.15610609652104391176; diff = 5.42101086242752217004e-20; 184/1000
Check failed for (fp80): x = 1.16238928182822349826; diff = 5.42101086242752217004e-20; 185/1000
Check failed for (fp80): x = 1.17495565244258267127; diff = 5.42101086242752217004e-20; 187/1000
Check failed for (fp80): x = 1.21893794959283977659; diff = 5.42101086242752217004e-20; 194/1000
Check failed for (fp80): x = 1.22522113490001936299; diff = 5.42101086242752217004e-20; 195/1000
Check failed for (fp80): x = 1.23150432020719894949; diff = 5.42101086242752217004e-20; 196/1000
Check failed for (fp80): x = 1.23778750551437853589; diff = 5.42101086242752217004e-20; 197/1000
Check failed for (fp80): x = 1.25663706143591729541; diff = 5.42101086242752217004e-20; 200/1000
Check failed for (fp80): x = 1.26292024674309688191; diff = 5.42101086242752217004e-20; 201/1000
Check failed for (fp80): x = 1.27548661735745605481; diff = 5.42101086242752217004e-20; 203/1000
Check failed for (fp80): x = 1.30690254389335398723; diff = 5.42101086242752217004e-20; 208/1000
Check failed for (fp80): x = 1.32575209981489274664; diff = 5.42101086242752217004e-20; 211/1000
Check failed for (fp80): x = 1.33203528512207233314; diff = 6.77626357803440271255e-20; 212/1000
Check failed for (fp80): x = 1.33831847042925191965; diff = 5.42101086242752217004e-20; 213/1000
Check failed for (fp80): x = 1.35716802635079067905; diff = 5.42101086242752217004e-20; 216/1000
Check failed for (fp80): x = 1.38230076757950902497; diff = 6.77626357803440271255e-20; 220/1000
Check failed for (fp80): x = 1.40115032350104778437; diff = 6.77626357803440271255e-20; 223/1000
Check failed for (fp80): x = 1.43256625003694571679; diff = 6.77626357803440271255e-20; 228/1000
Check failed for (fp80): x = 1.55822995618053744625; diff = 5.84452733605467233957e-20; 248/1000
Check failed for (fp80): x = 1.57707951210207620565; diff = 6.94567016748526278036e-20; 251/1000
Check failed for (fp80): x = 1.59592906802361496517; diff = 6.43745039913268257692e-20; 254/1000
Check failed for (fp80): x = 1.6524777357882312435; diff = 6.09863722023096244129e-20; 263/1000
Check failed for (fp80): x = 1.67132729170977000291; diff = 5.42101086242752217004e-20; 266/1000
Check failed for (fp80): x = 1.67761047701694958941; diff = 6.77626357803440271255e-20; 267/1000
Check failed for (fp80): x = 1.72159277416720669473; diff = 6.77626357803440271255e-20; 274/1000
Check failed for (fp80): x = 1.72787595947438628124; diff = 5.42101086242752217004e-20; 275/1000
Check failed for (fp80): x = 1.77814144193182297306; diff = 5.42101086242752217004e-20; 283/1000
Check failed for (fp80): x = 1.79070781254618214596; diff = 6.77626357803440271255e-20; 285/1000
Check failed for (fp80): x = 1.83469010969643925128; diff = 5.42101086242752217004e-20; 292/1000
Check failed for (fp80): x = 1.84097329500361883779; diff = 8.13151629364128325506e-20; 293/1000
Check failed for (fp80): x = 1.84725648031079842418; diff = 5.42101086242752217004e-20; 294/1000
Check failed for (fp80): x = 1.88495559215387594322; diff = 8.13151629364128325506e-20; 300/1000
Check failed for (fp80): x = 1.89752196276823511601; diff = 5.42101086242752217004e-20; 302/1000
Check failed for (fp80): x = 1.90380514807541470251; diff = 5.42101086242752217004e-20; 303/1000
Check failed for (fp80): x = 1.92265470399695346192; diff = 5.42101086242752217004e-20; 306/1000
Check failed for (fp80): x = 1.96035381584003098074; diff = 5.42101086242752217004e-20; 312/1000
Check failed for (fp80): x = 2.01061929829746767256; diff = 5.42101086242752217004e-20; 320/1000
Check failed for (fp80): x = 2.02318566891182684557; diff = 5.42101086242752217004e-20; 322/1000
Check failed for (fp80): x = 2.02946885421900643219; diff = 8.13151629364128325506e-20; 323/1000
Check failed for (fp80): x = 2.04203522483336560498; diff = 5.42101086242752217004e-20; 325/1000
Check failed for (fp80): x = 2.05460159544772477799; diff = 5.42101086242752217004e-20; 327/1000
Check failed for (fp80): x = 2.06088478075490436439; diff = 5.42101086242752217004e-20; 328/1000
Check failed for (fp80): x = 2.06716796606208395078; diff = 5.42101086242752217004e-20; 329/1000
Check failed for (fp80): x = 2.0734511513692635374; diff = 5.42101086242752217004e-20; 330/1000
Check failed for (fp80): x = 2.07973433667644312401; diff = 5.42101086242752217004e-20; 331/1000
Check failed for (fp80): x = 2.08601752198362271041; diff = 1.08420217248550443401e-19; 332/1000
Check failed for (fp80): x = 2.0985838925979818832; diff = 5.42101086242752217004e-20; 334/1000
Check failed for (fp80): x = 2.10486707790516146981; diff = 5.42101086242752217004e-20; 335/1000
Check failed for (fp80): x = 2.12371663382670022922; diff = 5.42101086242752217004e-20; 338/1000
Check failed for (fp80): x = 2.16769893097695733465; diff = 5.42101086242752217004e-20; 345/1000
Check failed for (fp80): x = 2.17398211628413692105; diff = 5.42101086242752217004e-20; 346/1000
Check failed for (fp80): x = 2.18026530159131650766; diff = 5.42101086242752217004e-20; 347/1000
Check failed for (fp80): x = 2.19283167220567568045; diff = 5.42101086242752217004e-20; 349/1000
Check failed for (fp80): x = 2.19911485751285526685; diff = 5.42101086242752217004e-20; 350/1000
Check failed for (fp80): x = 2.21168122812721444008; diff = 5.42101086242752217004e-20; 352/1000
Check failed for (fp80): x = 2.21796441343439402647; diff = 5.42101086242752217004e-20; 353/1000
Check failed for (fp80): x = 2.22424759874157361287; diff = 5.42101086242752217004e-20; 354/1000
Check failed for (fp80): x = 2.23053078404875319927; diff = 5.42101086242752217004e-20; 355/1000
Check failed for (fp80): x = 2.24309715466311237228; diff = 1.08420217248550443401e-19; 357/1000
Check failed for (fp80): x = 2.24938033997029195868; diff = 5.42101086242752217004e-20; 358/1000
Check failed for (fp80): x = 2.25566352527747154529; diff = 5.42101086242752217004e-20; 359/1000
Check failed for (fp80): x = 2.2619467105846511319; diff = 5.42101086242752217004e-20; 360/1000
Check failed for (fp80): x = 2.2682298958918307183; diff = 5.42101086242752217004e-20; 361/1000
Check failed for (fp80): x = 2.2745130811990103047; diff = 1.08420217248550443401e-19; 362/1000
Check failed for (fp80): x = 2.28707945181336947749; diff = 5.42101086242752217004e-20; 364/1000
