Check failed for (fp80): x = -6.27690212187240689041; diff = 1.62630325872825665101e-19; -999/1000
Check failed for (fp80): x = -3.80132711084364981863; diff = 2.43945488809238497652e-19; -605/1000
Check failed for (fp80): x = -3.78247755492211105923; diff = 3.25260651745651330202e-19; -602/1000
Check failed for (fp80): x = -3.77619436961493147261; diff = 2.16840434497100886801e-19; -601/1000
Check failed for (fp80): x = -3.76991118430775188643; diff = 1.08420217248550443401e-19; -600/1000
Check failed for (fp80): x = -3.76362799900057229982; diff = 1.08420217248550443401e-19; -599/1000
Check failed for (fp80): x = -3.7573448136933927132; diff = 2.16840434497100886801e-19; -598/1000
Check failed for (fp80): x = -3.75106162838621312681; diff = 1.89735380184963275951e-19; -597/1000
Check failed for (fp80): x = -3.73849525777185395401; diff = 2.57498015965307303077e-19; -595/1000
Check failed for (fp80): x = -3.7322120724646743674; diff = 5.14996031930614606154e-19; -594/1000
Check failed for (fp80): x = -3.72592888715749478079; diff = 4.47233396150270579028e-19; -593/1000
Check failed for (fp80): x = -3.71964570185031519461; diff = 6.77626357803440271255e-20; -592/1000
Check failed for (fp80): x = -3.71336251654313560799; diff = 1.21972744404619248826e-19; -591/1000
Check failed for (fp80): x = -3.70707933123595602138; diff = 5.42101086242752217004e-20; -590/1000
Check failed for (fp80): x = -3.69451296062159684837; diff = 3.32036915323685732915e-19; -588/1000
Check failed for (fp80): x = -3.68822977531441726219; diff = 6.77626357803440271255e-20; -587/1000
Check failed for (fp80): x = -3.68194659000723767558; diff = 4.94667241196511398016e-19; -586/1000
Check failed for (fp80): x = -3.67566340470005808896; diff = 3.62530101424840545121e-19; -585/1000
Check failed for (fp80): x = -3.66309703408569891617; diff = 2.12605269760829385106e-19; -583/1000
Check failed for (fp80): x = -3.65681384877851932977; diff = 3.4558944247975453834e-19; -582/1000
Check failed for (fp80): x = -3.65053066347133974316; diff = 4.37069000783218974959e-19; -581/1000
Check failed for (fp80): x = -3.64424747816416015654; diff = 4.20128341838132968178e-19; -580/1000
Check failed for (fp80): x = -3.63796429285698057036; diff = 1.82959116606928873239e-19; -579/1000
Check failed for (fp80): x = -3.63168110754980098375; diff = 2.03287907341032081376e-19; -578/1000
Check failed for (fp80): x = -3.62539792224262139714; diff = 1.62630325872825665101e-19; -577/1000
Check failed for (fp80): x = -3.61911473693544181074; diff = 1.62630325872825665101e-19; -576/1000
Check failed for (fp80): x = -3.61283155162826222413; diff = 1.35525271560688054251e-19; -575/1000
Check failed for (fp80): x = -3.60654836632108263795; diff = 2.03287907341032081376e-19; -574/1000
Check failed for (fp80): x = -3.58769881039954387854; diff = 3.25260651745651330202e-19; -571/1000
Check failed for (fp80): x = -3.58141562509236429193; diff = 9.48676900924816379757e-20; -570/1000
Check failed for (fp80): x = -3.57513243978518470553; diff = 4.06575814682064162753e-19; -569/1000
Check failed for (fp80): x = -3.56884925447800511892; diff = 2.43945488809238497652e-19; -568/1000
Check failed for (fp80): x = -3.5625660691708255323; diff = 7.86046575051990714655e-19; -567/1000
Check failed for (fp80): x = -3.55628288386364594612; diff = 1.35525271560688054251e-19; -566/1000
Check failed for (fp80): x = -3.54999969855646635951; diff = 1.62630325872825665101e-19; -565/1000
Check failed for (fp80): x = -3.54371651324928677289; diff = 8.13151629364128325506e-20; -564/1000
Check failed for (fp80): x = -3.53743332794210718672; diff = 3.79470760369926551903e-19; -563/1000
Check failed for (fp80): x = -3.5311501426349276001; diff = 2.71050543121376108502e-19; -562/1000
Check failed for (fp80): x = -3.5248669573277480137; diff = 1.62630325872825665101e-19; -561/1000
Check failed for (fp80): x = -3.51858377202056842709; diff = 1.35525271560688054251e-19; -560/1000
Check failed for (fp80): x = -3.51230058671338884048; diff = 2.43945488809238497652e-19; -559/1000
Check failed for (fp80): x = -3.5060174014062092543; diff = 3.79470760369926551903e-19; -558/1000
Check failed for (fp80): x = -3.49345103079185008107; diff = 1.35525271560688054251e-19; -556/1000
Check failed for (fp80): x = -3.48716784548467049489; diff = 2.16840434497100886801e-19; -555/1000
Check failed for (fp80): x = -3.48088466017749090828; diff = 4.87890977618476995303e-19; -554/1000
Check failed for (fp80): x = -3.47460147487031132188; diff = 2.16840434497100886801e-19; -553/1000
Check failed for (fp80): x = -3.46831828956313173527; diff = 5.42101086242752217004e-20; -552/1000
Check failed for (fp80): x = -3.46203510425595214865; diff = 1.08420217248550443401e-19; -551/1000
Check failed for (fp80): x = -3.45575191894877256247; diff = 7.04731412115577882105e-19; -550/1000
Check failed for (fp80): x = -3.44946873364159297586; diff = 3.25260651745651330202e-19; -549/1000
Check failed for (fp80): x = -3.44318554833441338946; diff = 1.08420217248550443401e-19; -548/1000
Check failed for (fp80): x = -3.43690236302723380285; diff = 2.16840434497100886801e-19; -547/1000
Check failed for (fp80): x = -3.43061917772005421623; diff = 3.79470760369926551903e-19; -546/1000
Check failed for (fp80): x = -3.42433599241287463005; diff = 5.42101086242752217004e-20; -545/1000
Check failed for (fp80): x = -3.41805280710569504344; diff = 1.08420217248550443401e-19; -544/1000
Check failed for (fp80): x = -3.41176962179851545683; diff = 3.79470760369926551903e-19; -543/1000
Check failed for (fp80): x = -3.40548643649133587065; diff = 1.08420217248550443401e-19; -542/1000
Check failed for (fp80): x = -3.39920325118415628403; diff = 2.16840434497100886801e-19; -541/1000
Check failed for (fp80): x = -3.39292006587697669764; diff = 2.16840434497100886801e-19; -540/1000
Check failed for (fp80): x = -3.38663688056979711102; diff = 1.62630325872825665101e-19; -539/1000
Check failed for (fp80): x = -3.37407050995543793823; diff = 4.87890977618476995303e-19; -537/1000
Check failed for (fp80): x = -3.36778732464825835162; diff = 3.79470760369926551903e-19; -536/1000
Check failed for (fp80): x = -3.36150413934107876544; diff = 5.42101086242752217004e-20; -535/1000
Check failed for (fp80): x = -3.35522095403389917882; diff = 5.42101086242752217004e-20; -534/1000
Check failed for (fp80): x = -3.34893776872671959221; diff = 2.16840434497100886801e-19; -533/1000
Check failed for (fp80): x = -3.34265458341954000581; diff = 5.42101086242752217004e-20; -532/1000
Check failed for (fp80): x = -3.3363713981123604192; diff = 4.87890977618476995303e-19; -531/1000
Check failed for (fp80): x = -3.33008821280518083259; diff = 2.71050543121376108502e-19; -530/1000
Check failed for (fp80): x = -3.32380502749800124641; diff = 1.08420217248550443401e-19; -529/1000
Check failed for (fp80): x = -3.31752184219082165979; diff = 1.08420217248550443401e-19; -528/1000
Check failed for (fp80): x = -3.304955471576462487; diff = 3.25260651745651330202e-19; -526/1000
Check failed for (fp80): x = -3.29867228626928290038; diff = 1.08420217248550443401e-19; -525/1000
Check failed for (fp80): x = -3.29238910096210331399; diff = 1.62630325872825665101e-19; -524/1000
Check failed for (fp80): x = -3.27982273034774414119; diff = 5.42101086242752217004e-20; -522/1000
Check failed for (fp80): x = -3.27353954504056455458; diff = 1.08420217248550443401e-19; -521/1000
Check failed for (fp80): x = -3.26725635973338496797; diff = 1.08420217248550443401e-19; -520/1000
Check failed for (fp80): x = -3.26097317442620538157; diff = 5.42101086242752217004e-20; -519/1000
Check failed for (fp80): x = -3.25468998911902579517; diff = 5.42101086242752217004e-20; -518/1000
Check failed for (fp80): x = -3.24840680381184620856; diff = 5.42101086242752217004e-20; -517/1000
Check failed for (fp80): x = -3.24212361850466662216; diff = 5.42101086242752217004e-20; -516/1000
Check failed for (fp80): x = -3.23584043319748703555; diff = 4.33680868994201773603e-19; -515/1000
Check failed for (fp80): x = -3.22955724789030744937; diff = 1.62630325872825665101e-19; -514/1000
Check failed for (fp80): x = -3.22327406258312786276; diff = 5.42101086242752217004e-20; -513/1000
Check failed for (fp80): x = -3.21699087727594827614; diff = 1.08420217248550443401e-19; -512/1000
Check failed for (fp80): x = -3.21070769196876868974; diff = 1.62630325872825665101e-19; -511/1000
Check failed for (fp80): x = -3.20442450666158910313; diff = 2.16840434497100886801e-19; -510/1000
Check failed for (fp80): x = -3.19814132135440951695; diff = 2.16840434497100886801e-19; -509/1000
Check failed for (fp80): x = -3.19185813604722993034; diff = 1.62630325872825665101e-19; -508/1000
Check failed for (fp80): x = -3.18557495074005034372; diff = 3.79470760369926551903e-19; -507/1000
Check failed for (fp80): x = -3.17929176543287075754; diff = 5.42101086242752217004e-20; -506/1000
Check failed for (fp80): x = -3.17300858012569117093; diff = 3.79470760369926551903e-19; -505/1000
Check failed for (fp80): x = -3.16672539481851158432; diff = 5.42101086242752217004e-20; -504/1000
Check failed for (fp80): x = -3.16044220951133199792; diff = 3.79470760369926551903e-19; -503/1000
Check failed for (fp80): x = -3.15415902420415241131; diff = 2.71050543121376108502e-19; -502/1000
Check failed for (fp80): x = -3.14787583889697282513; diff = 1.62630325872825665101e-19; -501/1000
Check failed for (fp80): x = -3.13530946828261365212; diff = 1.08420217248550443401e-19; -499/1000
Check failed for (fp80): x = -3.12902628297543406572; diff = 2.71050543121376108502e-19; -498/1000
Check failed for (fp80): x = -3.12274309766825447911; diff = 3.79470760369926551903e-19; -497/1000
Check failed for (fp80): x = -3.11645991236107489249; diff = 5.42101086242752217004e-20; -496/1000
Check failed for (fp80): x = -3.1101767270538953061; diff = 1.08420217248550443401e-19; -495/1000
Check failed for (fp80): x = -3.1038935417467157197; diff = 2.16840434497100886801e-19; -494/1000
Check failed for (fp80): x = -3.09761035643953613308; diff = 3.79470760369926551903e-19; -493/1000
Check failed for (fp80): x = -3.09132717113235654669; diff = 1.62630325872825665101e-19; -492/1000
Check failed for (fp80): x = -3.08504398582517696029; diff = 1.08420217248550443401e-19; -491/1000
Check failed for (fp80): x = -3.07876080051799737389; diff = 1.62630325872825665101e-19; -490/1000
Check failed for (fp80): x = -3.07247761521081778728; diff = 5.42101086242752217004e-20; -489/1000
Check failed for (fp80): x = -3.06619442990363820067; diff = 5.42101086242752217004e-20; -488/1000
Check failed for (fp80): x = -3.05991124459645861427; diff = 1.62630325872825665101e-19; -487/1000
Check failed for (fp80): x = -3.05362805928927902787; diff = 5.42101086242752217004e-20; -486/1000
Check failed for (fp80): x = -3.04734487398209944148; diff = 2.16840434497100886801e-19; -485/1000
Check failed for (fp80): x = -3.04106168867491985486; diff = 5.42101086242752217004e-20; -484/1000
Check failed for (fp80): x = -3.03477850336774026847; diff = 5.42101086242752217004e-20; -483/1000
Check failed for (fp80): x = -3.02849531806056068185; diff = 2.71050543121376108502e-19; -482/1000
Check failed for (fp80): x = -3.02221213275338109546; diff = 2.16840434497100886801e-19; -481/1000
Check failed for (fp80): x = -3.01592894744620150884; diff = 4.87890977618476995303e-19; -480/1000
Check failed for (fp80): x = -3.00964576213902192245; diff = 1.08420217248550443401e-19; -479/1000
Check failed for (fp80): x = -3.00336257683184233605; diff = 2.16840434497100886801e-19; -478/1000
Check failed for (fp80): x = -2.99707939152466274965; diff = 3.25260651745651330202e-19; -477/1000
Check failed for (fp80): x = -2.99079620621748316304; diff = 1.62630325872825665101e-19; -476/1000
Check failed for (fp80): x = -2.97194665029594440363; diff = 1.62630325872825665101e-19; -473/1000
Check failed for (fp80): x = -2.96566346498876481723; diff = 3.79470760369926551903e-19; -472/1000
Check failed for (fp80): x = -2.95938027968158523062; diff = 1.62630325872825665101e-19; -471/1000
Check failed for (fp80): x = -2.95309709437440564422; diff = 3.25260651745651330202e-19; -470/1000
Check failed for (fp80): x = -2.94681390906722605783; diff = 5.42101086242752217004e-20; -469/1000
Check failed for (fp80): x = -2.94053072376004647121; diff = 5.42101086242752217004e-20; -468/1000
Check failed for (fp80): x = -2.93424753845286688482; diff = 2.71050543121376108502e-19; -467/1000
Check failed for (fp80): x = -2.9279643531456872982; diff = 2.16840434497100886801e-19; -466/1000
Check failed for (fp80): x = -2.92168116783850771181; diff = 1.08420217248550443401e-19; -465/1000
Check failed for (fp80): x = -2.91539798253132812541; diff = 1.08420217248550443401e-19; -464/1000
Check failed for (fp80): x = -2.9028316119169689524; diff = 3.79470760369926551903e-19; -462/1000
Check failed for (fp80): x = -2.896548426609789366; diff = 6.50521303491302660404e-19; -461/1000
Check failed for (fp80): x = -2.89026524130260977939; diff = 3.25260651745651330202e-19; -460/1000
Check failed for (fp80): x = -2.88398205599543019277; diff = 3.79470760369926551903e-19; -459/1000
Check failed for (fp80): x = -2.87769887068825060638; diff = 5.42101086242752217004e-20; -458/1000
Check failed for (fp80): x = -2.87141568538107101998; diff = 4.33680868994201773603e-19; -457/1000
Check failed for (fp80): x = -2.86513250007389143358; diff = 4.33680868994201773603e-19; -456/1000
Check failed for (fp80): x = -2.85884931476671184719; diff = 3.79470760369926551903e-19; -455/1000
Check failed for (fp80): x = -2.85256612945953226057; diff = 3.25260651745651330202e-19; -454/1000
Check failed for (fp80): x = -2.84628294415235267418; diff = 1.08420217248550443401e-19; -453/1000
Check failed for (fp80): x = -2.83371657353799350117; diff = 1.62630325872825665101e-19; -451/1000
Check failed for (fp80): x = -2.82743338823081391455; diff = 5.42101086242752217004e-20; -450/1000
Check failed for (fp80): x = -2.81486701761645474176; diff = 1.62630325872825665101e-19; -448/1000
Check failed for (fp80): x = -2.80230064700209556875; diff = 2.16840434497100886801e-19; -446/1000
Check failed for (fp80): x = -2.79601746169491598214; diff = 1.08420217248550443401e-19; -445/1000
Check failed for (fp80): x = -2.78973427638773639574; diff = 2.16840434497100886801e-19; -444/1000
Check failed for (fp80): x = -2.77716790577337722295; diff = 6.50521303491302660404e-19; -442/1000
Check failed for (fp80): x = -2.77088472046619763633; diff = 1.89735380184963275951e-19; -441/1000
Check failed for (fp80): x = -2.76460153515901804993; diff = 4.06575814682064162753e-19; -440/1000
Check failed for (fp80): x = -2.75831834985183846354; diff = 2.16840434497100886801e-19; -439/1000
Check failed for (fp80): x = -2.74575197923747929031; diff = 1.08420217248550443401e-19; -437/1000
Check failed for (fp80): x = -2.73946879393029970391; diff = 2.43945488809238497652e-19; -436/1000
Check failed for (fp80): x = -2.73318560862312011752; diff = 3.25260651745651330202e-19; -435/1000
Check failed for (fp80): x = -2.72690242331594053112; diff = 8.13151629364128325506e-20; -434/1000
Check failed for (fp80): x = -2.72061923800876094451; diff = 1.35525271560688054251e-19; -433/1000
Check failed for (fp80): x = -2.71433605270158135811; diff = 5.42101086242752217004e-20; -432/1000
Check failed for (fp80): x = -2.7080528673944017715; diff = 1.35525271560688054251e-19; -431/1000
Check failed for (fp80): x = -2.7017696820872221851; diff = 1.89735380184963275951e-19; -430/1000
Check failed for (fp80): x = -2.6954864967800425987; diff = 6.77626357803440271255e-19; -429/1000
Check failed for (fp80): x = -2.68920331147286301209; diff = 3.25260651745651330202e-19; -428/1000
Check failed for (fp80): x = -2.68292012616568342569; diff = 1.35525271560688054251e-19; -427/1000
Check failed for (fp80): x = -2.6766369408585038393; diff = 2.98155597433513719352e-19; -426/1000
Check failed for (fp80): x = -2.6703537555513242529; diff = 4.47233396150270579028e-19; -425/1000
Check failed for (fp80): x = -2.66407057024414466628; diff = 1.62630325872825665101e-19; -424/1000
Check failed for (fp80): x = -2.65778738493696507967; diff = 1.62630325872825665101e-19; -423/1000
Check failed for (fp80): x = -2.65150419962978549327; diff = 1.15196480826584846113e-19; -422/1000
Check failed for (fp80): x = -2.64522101432260590688; diff = 1.42301535138722456963e-19; -421/1000
Check failed for (fp80): x = -2.63893782901542632026; diff = 5.28548559086683411579e-19; -420/1000
Check failed for (fp80): x = -2.63265464370824673387; diff = 1.05032085459533242044e-19; -419/1000
Check failed for (fp80): x = -2.62637145840106714747; diff = 1.96511643762997678664e-19; -418/1000
Check failed for (fp80): x = -2.62008827309388756086; diff = 1.12655381984821945096e-19; -417/1000
Check failed for (fp80): x = -2.61380508778670797446; diff = 1.16043513773839146452e-19; -416/1000
Check failed for (fp80): x = -2.60123871717234880145; diff = 2.64274279543341705789e-19; -414/1000
Check failed for (fp80): x = -2.58867234655798962866; diff = 2.03287907341032081376e-19; -412/1000
Check failed for (fp80): x = -2.58238916125081004204; diff = 8.80914265144472352631e-20; -411/1000
Check failed for (fp80): x = -2.57610597594363045565; diff = 5.42101086242752217004e-20; -410/1000
Check failed for (fp80): x = -2.56982279063645086903; diff = 2.43945488809238497652e-19; -409/1000
Check failed for (fp80): x = -2.56353960532927128264; diff = 5.42101086242752217004e-20; -408/1000
Check failed for (fp80): x = -2.55725642002209169602; diff = 2.98155597433513719352e-19; -407/1000
Check failed for (fp80): x = -2.55097323471491210962; diff = 2.03287907341032081376e-19; -406/1000
Check failed for (fp80): x = -2.54469004940773252323; diff = 3.38813178901720135627e-19; -405/1000
Check failed for (fp80): x = -2.53840686410055293683; diff = 1.08420217248550443401e-19; -404/1000
Check failed for (fp80): x = -2.53212367879337335022; diff = 8.13151629364128325506e-20; -403/1000
Check failed for (fp80): x = -2.52584049348619376382; diff = 2.98155597433513719352e-19; -402/1000
Check failed for (fp80): x = -2.51955730817901417721; diff = 2.16840434497100886801e-19; -401/1000
Check failed for (fp80): x = -2.50699093756465500441; diff = 4.87890977618476995303e-19; -399/1000
Check failed for (fp80): x = -2.5007077522574754178; diff = 1.62630325872825665101e-19; -398/1000
Check failed for (fp80): x = -2.4944245669502958314; diff = 1.62630325872825665101e-19; -397/1000
Check failed for (fp80): x = -2.48814138164311624501; diff = 2.71050543121376108502e-19; -396/1000
Check failed for (fp80): x = -2.48185819633593665839; diff = 3.79470760369926551903e-19; -395/1000
Check failed for (fp80): x = -2.47557501102875707178; diff = 2.98155597433513719352e-19; -394/1000
Check failed for (fp80): x = -2.46300864041439789899; diff = 1.89735380184963275951e-19; -392/1000
Check failed for (fp80): x = -2.45672545510721831259; diff = 8.13151629364128325506e-20; -391/1000
Check failed for (fp80): x = -2.45044226980003872597; diff = 5.42101086242752217004e-20; -390/1000
Check failed for (fp80): x = -2.44415908449285913958; diff = 3.79470760369926551903e-19; -389/1000
Check failed for (fp80): x = -2.43787589918567955318; diff = 1.08420217248550443401e-19; -388/1000
Check failed for (fp80): x = -2.43159271387849996657; diff = 1.08420217248550443401e-19; -387/1000
Check failed for (fp80): x = -2.42530952857132038017; diff = 1.08420217248550443401e-19; -386/1000
Check failed for (fp80): x = -2.41902634326414079356; diff = 2.16840434497100886801e-19; -385/1000
Check failed for (fp80): x = -2.41274315795696120716; diff = 1.62630325872825665101e-19; -384/1000
Check failed for (fp80): x = -2.40645997264978162076; diff = 3.25260651745651330202e-19; -383/1000
Check failed for (fp80): x = -2.40017678734260203437; diff = 1.08420217248550443401e-19; -382/1000
Check failed for (fp80): x = -2.39389360203542244775; diff = 5.42101086242752217004e-20; -381/1000
Check failed for (fp80): x = -2.38761041672824286114; diff = 1.62630325872825665101e-19; -380/1000
Check failed for (fp80): x = -2.38132723142106327474; diff = 5.42101086242752217004e-20; -379/1000
Check failed for (fp80): x = -2.37504404611388368835; diff = 1.08420217248550443401e-19; -378/1000
Check failed for (fp80): x = -2.36876086080670410173; diff = 5.42101086242752217004e-20; -377/1000
Check failed for (fp80): x = -2.36247767549952451534; diff = 1.62630325872825665101e-19; -376/1000
Check failed for (fp80): x = -2.35619449019234492894; diff = 1.62630325872825665101e-19; -375/1000
Check failed for (fp80): x = -2.34991130488516534254; diff = 5.42101086242752217004e-20; -374/1000
Check failed for (fp80): x = -2.34362811957798575593; diff = 1.08420217248550443401e-19; -373/1000
Check failed for (fp80): x = -2.33106174896362658292; diff = 1.08420217248550443401e-19; -371/1000
Check failed for (fp80): x = -2.32477856365644699652; diff = 2.16840434497100886801e-19; -370/1000
Check failed for (fp80): x = -2.31221219304208782351; diff = 5.42101086242752217004e-20; -368/1000
Check failed for (fp80): x = -2.2996458224277286505; diff = 1.62630325872825665101e-19; -366/1000
Check failed for (fp80): x = -2.28079626650618989109; diff = 1.62630325872825665101e-19; -363/1000
Check failed for (fp80): x = -2.2682298958918307183; diff = 5.42101086242752217004e-20; -361/1000
Check failed for (fp80): x = -2.2619467105846511319; diff = 5.42101086242752217004e-20; -360/1000
Check failed for (fp80): x = -2.25566352527747154529; diff = 5.42101086242752217004e-20; -359/1000
Check failed for (fp80): x = -2.24309715466311237228; diff = 5.42101086242752217004e-20; -357/1000
Check failed for (fp80): x = -2.23681396935593278588; diff = 5.42101086242752217004e-20; -356/1000
Check failed for (fp80): x = -2.22424759874157361287; diff = 1.08420217248550443401e-19; -354/1000
Check failed for (fp80): x = -2.21796441343439402647; diff = 5.42101086242752217004e-20; -353/1000
Check failed for (fp80): x = -2.21168122812721444008; diff = 5.42101086242752217004e-20; -352/1000
Check failed for (fp80): x = -2.20539804282003485346; diff = 1.08420217248550443401e-19; -351/1000
Check failed for (fp80): x = -2.19911485751285526685; diff = 1.08420217248550443401e-19; -350/1000
Check failed for (fp80): x = -2.19283167220567568045; diff = 5.42101086242752217004e-20; -349/1000
Check failed for (fp80): x = -2.18654848689849609406; diff = 5.42101086242752217004e-20; -348/1000
Check failed for (fp80): x = -2.18026530159131650766; diff = 5.42101086242752217004e-20; -347/1000
Check failed for (fp80): x = -2.17398211628413692105; diff = 5.42101086242752217004e-20; -346/1000
Check failed for (fp80): x = -2.16769893097695733465; diff = 5.42101086242752217004e-20; -345/1000
Check failed for (fp80): x = -2.16141574566977774804; diff = 1.08420217248550443401e-19; -344/1000
Check failed for (fp80): x = -2.15513256036259816164; diff = 5.42101086242752217004e-20; -343/1000
Check failed for (fp80): x = -2.14884937505541857503; diff = 5.42101086242752217004e-20; -342/1000
Check failed for (fp80): x = -2.14256618974823898863; diff = 5.42101086242752217004e-20; -341/1000
Check failed for (fp80): x = -2.13628300444105940223; diff = 5.42101086242752217004e-20; -340/1000
Check failed for (fp80): x = -2.12371663382670022922; diff = 5.42101086242752217004e-20; -338/1000
Check failed for (fp80): x = -2.11743344851952064282; diff = 5.42101086242752217004e-20; -337/1000
Check failed for (fp80): x = -2.10486707790516146981; diff = 5.42101086242752217004e-20; -335/1000
Check failed for (fp80): x = -2.0734511513692635374; diff = 5.42101086242752217004e-20; -330/1000
Check failed for (fp80): x = -2.05460159544772477799; diff = 5.42101086242752217004e-20; -327/1000
Check failed for (fp80): x = -2.03575203952618601858; diff = 5.42101086242752217004e-20; -324/1000
Check failed for (fp80): x = -2.02946885421900643219; diff = 5.42101086242752217004e-20; -323/1000
Check failed for (fp80): x = -2.02318566891182684557; diff = 5.42101086242752217004e-20; -322/1000
Check failed for (fp80): x = -2.01690248360464725896; diff = 1.08420217248550443401e-19; -321/1000
Check failed for (fp80): x = -2.00433611299028808616; diff = 5.42101086242752217004e-20; -319/1000
Check failed for (fp80): x = -1.98548655706874932665; diff = 5.42101086242752217004e-20; -316/1000
Check failed for (fp80): x = -1.97920337176156974025; diff = 5.42101086242752217004e-20; -315/1000
Check failed for (fp80): x = -1.97292018645439015386; diff = 5.42101086242752217004e-20; -314/1000
Check failed for (fp80): x = -1.96663700114721056735; diff = 1.08420217248550443401e-19; -313/1000
Check failed for (fp80): x = -1.96035381584003098074; diff = 1.08420217248550443401e-19; -312/1000
Check failed for (fp80): x = -1.94778744522567180794; diff = 1.08420217248550443401e-19; -310/1000
Check failed for (fp80): x = -1.94150425991849222144; diff = 1.08420217248550443401e-19; -309/1000
Check failed for (fp80): x = -1.93522107461131263482; diff = 1.08420217248550443401e-19; -308/1000
Check failed for (fp80): x = -1.92893788930413304843; diff = 5.42101086242752217004e-20; -307/1000
Check failed for (fp80): x = -1.92265470399695346192; diff = 1.08420217248550443401e-19; -306/1000
Check failed for (fp80): x = -1.91008833338259428913; diff = 1.08420217248550443401e-19; -304/1000
Check failed for (fp80): x = -1.90380514807541470251; diff = 1.62630325872825665101e-19; -303/1000
Check failed for (fp80): x = -1.89752196276823511601; diff = 1.08420217248550443401e-19; -302/1000
Check failed for (fp80): x = -1.89123877746105552961; diff = 1.08420217248550443401e-19; -301/1000
Check failed for (fp80): x = -1.88495559215387594322; diff = 5.42101086242752217004e-20; -300/1000
Check failed for (fp80): x = -1.8661060362323371837; diff = 1.08420217248550443401e-19; -297/1000
Check failed for (fp80): x = -1.84725648031079842418; diff = 5.42101086242752217004e-20; -294/1000
Check failed for (fp80): x = -1.82840692438925966489; diff = 1.62630325872825665101e-19; -291/1000
Check failed for (fp80): x = -1.82212373908208007827; diff = 2.16840434497100886801e-19; -290/1000
Check failed for (fp80): x = -1.80955736846772090537; diff = 1.08420217248550443401e-19; -288/1000
Check failed for (fp80): x = -1.80327418316054131897; diff = 5.42101086242752217004e-20; -287/1000
Check failed for (fp80): x = -1.79699099785336173236; diff = 5.42101086242752217004e-20; -286/1000
Check failed for (fp80): x = -1.79070781254618214596; diff = 5.42101086242752217004e-20; -285/1000
Check failed for (fp80): x = -1.78442462723900255946; diff = 1.62630325872825665101e-19; -284/1000
Check failed for (fp80): x = -1.77814144193182297306; diff = 5.42101086242752217004e-20; -283/1000
Check failed for (fp80): x = -1.76557507131746380005; diff = 1.62630325872825665101e-19; -281/1000
Check failed for (fp80): x = -1.75929188601028421355; diff = 5.42101086242752217004e-20; -280/1000
Check failed for (fp80): x = -1.75300870070310462715; diff = 1.08420217248550443401e-19; -279/1000
Check failed for (fp80): x = -1.74672551539592504054; diff = 1.08420217248550443401e-19; -278/1000
Check failed for (fp80): x = -1.74044233008874545414; diff = 1.08420217248550443401e-19; -277/1000
Check failed for (fp80): x = -1.72787595947438628124; diff = 2.16840434497100886801e-19; -275/1000
Check failed for (fp80): x = -1.72159277416720669473; diff = 1.08420217248550443401e-19; -274/1000
Check failed for (fp80): x = -1.71530958886002710812; diff = 1.08420217248550443401e-19; -273/1000
Check failed for (fp80): x = -1.70902640355284752172; diff = 1.08420217248550443401e-19; -272/1000
Check failed for (fp80): x = -1.70274321824566793532; diff = 8.13151629364128325506e-20; -271/1000
Check failed for (fp80): x = -1.68389366232412917581; diff = 1.89735380184963275951e-19; -268/1000
Check failed for (fp80): x = -1.67132729170977000291; diff = 1.08420217248550443401e-19; -266/1000
Check failed for (fp80): x = -1.66504410640259041629; diff = 1.08420217248550443401e-19; -265/1000
Check failed for (fp80): x = -1.6587609210954108299; diff = 1.08420217248550443401e-19; -264/1000
Check failed for (fp80): x = -1.6524777357882312435; diff = 1.08420217248550443401e-19; -263/1000
Check failed for (fp80): x = -1.64619455048105165699; diff = 2.03287907341032081376e-19; -262/1000
Check failed for (fp80): x = -1.62734499455951289759; diff = 2.03287907341032081376e-19; -259/1000
Check failed for (fp80): x = -1.62106180925233331108; diff = 9.48676900924816379757e-20; -258/1000
Check failed for (fp80): x = -1.61477862394515372468; diff = 1.08420217248550443401e-19; -257/1000
Check failed for (fp80): x = -1.60849543863797413807; diff = 1.08420217248550443401e-19; -256/1000
Check failed for (fp80): x = -1.60221225333079455157; diff = 2.23616698075135289514e-19; -255/1000
Check failed for (fp80): x = -1.58964588271643537877; diff = 2.16840434497100886801e-19; -253/1000
Check failed for (fp80): x = -1.58336269740925579216; diff = 2.16840434497100886801e-19; -252/1000
Check failed for (fp80): x = -1.57707951210207620565; diff = 1.10114283143059044079e-19; -251/1000
Check failed for (fp80): x = -1.57079632679489661926; diff = 1.08420217248550443401e-19; -250/1000
Check failed for (fp80): x = -1.56451314148771703286; diff = 1.06726151354041842723e-19; -249/1000
Check failed for (fp80): x = -1.55822995618053744625; diff = 1.08420217248550443401e-19; -248/1000
Check failed for (fp80): x = -1.55194677087335785985; diff = 1.08420217248550443401e-19; -247/1000
Check failed for (fp80): x = -1.54566358556617827334; diff = 2.16840434497100886801e-19; -246/1000
Check failed for (fp80): x = -1.52681402964463951394; diff = 2.16840434497100886801e-19; -243/1000
Check failed for (fp80): x = -1.52053084433745992743; diff = 1.21972744404619248826e-19; -242/1000
Check failed for (fp80): x = -1.50796447372310075442; diff = 1.21972744404619248826e-19; -240/1000
Check failed for (fp80): x = -1.50168128841592116802; diff = 1.08420217248550443401e-19; -239/1000
Check failed for (fp80): x = -1.48911491780156199501; diff = 9.48676900924816379757e-20; -237/1000
