Check failed for (fp32): alpha = -6.283185; beta = -1.570796; diff = 1.192093e-07; -1000/1000
Check failed for (fp32): alpha = -3.141593; beta = -0.7853982; diff = 5.960464e-08; -500/1000
Check failed for (fp32): alpha = -3.13531; beta = -0.7838274; diff = 5.960464e-08; -499/1000
Check failed for (fp32): alpha = -3.122743; beta = -0.7806858; diff = 8.940697e-08; -497/1000
Check failed for (fp32): alpha = -3.110177; beta = -0.7775442; diff = 5.960464e-08; -495/1000
Check failed for (fp32): alpha = -3.09761; beta = -0.7744026; diff = 5.960464e-08; -493/1000
Check failed for (fp32): alpha = -3.085044; beta = -0.771261; diff = 5.960464e-08; -491/1000
Check failed for (fp32): alpha = -3.078761; beta = -0.7696902; diff = 5.960464e-08; -490/1000
Check failed for (fp32): alpha = -3.053628; beta = -0.7634071; diff = 5.960464e-08; -486/1000
Check failed for (fp32): alpha = -3.041062; beta = -0.7602654; diff = 5.960464e-08; -484/1000
Check failed for (fp32): alpha = -3.022212; beta = -0.7555531; diff = 5.960464e-08; -481/1000
Check failed for (fp32): alpha = -3.009646; beta = -0.7524115; diff = 8.940697e-08; -479/1000
Check failed for (fp32): alpha = -2.997079; beta = -0.7492698; diff = 8.940697e-08; -477/1000
Check failed for (fp32): alpha = -2.97823; beta = -0.7445575; diff = 5.960464e-08; -474/1000
Check failed for (fp32): alpha = -2.953097; beta = -0.7382743; diff = 8.940697e-08; -470/1000
Check failed for (fp32): alpha = -2.946814; beta = -0.7367035; diff = 7.450581e-08; -469/1000
Check failed for (fp32): alpha = -2.927964; beta = -0.7319911; diff = 7.450581e-08; -466/1000
Check failed for (fp32): alpha = -2.902832; beta = -0.7257079; diff = 5.960464e-08; -462/1000
Check failed for (fp32): alpha = -2.883982; beta = -0.7209955; diff = 7.450581e-08; -459/1000
Check failed for (fp32): alpha = -2.871416; beta = -0.7178539; diff = 1.043081e-07; -457/1000
Check failed for (fp32): alpha = -2.852566; beta = -0.7131416; diff = 1.341105e-07; -454/1000
Check failed for (fp32): alpha = -2.84; beta = -0.7099999; diff = 1.043081e-07; -452/1000
Check failed for (fp32): alpha = -2.833717; beta = -0.7084292; diff = 5.960464e-08; -451/1000
Check failed for (fp32): alpha = -2.82115; beta = -0.7052876; diff = 1.192093e-07; -449/1000
Check failed for (fp32): alpha = -2.808584; beta = -0.702146; diff = 5.960464e-08; -447/1000
Check failed for (fp32): alpha = -2.770885; beta = -0.6927212; diff = 7.450581e-08; -441/1000
Check failed for (fp32): alpha = -2.758318; beta = -0.6895796; diff = 8.940697e-08; -439/1000
Check failed for (fp32): alpha = -2.739469; beta = -0.6848672; diff = 7.450581e-08; -436/1000
Check failed for (fp32): alpha = -2.726902; beta = -0.6817256; diff = 5.960464e-08; -434/1000
Check failed for (fp32): alpha = -2.695487; beta = -0.6738716; diff = 6.705523e-08; -429/1000
Check failed for (fp32): alpha = -2.689204; beta = -0.6723009; diff = 6.705523e-08; -428/1000
Check failed for (fp32): alpha = -2.676637; beta = -0.6691592; diff = 8.195639e-08; -426/1000
Check failed for (fp32): alpha = -2.632655; beta = -0.6581637; diff = 7.450581e-08; -419/1000
Check failed for (fp32): alpha = -2.620088; beta = -0.6550221; diff = 5.960464e-08; -417/1000
Check failed for (fp32): alpha = -2.601239; beta = -0.6503097; diff = 5.960464e-08; -414/1000
Check failed for (fp32): alpha = -2.557256; beta = -0.6393141; diff = 7.82311e-08; -407/1000
Check failed for (fp32): alpha = -2.538407; beta = -0.6346018; diff = 7.264316e-08; -404/1000
Check failed for (fp32): alpha = -2.532124; beta = -0.633031; diff = 6.053597e-08; -403/1000
Check failed for (fp32): alpha = -2.506991; beta = -0.6267477; diff = 9.173527e-08; -399/1000
Check failed for (fp32): alpha = -2.500708; beta = -0.625177; diff = 6.332994e-08; -398/1000
Check failed for (fp32): alpha = -2.488142; beta = -0.6220354; diff = 6.146729e-08; -396/1000
Check failed for (fp32): alpha = -2.475575; beta = -0.6188937; diff = 6.146729e-08; -394/1000
Check failed for (fp32): alpha = -2.456726; beta = -0.6141814; diff = 6.705523e-08; -391/1000
Check failed for (fp32): alpha = -2.444159; beta = -0.6110398; diff = 7.078052e-08; -389/1000
Check failed for (fp32): alpha = -2.437876; beta = -0.609469; diff = 8.195639e-08; -388/1000
Check failed for (fp32): alpha = -2.42531; beta = -0.6063274; diff = 7.450581e-08; -386/1000
Check failed for (fp32): alpha = -2.362478; beta = -0.5906194; diff = 9.685755e-08; -376/1000
Check failed for (fp32): alpha = -2.331062; beta = -0.5827655; diff = 7.450581e-08; -371/1000
Check failed for (fp32): alpha = -2.318495; beta = -0.5796238; diff = 5.960464e-08; -369/1000
Check failed for (fp32): alpha = -2.26823; beta = -0.5670575; diff = 7.450581e-08; -361/1000
Check failed for (fp32): alpha = -2.243097; beta = -0.5607743; diff = 5.960464e-08; -357/1000
Check failed for (fp32): alpha = -2.236814; beta = -0.5592035; diff = 1.043081e-07; -356/1000
Check failed for (fp32): alpha = -2.205398; beta = -0.5513495; diff = 1.192093e-07; -351/1000
Check failed for (fp32): alpha = -2.186548; beta = -0.5466371; diff = 5.960464e-08; -348/1000
Check failed for (fp32): alpha = -2.173982; beta = -0.5434955; diff = 5.960464e-08; -346/1000
Check failed for (fp32): alpha = -2.161416; beta = -0.540354; diff = 8.940697e-08; -344/1000
Check failed for (fp32): alpha = -2.155133; beta = -0.5387831; diff = 5.960464e-08; -343/1000
Check failed for (fp32): alpha = -2.148849; beta = -0.5372124; diff = 5.960464e-08; -342/1000
Check failed for (fp32): alpha = -2.142566; beta = -0.5356416; diff = 1.192093e-07; -341/1000
Check failed for (fp32): alpha = -2.11115; beta = -0.5277876; diff = 1.192093e-07; -336/1000
Check failed for (fp32): alpha = -2.104867; beta = -0.5262168; diff = 5.960464e-08; -335/1000
Check failed for (fp32): alpha = -2.098584; beta = -0.524646; diff = 5.960464e-08; -334/1000
Check failed for (fp32): alpha = -2.092301; beta = -0.5230752; diff = 1.192093e-07; -333/1000
Check failed for (fp32): alpha = -2.086018; beta = -0.5215044; diff = 5.960464e-08; -332/1000
Check failed for (fp32): alpha = -2.079734; beta = -0.5199336; diff = 5.960464e-08; -331/1000
Check failed for (fp32): alpha = -2.067168; beta = -0.516792; diff = 5.960464e-08; -329/1000
Check failed for (fp32): alpha = -2.060885; beta = -0.5152212; diff = 1.192093e-07; -328/1000
Check failed for (fp32): alpha = -2.048318; beta = -0.5120796; diff = 8.940697e-08; -326/1000
Check failed for (fp32): alpha = -2.029469; beta = -0.5073673; diff = 8.940697e-08; -323/1000
Check failed for (fp32): alpha = -1.979203; beta = -0.4948009; diff = 5.960464e-08; -315/1000
Check failed for (fp32): alpha = -1.97292; beta = -0.4932301; diff = 8.940697e-08; -314/1000
Check failed for (fp32): alpha = -1.954071; beta = -0.4885176; diff = 1.192093e-07; -311/1000
Check failed for (fp32): alpha = -1.947788; beta = -0.4869469; diff = 5.960464e-08; -310/1000
Check failed for (fp32): alpha = -1.928938; beta = -0.4822345; diff = 1.192093e-07; -307/1000
Check failed for (fp32): alpha = -1.922655; beta = -0.4806637; diff = 5.960464e-08; -306/1000
Check failed for (fp32): alpha = -1.916372; beta = -0.4790929; diff = 5.960464e-08; -305/1000
Check failed for (fp32): alpha = -1.903805; beta = -0.4759513; diff = 1.192093e-07; -303/1000
Check failed for (fp32): alpha = -1.891239; beta = -0.4728097; diff = 1.192093e-07; -301/1000
Check failed for (fp32): alpha = -1.884956; beta = -0.4712389; diff = 5.960464e-08; -300/1000
Check failed for (fp32): alpha = -1.872389; beta = -0.4680973; diff = 1.788139e-07; -298/1000
Check failed for (fp32): alpha = -1.866106; beta = -0.4665265; diff = 5.960464e-08; -297/1000
Check failed for (fp32): alpha = -1.85354; beta = -0.4633849; diff = 5.960464e-08; -295/1000
Check failed for (fp32): alpha = -1.840973; beta = -0.4602433; diff = 5.960464e-08; -293/1000
Check failed for (fp32): alpha = -1.815841; beta = -0.4539602; diff = 5.960464e-08; -289/1000
Check failed for (fp32): alpha = -1.809557; beta = -0.4523893; diff = 5.960464e-08; -288/1000
Check failed for (fp32): alpha = -1.803274; beta = -0.4508186; diff = 5.960464e-08; -287/1000
Check failed for (fp32): alpha = -1.790708; beta = -0.447677; diff = 1.192093e-07; -285/1000
Check failed for (fp32): alpha = -1.784425; beta = -0.4461062; diff = 5.960464e-08; -284/1000
Check failed for (fp32): alpha = -1.778141; beta = -0.4445354; diff = 5.960464e-08; -283/1000
Check failed for (fp32): alpha = -1.771858; beta = -0.4429646; diff = 5.960464e-08; -282/1000
Check failed for (fp32): alpha = -1.765575; beta = -0.4413938; diff = 5.960464e-08; -281/1000
Check failed for (fp32): alpha = -1.746726; beta = -0.4366814; diff = 1.788139e-07; -278/1000
Check failed for (fp32): alpha = -1.740442; beta = -0.4351106; diff = 1.192093e-07; -277/1000
Check failed for (fp32): alpha = -1.727876; beta = -0.431969; diff = 5.960464e-08; -275/1000
Check failed for (fp32): alpha = -1.721593; beta = -0.4303982; diff = 5.960464e-08; -274/1000
Check failed for (fp32): alpha = -1.71531; beta = -0.4288274; diff = 1.788139e-07; -273/1000
Check failed for (fp32): alpha = -1.690177; beta = -0.4225442; diff = 5.960464e-08; -269/1000
Check failed for (fp32): alpha = -1.677611; beta = -0.4194026; diff = 1.192093e-07; -267/1000
Check failed for (fp32): alpha = -1.671327; beta = -0.4178318; diff = 1.192093e-07; -266/1000
Check failed for (fp32): alpha = -1.665044; beta = -0.416261; diff = 5.960464e-08; -265/1000
Check failed for (fp32): alpha = -1.658761; beta = -0.4146902; diff = 1.192093e-07; -264/1000
Check failed for (fp32): alpha = -1.652478; beta = -0.4131195; diff = 5.960464e-08; -263/1000
Check failed for (fp32): alpha = -1.633628; beta = -0.408407; diff = 5.960464e-08; -260/1000
Check failed for (fp32): alpha = -1.627345; beta = -0.4068363; diff = 5.960464e-08; -259/1000
Check failed for (fp32): alpha = -1.621062; beta = -0.4052655; diff = 5.960464e-08; -258/1000
Check failed for (fp32): alpha = -1.614779; beta = -0.4036947; diff = 1.192093e-07; -257/1000
Check failed for (fp32): alpha = -1.608496; beta = -0.4021239; diff = 5.960464e-08; -256/1000
Check failed for (fp32): alpha = -1.602212; beta = -0.4005531; diff = 5.960464e-08; -255/1000
Check failed for (fp32): alpha = -1.55823; beta = -0.3895575; diff = 5.960464e-08; -248/1000
Check failed for (fp32): alpha = -1.551947; beta = -0.3879867; diff = 5.960464e-08; -247/1000
Check failed for (fp32): alpha = -1.545664; beta = -0.3864159; diff = 5.960464e-08; -246/1000
Check failed for (fp32): alpha = -1.520531; beta = -0.3801327; diff = 5.960464e-08; -242/1000
Check failed for (fp32): alpha = -1.514248; beta = -0.3785619; diff = 5.960464e-08; -241/1000
Check failed for (fp32): alpha = -1.501681; beta = -0.3754203; diff = 5.960464e-08; -239/1000
Check failed for (fp32): alpha = -1.482832; beta = -0.370708; diff = 1.192093e-07; -236/1000
Check failed for (fp32): alpha = -1.451416; beta = -0.362854; diff = 1.192093e-07; -231/1000
Check failed for (fp32): alpha = -1.445133; beta = -0.3612832; diff = 1.192093e-07; -230/1000
Check failed for (fp32): alpha = -1.426283; beta = -0.3565708; diff = 1.192093e-07; -227/1000
Check failed for (fp32): alpha = -1.407434; beta = -0.3518584; diff = 1.192093e-07; -224/1000
Check failed for (fp32): alpha = -1.40115; beta = -0.3502876; diff = 1.192093e-07; -223/1000
Check failed for (fp32): alpha = -1.376018; beta = -0.3440044; diff = 1.192093e-07; -219/1000
Check failed for (fp32): alpha = -1.338318; beta = -0.3345796; diff = 1.192093e-07; -213/1000
Check failed for (fp32): alpha = -1.332035; beta = -0.3330088; diff = 1.192093e-07; -212/1000
Check failed for (fp32): alpha = -1.319469; beta = -0.3298672; diff = 1.192093e-07; -210/1000
Check failed for (fp32): alpha = -1.288053; beta = -0.3220133; diff = 1.192093e-07; -205/1000
Check failed for (fp32): alpha = -1.275487; beta = -0.3188716; diff = 1.192093e-07; -203/1000
Check failed for (fp32): alpha = -1.269204; beta = -0.3173009; diff = 1.192093e-07; -202/1000
Check failed for (fp32): alpha = -1.26292; beta = -0.3157301; diff = 1.192093e-07; -201/1000
Check failed for (fp32): alpha = -1.244071; beta = -0.3110177; diff = 1.192093e-07; -198/1000
Check failed for (fp32): alpha = -1.218938; beta = -0.3047345; diff = 1.192093e-07; -194/1000
Check failed for (fp32): alpha = -1.212655; beta = -0.3031637; diff = 1.192093e-07; -193/1000
Check failed for (fp32): alpha = -1.200088; beta = -0.3000221; diff = 1.192093e-07; -191/1000
Check failed for (fp32): alpha = -1.193805; beta = -0.2984513; diff = 1.192093e-07; -190/1000
Check failed for (fp32): alpha = -1.187522; beta = -0.2968805; diff = 1.192093e-07; -189/1000
Check failed for (fp32): alpha = -1.181239; beta = -0.2953097; diff = 1.192093e-07; -188/1000
Check failed for (fp32): alpha = -1.156106; beta = -0.2890265; diff = 1.192093e-07; -184/1000
Check failed for (fp32): alpha = -1.112124; beta = -0.278031; diff = 1.192093e-07; -177/1000
Check failed for (fp32): alpha = -1.086991; beta = -0.2717478; diff = 1.192093e-07; -173/1000
Check failed for (fp32): alpha = -1.074425; beta = -0.2686062; diff = 1.192093e-07; -171/1000
Check failed for (fp32): alpha = -1.043009; beta = -0.2607522; diff = 1.192093e-07; -166/1000
Check failed for (fp32): alpha = -1.030442; beta = -0.2576106; diff = 1.192093e-07; -164/1000
Check failed for (fp32): alpha = -1.024159; beta = -0.2560398; diff = 1.192093e-07; -163/1000
Check failed for (fp32): alpha = -1.017876; beta = -0.254469; diff = 1.192093e-07; -162/1000
Check failed for (fp32): alpha = -1.011593; beta = -0.2528982; diff = 1.192093e-07; -161/1000
Check failed for (fp32): alpha = -1.00531; beta = -0.2513274; diff = 1.192093e-07; -160/1000
Check failed for (fp32): alpha = -0.9801769; beta = -0.2450442; diff = 1.192093e-07; -156/1000
Check failed for (fp32): alpha = -0.9738938; beta = -0.2434734; diff = 1.192093e-07; -155/1000
Check failed for (fp32): alpha = -0.9550442; beta = -0.238761; diff = 1.192093e-07; -152/1000
Check failed for (fp32): alpha = -0.9361947; beta = -0.2340487; diff = 1.192093e-07; -149/1000
Check failed for (fp32): alpha = -0.9299114; beta = -0.2324779; diff = 1.192093e-07; -148/1000
Check failed for (fp32): alpha = -0.8859292; beta = -0.2214823; diff = 1.192093e-07; -141/1000
Check failed for (fp32): alpha = -0.8545133; beta = -0.2136283; diff = 1.192093e-07; -136/1000
Check failed for (fp32): alpha = -0.7979646; beta = -0.1994911; diff = 1.192093e-07; -127/1000
Check failed for (fp32): alpha = -0.7916814; beta = -0.1979204; diff = 1.192093e-07; -126/1000
Check failed for (fp32): alpha = -0.7853982; beta = -0.1963495; diff = 1.192093e-07; -125/1000
Check failed for (fp32): alpha = -0.7665486; beta = -0.1916372; diff = 1.192093e-07; -122/1000
Check failed for (fp32): alpha = -0.7539822; beta = -0.1884956; diff = 1.192093e-07; -120/1000
Check failed for (fp32): alpha = -0.7288495; beta = -0.1822124; diff = 1.192093e-07; -116/1000
Check failed for (fp32): alpha = -0.7225664; beta = -0.1806416; diff = 1.192093e-07; -115/1000
Check failed for (fp32): alpha = -0.6974336; beta = -0.1743584; diff = 1.192093e-07; -111/1000
Check failed for (fp32): alpha = -0.6723009; beta = -0.1680752; diff = 1.192093e-07; -107/1000
Check failed for (fp32): alpha = -0.6597344; beta = -0.1649336; diff = 1.192093e-07; -105/1000
Check failed for (fp32): alpha = -0.6534513; beta = -0.1633628; diff = 1.192093e-07; -104/1000
Check failed for (fp32): alpha = -0.6471681; beta = -0.161792; diff = 2.384186e-07; -103/1000
Check failed for (fp32): alpha = -0.6283185; beta = -0.1570796; diff = 1.192093e-07; -100/1000
Check failed for (fp32): alpha = -0.6157522; beta = -0.153938; diff = 1.192093e-07; -98/1000
Check failed for (fp32): alpha = -0.609469; beta = -0.1523672; diff = 1.192093e-07; -97/1000
Check failed for (fp32): alpha = -0.5906194; beta = -0.1476549; diff = 1.192093e-07; -94/1000
Check failed for (fp32): alpha = -0.5843363; beta = -0.1460841; diff = 1.192093e-07; -93/1000
Check failed for (fp32): alpha = -0.5780531; beta = -0.1445133; diff = 1.192093e-07; -92/1000
Check failed for (fp32): alpha = -0.5466371; beta = -0.1366593; diff = 1.192093e-07; -87/1000
Check failed for (fp32): alpha = -0.5340708; beta = -0.1335177; diff = 1.192093e-07; -85/1000
Check failed for (fp32): alpha = -0.5215044; beta = -0.1303761; diff = 1.192093e-07; -83/1000
Check failed for (fp32): alpha = -0.5152212; beta = -0.1288053; diff = 1.192093e-07; -82/1000
Check failed for (fp32): alpha = -0.508938; beta = -0.1272345; diff = 1.192093e-07; -81/1000
Check failed for (fp32): alpha = -0.5026549; beta = -0.1256637; diff = 1.192093e-07; -80/1000
Check failed for (fp32): alpha = -0.4963717; beta = -0.1240929; diff = 1.192093e-07; -79/1000
Check failed for (fp32): alpha = -0.4900885; beta = -0.1225221; diff = 1.192093e-07; -78/1000
Check failed for (fp32): alpha = -0.4712389; beta = -0.1178097; diff = 1.192093e-07; -75/1000
Check failed for (fp32): alpha = -0.4335398; beta = -0.1083849; diff = 1.192093e-07; -69/1000
Check failed for (fp32): alpha = -0.4209734; beta = -0.1052434; diff = 1.192093e-07; -67/1000
Check failed for (fp32): alpha = -0.408407; beta = -0.1021018; diff = 1.192093e-07; -65/1000
Check failed for (fp32): alpha = -0.4021239; beta = -0.100531; diff = 1.192093e-07; -64/1000
Check failed for (fp32): alpha = -0.3832743; beta = -0.09581858; diff = 1.192093e-07; -61/1000
Check failed for (fp32): alpha = -0.370708; beta = -0.09267699; diff = 1.192093e-07; -59/1000
Check failed for (fp32): alpha = -0.3644247; beta = -0.09110618; diff = 1.192093e-07; -58/1000
Check failed for (fp32): alpha = -0.3518584; beta = -0.0879646; diff = 1.192093e-07; -56/1000
Check failed for (fp32): alpha = -0.3204425; beta = -0.08011062; diff = 1.192093e-07; -51/1000
Check failed for (fp32): alpha = -0.2890265; beta = -0.07225663; diff = 1.192093e-07; -46/1000
Check failed for (fp32): alpha = -0.270177; beta = -0.06754424; diff = 1.192093e-07; -43/1000
Check failed for (fp32): alpha = -0.2261947; beta = -0.05654867; diff = 1.192093e-07; -36/1000
Check failed for (fp32): alpha = -0.2199115; beta = -0.05497787; diff = 1.192093e-07; -35/1000
Check failed for (fp32): alpha = -0.2136283; beta = -0.05340708; diff = 1.192093e-07; -34/1000
Check failed for (fp32): alpha = -0.1947787; beta = -0.04869469; diff = 1.192093e-07; -31/1000
Check failed for (fp32): alpha = -0.169646; beta = -0.0424115; diff = 1.192093e-07; -27/1000
Check failed for (fp32): alpha = -0.1633628; beta = -0.04084071; diff = 1.192093e-07; -26/1000
Check failed for (fp32): alpha = -0.1507965; beta = -0.03769911; diff = 1.192093e-07; -24/1000
Check failed for (fp32): alpha = -0.1256637; beta = -0.03141593; diff = 1.192093e-07; -20/1000
Check failed for (fp32): alpha = -0.09424778; beta = -0.02356195; diff = 1.192093e-07; -15/1000
Check failed for (fp32): alpha = -0.08168142; beta = -0.02042035; diff = 1.192093e-07; -13/1000
Check failed for (fp32): alpha = -0.07539823; beta = -0.01884956; diff = 1.192093e-07; -12/1000
Check failed for (fp32): alpha = -0.05654867; beta = -0.01413717; diff = 1.192093e-07; -9/1000
Check failed for (fp32): alpha = -0.0439823; beta = -0.01099558; diff = 1.192093e-07; -7/1000
Check failed for (fp32): alpha = -0.03769911; beta = -0.009424779; diff = 1.192093e-07; -6/1000
Check failed for (fp32): alpha = -0.02513274; beta = -0.006283186; diff = 1.192093e-07; -4/1000
Check failed for (fp32): alpha = -0.01256637; beta = -0.003141593; diff = 1.192093e-07; -2/1000
Check failed for (fp32): alpha = 0.01256637; beta = 0.003141593; diff = 1.192093e-07; 2/1000
Check failed for (fp32): alpha = 0.02513274; beta = 0.006283186; diff = 1.192093e-07; 4/1000
Check failed for (fp32): alpha = 0.03769911; beta = 0.009424779; diff = 1.192093e-07; 6/1000
Check failed for (fp32): alpha = 0.0439823; beta = 0.01099558; diff = 1.192093e-07; 7/1000
Check failed for (fp32): alpha = 0.05654867; beta = 0.01413717; diff = 1.192093e-07; 9/1000
Check failed for (fp32): alpha = 0.07539823; beta = 0.01884956; diff = 1.192093e-07; 12/1000
Check failed for (fp32): alpha = 0.08168142; beta = 0.02042035; diff = 1.192093e-07; 13/1000
Check failed for (fp32): alpha = 0.09424778; beta = 0.02356195; diff = 1.192093e-07; 15/1000
Check failed for (fp32): alpha = 0.1256637; beta = 0.03141593; diff = 1.192093e-07; 20/1000
Check failed for (fp32): alpha = 0.1507965; beta = 0.03769911; diff = 1.192093e-07; 24/1000
Check failed for (fp32): alpha = 0.1633628; beta = 0.04084071; diff = 1.192093e-07; 26/1000
Check failed for (fp32): alpha = 0.169646; beta = 0.0424115; diff = 1.192093e-07; 27/1000
Check failed for (fp32): alpha = 0.1947787; beta = 0.04869469; diff = 1.192093e-07; 31/1000
Check failed for (fp32): alpha = 0.2136283; beta = 0.05340708; diff = 1.192093e-07; 34/1000
Check failed for (fp32): alpha = 0.2199115; beta = 0.05497787; diff = 1.192093e-07; 35/1000
Check failed for (fp32): alpha = 0.2261947; beta = 0.05654867; diff = 1.192093e-07; 36/1000
Check failed for (fp32): alpha = 0.270177; beta = 0.06754424; diff = 1.192093e-07; 43/1000
Check failed for (fp32): alpha = 0.2890265; beta = 0.07225663; diff = 1.192093e-07; 46/1000
Check failed for (fp32): alpha = 0.3204425; beta = 0.08011062; diff = 1.192093e-07; 51/1000
Check failed for (fp32): alpha = 0.3518584; beta = 0.0879646; diff = 1.192093e-07; 56/1000
Check failed for (fp32): alpha = 0.3644247; beta = 0.09110618; diff = 1.192093e-07; 58/1000
Check failed for (fp32): alpha = 0.370708; beta = 0.09267699; diff = 1.192093e-07; 59/1000
Check failed for (fp32): alpha = 0.3832743; beta = 0.09581858; diff = 1.192093e-07; 61/1000
Check failed for (fp32): alpha = 0.4021239; beta = 0.100531; diff = 1.192093e-07; 64/1000
Check failed for (fp32): alpha = 0.408407; beta = 0.1021018; diff = 1.192093e-07; 65/1000
Check failed for (fp32): alpha = 0.4209734; beta = 0.1052434; diff = 1.192093e-07; 67/1000
Check failed for (fp32): alpha = 0.4335398; beta = 0.1083849; diff = 1.192093e-07; 69/1000
Check failed for (fp32): alpha = 0.4712389; beta = 0.1178097; diff = 1.192093e-07; 75/1000
Check failed for (fp32): alpha = 0.4900885; beta = 0.1225221; diff = 1.192093e-07; 78/1000
Check failed for (fp32): alpha = 0.4963717; beta = 0.1240929; diff = 1.192093e-07; 79/1000
Check failed for (fp32): alpha = 0.5026549; beta = 0.1256637; diff = 1.192093e-07; 80/1000
Check failed for (fp32): alpha = 0.508938; beta = 0.1272345; diff = 1.192093e-07; 81/1000
Check failed for (fp32): alpha = 0.5152212; beta = 0.1288053; diff = 1.192093e-07; 82/1000
Check failed for (fp32): alpha = 0.5215044; beta = 0.1303761; diff = 1.192093e-07; 83/1000
Check failed for (fp32): alpha = 0.5340708; beta = 0.1335177; diff = 1.192093e-07; 85/1000
Check failed for (fp32): alpha = 0.5466371; beta = 0.1366593; diff = 1.192093e-07; 87/1000
Check failed for (fp32): alpha = 0.5780531; beta = 0.1445133; diff = 1.192093e-07; 92/1000
Check failed for (fp32): alpha = 0.5843363; beta = 0.1460841; diff = 1.192093e-07; 93/1000
Check failed for (fp32): alpha = 0.5906194; beta = 0.1476549; diff = 1.192093e-07; 94/1000
Check failed for (fp32): alpha = 0.609469; beta = 0.1523672; diff = 1.192093e-07; 97/1000
Check failed for (fp32): alpha = 0.6157522; beta = 0.153938; diff = 1.192093e-07; 98/1000
Check failed for (fp32): alpha = 0.6283185; beta = 0.1570796; diff = 1.192093e-07; 100/1000
Check failed for (fp32): alpha = 0.6471681; beta = 0.161792; diff = 2.384186e-07; 103/1000
Check failed for (fp32): alpha = 0.6534513; beta = 0.1633628; diff = 1.192093e-07; 104/1000
Check failed for (fp32): alpha = 0.6597344; beta = 0.1649336; diff = 1.192093e-07; 105/1000
Check failed for (fp32): alpha = 0.6723009; beta = 0.1680752; diff = 1.192093e-07; 107/1000
Check failed for (fp32): alpha = 0.6974336; beta = 0.1743584; diff = 1.192093e-07; 111/1000
Check failed for (fp32): alpha = 0.7225664; beta = 0.1806416; diff = 1.192093e-07; 115/1000
Check failed for (fp32): alpha = 0.7288495; beta = 0.1822124; diff = 1.192093e-07; 116/1000
Check failed for (fp32): alpha = 0.7539822; beta = 0.1884956; diff = 1.192093e-07; 120/1000
Check failed for (fp32): alpha = 0.7665486; beta = 0.1916372; diff = 1.192093e-07; 122/1000
Check failed for (fp32): alpha = 0.7853982; beta = 0.1963495; diff = 1.192093e-07; 125/1000
Check failed for (fp32): alpha = 0.7916814; beta = 0.1979204; diff = 1.192093e-07; 126/1000
Check failed for (fp32): alpha = 0.7979646; beta = 0.1994911; diff = 1.192093e-07; 127/1000
Check failed for (fp32): alpha = 0.8545133; beta = 0.2136283; diff = 1.192093e-07; 136/1000
Check failed for (fp32): alpha = 0.8859292; beta = 0.2214823; diff = 1.192093e-07; 141/1000
Check failed for (fp32): alpha = 0.9299114; beta = 0.2324779; diff = 1.192093e-07; 148/1000
Check failed for (fp32): alpha = 0.9361947; beta = 0.2340487; diff = 1.192093e-07; 149/1000
Check failed for (fp32): alpha = 0.9550442; beta = 0.238761; diff = 1.192093e-07; 152/1000
Check failed for (fp32): alpha = 0.9738938; beta = 0.2434734; diff = 1.192093e-07; 155/1000
Check failed for (fp32): alpha = 0.9801769; beta = 0.2450442; diff = 1.192093e-07; 156/1000
Check failed for (fp32): alpha = 1.00531; beta = 0.2513274; diff = 1.192093e-07; 160/1000
Check failed for (fp32): alpha = 1.011593; beta = 0.2528982; diff = 1.192093e-07; 161/1000
Check failed for (fp32): alpha = 1.017876; beta = 0.254469; diff = 1.192093e-07; 162/1000
Check failed for (fp32): alpha = 1.024159; beta = 0.2560398; diff = 1.192093e-07; 163/1000
Check failed for (fp32): alpha = 1.030442; beta = 0.2576106; diff = 1.192093e-07; 164/1000
Check failed for (fp32): alpha = 1.043009; beta = 0.2607522; diff = 1.192093e-07; 166/1000
Check failed for (fp32): alpha = 1.074425; beta = 0.2686062; diff = 1.192093e-07; 171/1000
Check failed for (fp32): alpha = 1.086991; beta = 0.2717478; diff = 1.192093e-07; 173/1000
Check failed for (fp32): alpha = 1.112124; beta = 0.278031; diff = 1.192093e-07; 177/1000
Check failed for (fp32): alpha = 1.156106; beta = 0.2890265; diff = 1.192093e-07; 184/1000
Check failed for (fp32): alpha = 1.181239; beta = 0.2953097; diff = 1.192093e-07; 188/1000
Check failed for (fp32): alpha = 1.187522; beta = 0.2968805; diff = 1.192093e-07; 189/1000
Check failed for (fp32): alpha = 1.193805; beta = 0.2984513; diff = 1.192093e-07; 190/1000
Check failed for (fp32): alpha = 1.200088; beta = 0.3000221; diff = 1.192093e-07; 191/1000
Check failed for (fp32): alpha = 1.212655; beta = 0.3031637; diff = 1.192093e-07; 193/1000
Check failed for (fp32): alpha = 1.218938; beta = 0.3047345; diff = 1.192093e-07; 194/1000
Check failed for (fp32): alpha = 1.244071; beta = 0.3110177; diff = 1.192093e-07; 198/1000
Check failed for (fp32): alpha = 1.26292; beta = 0.3157301; diff = 1.192093e-07; 201/1000
Check failed for (fp32): alpha = 1.269204; beta = 0.3173009; diff = 1.192093e-07; 202/1000
Check failed for (fp32): alpha = 1.275487; beta = 0.3188716; diff = 1.192093e-07; 203/1000
Check failed for (fp32): alpha = 1.288053; beta = 0.3220133; diff = 1.192093e-07; 205/1000
Check failed for (fp32): alpha = 1.319469; beta = 0.3298672; diff = 1.192093e-07; 210/1000
