Check failed for (fp64): alpha = -6.27690212187241; beta = -1.5692255304681; gamma = -0.784612765234051; diff = 1.24032728532342e-16; -999/1000
Check failed for (fp64): alpha = -6.25805256595087; beta = -1.56451314148772; gamma = -0.782256570743858; diff = 1.70002900645727e-16; -996/1000
Check failed for (fp64): alpha = -6.25176938064369; beta = -1.56294234516092; gamma = -0.781471172580461; diff = 2.15105711021124e-16; -995/1000
Check failed for (fp64): alpha = -6.22663663941497; beta = -1.55665915985374; gamma = -0.778329579926871; diff = 1.2490009027033e-16; -991/1000
Check failed for (fp64): alpha = -6.20150389818625; beta = -1.55037597454656; gamma = -0.775187987273281; diff = 1.45716771982052e-16; -987/1000
Check failed for (fp64): alpha = -6.19522071287907; beta = -1.54880517821977; gamma = -0.774402589109884; diff = 1.80411241501588e-16; -986/1000
Check failed for (fp64): alpha = -6.17008797165035; beta = -1.54252199291259; gamma = -0.771260996456294; diff = 1.2490009027033e-16; -982/1000
Check failed for (fp64): alpha = -6.14495523042164; beta = -1.53623880760541; gamma = -0.768119403802704; diff = 1.66533453693773e-16; -978/1000
Check failed for (fp64): alpha = -6.13867204511446; beta = -1.53466801127861; gamma = -0.767334005639307; diff = 1.2490009027033e-16; -977/1000
Check failed for (fp64): alpha = -6.11353930388574; beta = -1.52838482597143; gamma = -0.764192412985717; diff = 1.2490009027033e-16; -973/1000
Check failed for (fp64): alpha = -6.10725611857856; beta = -1.52681402964464; gamma = -0.76340701482232; diff = 1.11022302462516e-16; -972/1000
Check failed for (fp64): alpha = -6.08840656265702; beta = -1.52210164066425; gamma = -0.761050820332127; diff = 1.94289029309402e-16; -969/1000
Check failed for (fp64): alpha = -6.08212337734984; beta = -1.52053084433746; gamma = -0.76026542216873; diff = 1.38777878078145e-16; -968/1000
Check failed for (fp64): alpha = -6.0632738214283; beta = -1.51581845535708; gamma = -0.757909227678538; diff = 1.11022302462516e-16; -965/1000
Check failed for (fp64): alpha = -6.05070745081394; beta = -1.51267686270349; gamma = -0.756338431351743; diff = 1.11022302462516e-16; -963/1000
Check failed for (fp64): alpha = -6.0318578948924; beta = -1.5079644737231; gamma = -0.75398223686155; diff = 1.38777878078145e-16; -960/1000
