Check failed for (fp128): alpha = -5.648583591154448242755832803136546597e+00; beta = -1.412145897788612060688958200784136649e+00; gamma = -7.060729488943060303444791003920683246e-01; diff = 1.925929944387235853055977942584927319e-34; -899/1000
Check failed for (fp128): alpha = -5.541769440932395272648102928105042972e+00; beta = -1.385442360233098818162025732026260743e+00; gamma = -6.927211801165494090810128660131303715e-01; diff = 1.925929944387235853055977942584927319e-34; -882/1000
Check failed for (fp128): alpha = -5.516636699703676926740401781038807368e+00; beta = -1.379159174925919231685100445259701842e+00; gamma = -6.895795874629596158425502226298509211e-01; diff = 1.925929944387235853055977942584927319e-34; -878/1000
Check failed for (fp128): alpha = -5.403539364174444370155746619240744842e+00; beta = -1.350884841043611092538936654810186211e+00; gamma = -6.754424205218055462694683274050931053e-01; diff = 1.925929944387235853055977942584927319e-34; -860/1000
Check failed for (fp128): alpha = -5.378406622945726024248045472174508469e+00; beta = -1.344601655736431506062011368043627117e+00; gamma = -6.723008278682157530310056840218135586e-01; diff = 1.925929944387235853055977942584927319e-34; -856/1000
Check failed for (fp128): alpha = -5.296725213952391400048016744209241988e+00; beta = -1.324181303488097850012004186052310497e+00; gamma = -6.620906517440489250060020930261552485e-01; diff = 1.925929944387235853055977942584927319e-34; -843/1000
Check failed for (fp128): alpha = -5.221326990266236362324913303010533637e+00; beta = -1.305331747566559090581228325752633409e+00; gamma = -6.526658737832795452906141628763167046e-01; diff = 1.925929944387235853055977942584927319e-34; -831/1000
Check failed for (fp128): alpha = -5.215043804959056775847988016243974736e+00; beta = -1.303760951239764193961997004060993684e+00; gamma = -6.518804756198820969809985020304968420e-01; diff = 1.925929944387235853055977942584927319e-34; -830/1000
Check failed for (fp128): alpha = -5.196194249037518016417212155944298034e+00; beta = -1.299048562259379504104303038986074508e+00; gamma = -6.495242811296897520521515194930372542e-01; diff = 1.925929944387235853055977942584927319e-34; -827/1000
Check failed for (fp128): alpha = -5.189911063730338429940286869177739133e+00; beta = -1.297477765932584607485071717294434783e+00; gamma = -6.487388829662923037425358586472173916e-01; diff = 1.925929944387235853055977942584927319e-34; -826/1000
Check failed for (fp128): alpha = -5.139645581272901738124884575045266386e+00; beta = -1.284911395318225434531221143761316596e+00; gamma = -6.424556976591127172656105718806582982e-01; diff = 1.925929944387235853055977942584927319e-34; -818/1000
Check failed for (fp128): alpha = -5.133362395965722151647959288278707485e+00; beta = -1.283340598991430537911989822069676871e+00; gamma = -6.416702994957152689559949110348384356e-01; diff = 1.925929944387235853055977942584927319e-34; -817/1000
Check failed for (fp128): alpha = -5.108229654737003805740258141212471111e+00; beta = -1.277057413684250951435064535303117778e+00; gamma = -6.385287068421254757175322676515588889e-01; diff = 1.925929944387235853055977942584927319e-34; -813/1000
Check failed for (fp128): alpha = -5.089380098815465046309482280912795179e+00; beta = -1.272345024703866261577370570228198795e+00; gamma = -6.361725123519331307886852851140993974e-01; diff = 1.925929944387235853055977942584927319e-34; -810/1000
Check failed for (fp128): alpha = -5.051680986972387527447930560313440233e+00; beta = -1.262920246743096881861982640078360058e+00; gamma = -6.314601233715484409309913200391800292e-01; diff = 1.925929944387235853055977942584927319e-34; -804/1000
Check failed for (fp128): alpha = -5.026548245743669181540229413247204630e+00; beta = -1.256637061435917295385057353311801158e+00; gamma = -6.283185307179586476925286766559005788e-01; diff = 1.925929944387235853055977942584927319e-34; -800/1000
Check failed for (fp128): alpha = -5.001415504514950835632528266180968256e+00; beta = -1.250353876128737708908132066545242064e+00; gamma = -6.251769380643688544540660332726210320e-01; diff = 1.925929944387235853055977942584927319e-34; -796/1000
Check failed for (fp128): alpha = -4.995132319207771249155602979414409356e+00; beta = -1.248783079801942812288900744853602339e+00; gamma = -6.243915399009714061444503724268011694e-01; diff = 1.925929944387235853055977942584927319e-34; -795/1000
Check failed for (fp128): alpha = -4.951150022057514143817125972048496279e+00; beta = -1.237787505514378535954281493012124070e+00; gamma = -6.188937527571892679771407465060620349e-01; diff = 1.925929944387235853055977942584927319e-34; -788/1000
Check failed for (fp128): alpha = -4.944866836750334557340200685281937379e+00; beta = -1.236216709187583639335050171320484345e+00; gamma = -6.181083545937918196675250856602421723e-01; diff = 1.925929944387235853055977942584927319e-34; -787/1000
