Check failed for (fp32): alpha = -6.283185; beta = -1.570796; gamma = -0.7853982; diff = 1.777076e-07; -1000/1000
Check failed for (fp32): alpha = -6.276902; beta = -1.569226; gamma = -0.7846128; diff = 9.965152e-08; -999/1000
Check failed for (fp32): alpha = -6.270619; beta = -1.567655; gamma = -0.7838274; diff = 7.357448e-08; -998/1000
Check failed for (fp32): alpha = -6.258053; beta = -1.564513; gamma = -0.7822566; diff = 8.195639e-08; -996/1000
Check failed for (fp32): alpha = -6.245486; beta = -1.561372; gamma = -0.7806858; diff = 8.707866e-08; -994/1000
Check failed for (fp32): alpha = -6.239203; beta = -1.559801; gamma = -0.7799004; diff = 8.05594e-08; -993/1000
Check failed for (fp32): alpha = -6.220354; beta = -1.555088; gamma = -0.7775442; diff = 9.49949e-08; -990/1000
Check failed for (fp32): alpha = -6.214071; beta = -1.553518; gamma = -0.7767588; diff = 1.862645e-07; -989/1000
Check failed for (fp32): alpha = -6.176371; beta = -1.544093; gamma = -0.7720464; diff = 1.881272e-07; -983/1000
Check failed for (fp32): alpha = -6.170088; beta = -1.542522; gamma = -0.771261; diff = 9.126961e-08; -982/1000
Check failed for (fp32): alpha = -6.157522; beta = -1.53938; gamma = -0.7696902; diff = 1.713634e-07; -980/1000
Check failed for (fp32): alpha = -6.151238; beta = -1.53781; gamma = -0.7689048; diff = 9.49949e-08; -979/1000
Check failed for (fp32): alpha = -6.132389; beta = -1.533097; gamma = -0.7665486; diff = 1.080334e-07; -976/1000
Check failed for (fp32): alpha = -6.119823; beta = -1.529956; gamma = -0.7649778; diff = 1.098961e-07; -974/1000
Check failed for (fp32): alpha = -6.113539; beta = -1.528385; gamma = -0.7641924; diff = 8.195639e-08; -973/1000
Check failed for (fp32): alpha = -6.107256; beta = -1.526814; gamma = -0.7634071; diff = 1.899898e-07; -972/1000
Check failed for (fp32): alpha = -6.100973; beta = -1.525243; gamma = -0.7626216; diff = 6.705523e-08; -971/1000
Check failed for (fp32): alpha = -6.09469; beta = -1.523673; gamma = -0.7618363; diff = 7.078052e-08; -970/1000
Check failed for (fp32): alpha = -6.088407; beta = -1.522102; gamma = -0.7610508; diff = 1.15484e-07; -969/1000
Check failed for (fp32): alpha = -6.082123; beta = -1.520531; gamma = -0.7602654; diff = 6.705523e-08; -968/1000
Check failed for (fp32): alpha = -6.056991; beta = -1.514248; gamma = -0.7571238; diff = 1.005828e-07; -964/1000
Check failed for (fp32): alpha = -6.050708; beta = -1.512677; gamma = -0.7563385; diff = 1.005828e-07; -963/1000
Check failed for (fp32): alpha = -6.044425; beta = -1.511106; gamma = -0.7555531; diff = 7.450581e-08; -962/1000
Check failed for (fp32): alpha = -6.038141; beta = -1.509535; gamma = -0.7547677; diff = 8.568168e-08; -961/1000
Check failed for (fp32): alpha = -6.031858; beta = -1.507964; gamma = -0.7539822; diff = 1.825392e-07; -960/1000
Check failed for (fp32): alpha = -6.025575; beta = -1.506394; gamma = -0.7531968; diff = 1.005828e-07; -959/1000
Check failed for (fp32): alpha = -6.019292; beta = -1.504823; gamma = -0.7524115; diff = 1.192093e-07; -958/1000
Check failed for (fp32): alpha = -6.006725; beta = -1.501681; gamma = -0.7508407; diff = 9.685755e-08; -956/1000
Check failed for (fp32): alpha = -5.994159; beta = -1.49854; gamma = -0.7492698; diff = 1.005828e-07; -954/1000
Check failed for (fp32): alpha = -5.987876; beta = -1.496969; gamma = -0.7484845; diff = 1.117587e-07; -953/1000
Check failed for (fp32): alpha = -5.981593; beta = -1.495398; gamma = -0.7476991; diff = 1.713634e-07; -952/1000
Check failed for (fp32): alpha = -5.975309; beta = -1.493827; gamma = -0.7469137; diff = 8.195639e-08; -951/1000
Check failed for (fp32): alpha = -5.969026; beta = -1.492257; gamma = -0.7461283; diff = 6.332994e-08; -950/1000
Check failed for (fp32): alpha = -5.962743; beta = -1.490686; gamma = -0.7453429; diff = 1.005828e-07; -949/1000
Check failed for (fp32): alpha = -5.95646; beta = -1.489115; gamma = -0.7445575; diff = 9.685755e-08; -948/1000
Check failed for (fp32): alpha = -5.931327; beta = -1.482832; gamma = -0.7414159; diff = 6.705523e-08; -944/1000
Check failed for (fp32): alpha = -5.925044; beta = -1.481261; gamma = -0.7406305; diff = 1.192093e-07; -943/1000
Check failed for (fp32): alpha = -5.918761; beta = -1.47969; gamma = -0.7398451; diff = 7.450581e-08; -942/1000
Check failed for (fp32): alpha = -5.912477; beta = -1.478119; gamma = -0.7390597; diff = 8.195639e-08; -941/1000
Check failed for (fp32): alpha = -5.906194; beta = -1.476549; gamma = -0.7382743; diff = 1.788139e-07; -940/1000
Check failed for (fp32): alpha = -5.899911; beta = -1.474978; gamma = -0.7374889; diff = 5.960464e-08; -939/1000
Check failed for (fp32): alpha = -5.893628; beta = -1.473407; gamma = -0.7367035; diff = 1.192093e-07; -938/1000
Check failed for (fp32): alpha = -5.881062; beta = -1.470265; gamma = -0.7351327; diff = 9.685755e-08; -936/1000
Check failed for (fp32): alpha = -5.874778; beta = -1.468695; gamma = -0.7343473; diff = 5.960464e-08; -935/1000
Check failed for (fp32): alpha = -5.862212; beta = -1.465553; gamma = -0.7327765; diff = 1.043081e-07; -933/1000
Check failed for (fp32): alpha = -5.855929; beta = -1.463982; gamma = -0.7319911; diff = 1.862645e-07; -932/1000
Check failed for (fp32): alpha = -5.849646; beta = -1.462411; gamma = -0.7312057; diff = 9.685755e-08; -931/1000
Check failed for (fp32): alpha = -5.843362; beta = -1.460841; gamma = -0.7304203; diff = 5.960464e-08; -930/1000
Check failed for (fp32): alpha = -5.83708; beta = -1.45927; gamma = -0.7296349; diff = 1.862645e-07; -929/1000
Check failed for (fp32): alpha = -5.830796; beta = -1.457699; gamma = -0.7288495; diff = 6.705523e-08; -928/1000
Check failed for (fp32): alpha = -5.824513; beta = -1.456128; gamma = -0.7280641; diff = 5.960464e-08; -927/1000
Check failed for (fp32): alpha = -5.79938; beta = -1.449845; gamma = -0.7249225; diff = 6.705523e-08; -923/1000
Check failed for (fp32): alpha = -5.793097; beta = -1.448274; gamma = -0.7241371; diff = 6.705523e-08; -922/1000
Check failed for (fp32): alpha = -5.786814; beta = -1.446703; gamma = -0.7233517; diff = 1.043081e-07; -921/1000
Check failed for (fp32): alpha = -5.780531; beta = -1.445133; gamma = -0.7225664; diff = 1.043081e-07; -920/1000
Check failed for (fp32): alpha = -5.774248; beta = -1.443562; gamma = -0.721781; diff = 6.705523e-08; -919/1000
Check failed for (fp32): alpha = -5.761681; beta = -1.44042; gamma = -0.7202101; diff = 5.960464e-08; -917/1000
Check failed for (fp32): alpha = -5.736548; beta = -1.434137; gamma = -0.7170686; diff = 1.117587e-07; -913/1000
Check failed for (fp32): alpha = -5.730265; beta = -1.432566; gamma = -0.7162831; diff = 5.960464e-08; -912/1000
Check failed for (fp32): alpha = -5.723982; beta = -1.430995; gamma = -0.7154977; diff = 1.043081e-07; -911/1000
Check failed for (fp32): alpha = -5.717699; beta = -1.429425; gamma = -0.7147124; diff = 1.117587e-07; -910/1000
Check failed for (fp32): alpha = -5.705132; beta = -1.426283; gamma = -0.7131416; diff = 1.192093e-07; -908/1000
Check failed for (fp32): alpha = -5.698849; beta = -1.424712; gamma = -0.7123562; diff = 5.960464e-08; -907/1000
Check failed for (fp32): alpha = -5.692566; beta = -1.423142; gamma = -0.7115708; diff = 5.960464e-08; -906/1000
Check failed for (fp32): alpha = -5.686283; beta = -1.421571; gamma = -0.7107853; diff = 5.960464e-08; -905/1000
Check failed for (fp32): alpha = -5.679999; beta = -1.42; gamma = -0.7099999; diff = 1.043081e-07; -904/1000
Check failed for (fp32): alpha = -5.667433; beta = -1.416858; gamma = -0.7084292; diff = 5.960464e-08; -902/1000
Check failed for (fp32): alpha = -5.654867; beta = -1.413717; gamma = -0.7068583; diff = 5.960464e-08; -900/1000
Check failed for (fp32): alpha = -5.648584; beta = -1.412146; gamma = -0.706073; diff = 5.960464e-08; -899/1000
Check failed for (fp32): alpha = -5.636017; beta = -1.409004; gamma = -0.7045022; diff = 6.705523e-08; -897/1000
Check failed for (fp32): alpha = -5.629735; beta = -1.407434; gamma = -0.7037168; diff = 7.450581e-08; -896/1000
Check failed for (fp32): alpha = -5.617168; beta = -1.404292; gamma = -0.702146; diff = 5.960464e-08; -894/1000
Check failed for (fp32): alpha = -5.610885; beta = -1.402721; gamma = -0.7013606; diff = 1.117587e-07; -893/1000
Check failed for (fp32): alpha = -5.598318; beta = -1.39958; gamma = -0.6997898; diff = 1.043081e-07; -891/1000
Check failed for (fp32): alpha = -5.579469; beta = -1.394867; gamma = -0.6974336; diff = 1.043081e-07; -888/1000
Check failed for (fp32): alpha = -5.573185; beta = -1.393296; gamma = -0.6966482; diff = 6.705523e-08; -887/1000
Check failed for (fp32): alpha = -5.554336; beta = -1.388584; gamma = -0.694292; diff = 5.960464e-08; -884/1000
Check failed for (fp32): alpha = -5.54177; beta = -1.385442; gamma = -0.6927212; diff = 1.043081e-07; -882/1000
Check failed for (fp32): alpha = -5.535486; beta = -1.383872; gamma = -0.6919358; diff = 1.043081e-07; -881/1000
Check failed for (fp32): alpha = -5.529203; beta = -1.382301; gamma = -0.6911504; diff = 1.41561e-07; -880/1000
Check failed for (fp32): alpha = -5.52292; beta = -1.38073; gamma = -0.690365; diff = 5.960464e-08; -879/1000
Check failed for (fp32): alpha = -5.510354; beta = -1.377588; gamma = -0.6887942; diff = 5.960464e-08; -877/1000
Check failed for (fp32): alpha = -5.485221; beta = -1.371305; gamma = -0.6856526; diff = 9.685755e-08; -873/1000
Check failed for (fp32): alpha = -5.472654; beta = -1.368164; gamma = -0.6840818; diff = 1.192093e-07; -871/1000
Check failed for (fp32): alpha = -5.466372; beta = -1.366593; gamma = -0.6832964; diff = 1.192093e-07; -870/1000
Check failed for (fp32): alpha = -5.453805; beta = -1.363451; gamma = -0.6817256; diff = 9.685755e-08; -868/1000
Check failed for (fp32): alpha = -5.428672; beta = -1.357168; gamma = -0.678584; diff = 5.960464e-08; -864/1000
Check failed for (fp32): alpha = -5.40354; beta = -1.350885; gamma = -0.6754425; diff = 1.490116e-07; -860/1000
Check failed for (fp32): alpha = -5.359557; beta = -1.339889; gamma = -0.6699446; diff = 1.043081e-07; -853/1000
Check failed for (fp32): alpha = -5.340708; beta = -1.335177; gamma = -0.6675885; diff = 1.341105e-07; -850/1000
Check failed for (fp32): alpha = -5.328141; beta = -1.332035; gamma = -0.6660177; diff = 8.195639e-08; -848/1000
