Check failed for (fp80): alpha = -6.28318530717958647703; beta = -1.57079632679489661926; gamma = -0.785398163397448309628; diff = 1.54691439269230230263e-19; -1000/1000
Check failed for (fp80): alpha = -6.27061893656522730423; beta = -1.56765473414130682606; gamma = -0.783827367070653413029; diff = 8.89384594617015356022e-20; -998/1000
Check failed for (fp80): alpha = -6.24548619533650895821; beta = -1.56137154883412723955; gamma = -0.780685774417063619776; diff = 8.04681299891585322115e-20; -994/1000
Check failed for (fp80): alpha = -6.2392030100293293716; beta = -1.5598007525073323429; gamma = -0.77990037625366617145; diff = 7.24213169902426789903e-20; -993/1000
Check failed for (fp80): alpha = -6.21407026880061102558; beta = -1.55351756720015275639; gamma = -0.776758783600076378197; diff = 8.13151629364128325506e-20; -989/1000
Check failed for (fp80): alpha = -6.20150389818625185278; beta = -1.5503759745465629632; gamma = -0.775187987273281481598; diff = 1.77029885976148770865e-19; -987/1000
Check failed for (fp80): alpha = -6.19522071287907226617; beta = -1.54880517821976806654; gamma = -0.774402589109884033271; diff = 1.62630325872825665101e-19; -986/1000
Check failed for (fp80): alpha = -6.18265434226471309338; beta = -1.54566358556617827334; gamma = -0.772831792783089136672; diff = 7.62329652528870305161e-20; -984/1000
Check failed for (fp80): alpha = -6.1763711569575335072; beta = -1.5440927892393833768; gamma = -0.772046394619691688399; diff = 1.64324391767334265779e-19; -983/1000
Check failed for (fp80): alpha = -6.15123841572881516118; beta = -1.53780960393220379029; gamma = -0.768904801966101895147; diff = 8.13151629364128325506e-20; -979/1000
Check failed for (fp80): alpha = -6.14495523042163557456; beta = -1.53623880760540889364; gamma = -0.76811940380270444682; diff = 9.82558218814988393319e-20; -978/1000
Check failed for (fp80): alpha = -6.13867204511445598795; beta = -1.53466801127861399699; gamma = -0.767334005639306998493; diff = 8.97854924089558359412e-20; -977/1000
Check failed for (fp80): alpha = -6.13238885980727640133; beta = -1.53309721495181910033; gamma = -0.766548607475909550167; diff = 5.92923063078010237348e-20; -976/1000
Check failed for (fp80): alpha = -6.11982248919291722854; beta = -1.52995562229822930714; gamma = -0.764977811149114653568; diff = 5.42101086242752217004e-20; -974/1000
Check failed for (fp80): alpha = -6.11353930388573764193; beta = -1.52838482597143441048; gamma = -0.764192412985717205241; diff = 1.69406589450860067814e-19; -973/1000
Check failed for (fp80): alpha = -6.10725611857855805575; beta = -1.52681402964463951394; gamma = -0.763407014822319756968; diff = 8.47032947254300339068e-20; -972/1000
Check failed for (fp80): alpha = -6.09468974796419888295; beta = -1.52367243699104972074; gamma = -0.761836218495524860369; diff = 1.69406589450860067814e-19; -970/1000
Check failed for (fp80): alpha = -6.08840656265701929634; beta = -1.52210164066425482408; gamma = -0.761050820332127412042; diff = 1.7279472123987726917e-19; -969/1000
Check failed for (fp80): alpha = -6.07584019204266012355; beta = -1.51896004801066503089; gamma = -0.759480024005332515443; diff = 8.47032947254300339068e-20; -967/1000
Check failed for (fp80): alpha = -6.06955700673548053693; beta = -1.51738925168387013423; gamma = -0.758694625841935067117; diff = 8.47032947254300339068e-20; -966/1000
Check failed for (fp80): alpha = -6.06327382142830095032; beta = -1.51581845535707523758; gamma = -0.75790922767853761879; diff = 9.48676900924816379757e-20; -965/1000
Check failed for (fp80): alpha = -6.05699063612112136371; beta = -1.51424765903028034093; gamma = -0.757123829515140170463; diff = 1.05032085459533242044e-19; -964/1000
Check failed for (fp80): alpha = -6.05070745081394177709; beta = -1.51267686270348544427; gamma = -0.756338431351742722136; diff = 1.01643953670516040688e-19; -963/1000
Check failed for (fp80): alpha = -6.04442426550676219091; beta = -1.51110606637669054773; gamma = -0.755553033188345273864; diff = 7.11507675693612284817e-20; -962/1000
Check failed for (fp80): alpha = -6.03185789489240301768; beta = -1.50796447372310075442; gamma = -0.753982236861550377211; diff = 5.75982404132924230566e-20; -960/1000
Check failed for (fp80): alpha = -6.0255747095852234315; beta = -1.50639367739630585788; gamma = -0.753196838698152928938; diff = 7.4538899358378429838e-20; -959/1000
Check failed for (fp80): alpha = -6.01929152427804384489; beta = -1.50482288106951096122; gamma = -0.752411440534755480611; diff = 1.01643953670516040688e-19; -958/1000
Check failed for (fp80): alpha = -6.0067251536636846721; beta = -1.50168128841592116802; gamma = -0.750840644207960584012; diff = 1.69406589450860067814e-19; -956/1000
Check failed for (fp80): alpha = -6.00044196835650508548; beta = -1.50011049208912627137; gamma = -0.750055246044563135685; diff = 1.62630325872825665101e-19; -955/1000
