Check failed for (fp64): alpha = -6.27061893656523; beta = -1.56765473414131; diff = 2.22044604925031e-16; -998/1000
Check failed for (fp64): alpha = -2.14884937505542; beta = -0.537212343763855; diff = 1.73472347597681e-16; -342/1000
Check failed for (fp64): alpha = -2.12999981913388; beta = -0.53249995478347; diff = 1.28369537222284e-16; -339/1000
Check failed for (fp64): alpha = -2.0923007072908; beta = -0.523075176822701; diff = 1.346579098227e-16; -333/1000
Check failed for (fp64): alpha = -2.04831841014055; beta = -0.512079602535136; diff = 1.17961196366423e-16; -326/1000
Check failed for (fp64): alpha = -2.02946885421901; beta = -0.507367213554752; diff = 1.11022302462516e-16; -323/1000
Check failed for (fp64): alpha = -2.00433611299029; beta = -0.501084028247572; diff = 1.2490009027033e-16; -319/1000
Check failed for (fp64): alpha = -1.97920337176157; beta = -0.494800842940392; diff = 1.2490009027033e-16; -315/1000
Check failed for (fp64): alpha = -1.8786724068467; beta = -0.469668101711674; diff = 1.38777878078145e-16; -299/1000
Check failed for (fp64): alpha = -1.82212373908208; beta = -0.45553093477052; diff = 1.11022302462516e-16; -290/1000
Check failed for (fp64): alpha = -1.76557507131746; beta = -0.441393767829366; diff = 1.11022302462516e-16; -281/1000
Check failed for (fp64): alpha = -1.75929188601028; beta = -0.439822971502571; diff = 1.11022302462516e-16; -280/1000
Check failed for (fp64): alpha = -1.74672551539593; beta = -0.436681378848981; diff = 1.11022302462516e-16; -278/1000
Check failed for (fp64): alpha = -1.69017684763131; beta = -0.422544211907827; diff = 1.66533453693773e-16; -269/1000
Check failed for (fp64): alpha = -1.67761047701695; beta = -0.419402619254237; diff = 1.66533453693773e-16; -267/1000
Check failed for (fp64): alpha = -1.65247773578823; beta = -0.413119433947058; diff = 1.11022302462516e-16; -263/1000
Check failed for (fp64): alpha = -1.63362817986669; beta = -0.408407044966673; diff = 1.11022302462516e-16; -260/1000
Check failed for (fp64): alpha = -1.62106180925233; beta = -0.405265452313083; diff = 1.66533453693773e-16; -258/1000
Check failed for (fp64): alpha = -1.59592906802361; beta = -0.398982267005904; diff = 1.11022302462516e-16; -254/1000
Check failed for (fp64): alpha = -1.57707951210208; beta = -0.394269878025519; diff = 1.11022302462516e-16; -251/1000
Check failed for (fp64): alpha = -1.56451314148772; beta = -0.391128285371929; diff = 1.66533453693773e-16; -249/1000
Check failed for (fp64): alpha = -1.55822995618054; beta = -0.389557489045134; diff = 1.11022302462516e-16; -248/1000
Check failed for (fp64): alpha = -1.539380400259; beta = -0.38484510006475; diff = 1.11022302462516e-16; -245/1000
Check failed for (fp64): alpha = -1.52053084433746; beta = -0.380132711084365; diff = 1.66533453693773e-16; -242/1000
Check failed for (fp64): alpha = -1.5079644737231; beta = -0.376991118430775; diff = 1.66533453693773e-16; -240/1000
Check failed for (fp64): alpha = -1.49539810310874; beta = -0.373849525777185; diff = 1.66533453693773e-16; -238/1000
Check failed for (fp64): alpha = -1.48911491780156; beta = -0.37227872945039; diff = 1.11022302462516e-16; -237/1000
Check failed for (fp64): alpha = -1.4765485471872; beta = -0.369137136796801; diff = 1.11022302462516e-16; -235/1000
Check failed for (fp64): alpha = -1.46398217657284; beta = -0.365995544143211; diff = 1.11022302462516e-16; -233/1000
Check failed for (fp64): alpha = -1.45141580595848; beta = -0.362853951489621; diff = 2.22044604925031e-16; -231/1000
Check failed for (fp64): alpha = -1.43884943534413; beta = -0.359712358836031; diff = 1.11022302462516e-16; -229/1000
Check failed for (fp64): alpha = -1.43256625003695; beta = -0.358141562509236; diff = 2.22044604925031e-16; -228/1000
Check failed for (fp64): alpha = -1.42628306472977; beta = -0.356570766182442; diff = 1.11022302462516e-16; -227/1000
Check failed for (fp64): alpha = -1.41999987942259; beta = -0.354999969855647; diff = 2.22044604925031e-16; -226/1000
Check failed for (fp64): alpha = -1.40743350880823; beta = -0.351858377202057; diff = 1.11022302462516e-16; -224/1000
Check failed for (fp64): alpha = -1.39486713819387; beta = -0.348716784548467; diff = 1.11022302462516e-16; -222/1000
Check failed for (fp64): alpha = -1.38230076757951; beta = -0.345575191894877; diff = 1.11022302462516e-16; -220/1000
Check failed for (fp64): alpha = -1.37601758227233; beta = -0.344004395568082; diff = 1.11022302462516e-16; -219/1000
Check failed for (fp64): alpha = -1.36345121165797; beta = -0.340862802914493; diff = 2.22044604925031e-16; -217/1000
Check failed for (fp64): alpha = -1.35088484104361; beta = -0.337721210260903; diff = 2.22044604925031e-16; -215/1000
Check failed for (fp64): alpha = -1.33203528512207; beta = -0.333008821280518; diff = 1.11022302462516e-16; -212/1000
Check failed for (fp64): alpha = -1.31946891450771; beta = -0.329867228626928; diff = 1.11022302462516e-16; -210/1000
Check failed for (fp64): alpha = -1.28176980266464; beta = -0.320442450666159; diff = 1.11022302462516e-16; -204/1000
Check failed for (fp64): alpha = -1.26920343205028; beta = -0.317300858012569; diff = 1.11022302462516e-16; -202/1000
Check failed for (fp64): alpha = -1.25663706143592; beta = -0.314159265358979; diff = 2.22044604925031e-16; -200/1000
Check failed for (fp64): alpha = -1.25035387612874; beta = -0.312588469032184; diff = 2.22044604925031e-16; -199/1000
Check failed for (fp64): alpha = -1.23778750551438; beta = -0.309446876378595; diff = 1.11022302462516e-16; -197/1000
Check failed for (fp64): alpha = -1.2315043202072; beta = -0.3078760800518; diff = 2.22044604925031e-16; -196/1000
Check failed for (fp64): alpha = -1.22522113490002; beta = -0.306305283725005; diff = 2.22044604925031e-16; -195/1000
Check failed for (fp64): alpha = -1.2000883936713; beta = -0.300022098417825; diff = 1.11022302462516e-16; -191/1000
Check failed for (fp64): alpha = -1.19380520836412; beta = -0.29845130209103; diff = 1.11022302462516e-16; -190/1000
Check failed for (fp64): alpha = -1.18752202305694; beta = -0.296880505764235; diff = 1.11022302462516e-16; -189/1000
Check failed for (fp64): alpha = -1.18123883774976; beta = -0.295309709437441; diff = 1.11022302462516e-16; -188/1000
Check failed for (fp64): alpha = -1.17495565244258; beta = -0.293738913110646; diff = 1.11022302462516e-16; -187/1000
Check failed for (fp64): alpha = -1.1686724671354; beta = -0.292168116783851; diff = 1.11022302462516e-16; -186/1000
Check failed for (fp64): alpha = -1.16238928182822; beta = -0.290597320457056; diff = 1.11022302462516e-16; -185/1000
Check failed for (fp64): alpha = -1.15610609652104; beta = -0.289026524130261; diff = 1.11022302462516e-16; -184/1000
Check failed for (fp64): alpha = -1.14982291121386; beta = -0.287455727803466; diff = 1.11022302462516e-16; -183/1000
Check failed for (fp64): alpha = -1.14353972590668; beta = -0.285884931476671; diff = 1.11022302462516e-16; -182/1000
Check failed for (fp64): alpha = -1.13097335529233; beta = -0.282743338823081; diff = 2.22044604925031e-16; -180/1000
Check failed for (fp64): alpha = -1.12469016998515; beta = -0.281172542496286; diff = 1.11022302462516e-16; -179/1000
Check failed for (fp64): alpha = -1.11840698467797; beta = -0.279601746169492; diff = 1.11022302462516e-16; -178/1000
Check failed for (fp64): alpha = -1.11212379937079; beta = -0.278030949842697; diff = 2.22044604925031e-16; -177/1000
Check failed for (fp64): alpha = -1.10584061406361; beta = -0.276460153515902; diff = 1.11022302462516e-16; -176/1000
Check failed for (fp64): alpha = -1.09327424344925; beta = -0.273318560862312; diff = 1.11022302462516e-16; -174/1000
Check failed for (fp64): alpha = -1.08699105814207; beta = -0.271747764535517; diff = 1.11022302462516e-16; -173/1000
Check failed for (fp64): alpha = -1.08070787283489; beta = -0.270176968208722; diff = 1.11022302462516e-16; -172/1000
Check failed for (fp64): alpha = -1.07442468752771; beta = -0.268606171881927; diff = 2.22044604925031e-16; -171/1000
Check failed for (fp64): alpha = -1.06185831691335; beta = -0.265464579228338; diff = 1.11022302462516e-16; -169/1000
Check failed for (fp64): alpha = -1.03672557568463; beta = -0.259181393921158; diff = 2.22044604925031e-16; -165/1000
Check failed for (fp64): alpha = -1.03044239037745; beta = -0.257610597594363; diff = 2.22044604925031e-16; -164/1000
Check failed for (fp64): alpha = -1.02415920507027; beta = -0.256039801267568; diff = 2.22044604925031e-16; -163/1000
Check failed for (fp64): alpha = -1.01787601976309; beta = -0.254469004940773; diff = 2.22044604925031e-16; -162/1000
Check failed for (fp64): alpha = -0.980176907920015; beta = -0.245044226980004; diff = 2.22044604925031e-16; -156/1000
Check failed for (fp64): alpha = -0.973893722612836; beta = -0.243473430653209; diff = 2.22044604925031e-16; -155/1000
Check failed for (fp64): alpha = -0.948760981384117; beta = -0.237190245346029; diff = 2.22044604925031e-16; -151/1000
Check failed for (fp64): alpha = -0.936194610769758; beta = -0.23404865269244; diff = 2.22044604925031e-16; -149/1000
Check failed for (fp64): alpha = -0.917345054848219; beta = -0.229336263712055; diff = 2.22044604925031e-16; -146/1000
Check failed for (fp64): alpha = -0.898495498926681; beta = -0.22462387473167; diff = 4.44089209850063e-16; -143/1000
Check failed for (fp64): alpha = -0.892212313619501; beta = -0.223053078404875; diff = 2.22044604925031e-16; -142/1000
Check failed for (fp64): alpha = -0.885929128312322; beta = -0.22148228207808; diff = 2.22044604925031e-16; -141/1000
Check failed for (fp64): alpha = -0.879645943005142; beta = -0.219911485751286; diff = 4.44089209850063e-16; -140/1000
Check failed for (fp64): alpha = -0.873362757697963; beta = -0.218340689424491; diff = 2.22044604925031e-16; -139/1000
Check failed for (fp64): alpha = -0.867079572390783; beta = -0.216769893097696; diff = 2.22044604925031e-16; -138/1000
Check failed for (fp64): alpha = -0.854513201776424; beta = -0.213628300444106; diff = 2.22044604925031e-16; -136/1000
Check failed for (fp64): alpha = -0.829380460547705; beta = -0.207345115136926; diff = 2.22044604925031e-16; -132/1000
Check failed for (fp64): alpha = -0.823097275240526; beta = -0.205774318810131; diff = 2.22044604925031e-16; -131/1000
Check failed for (fp64): alpha = -0.810530904626167; beta = -0.202632726156542; diff = 6.66133814775094e-16; -129/1000
Check failed for (fp64): alpha = -0.804247719318987; beta = -0.201061929829747; diff = 2.22044604925031e-16; -128/1000
Check failed for (fp64): alpha = -0.791681348704628; beta = -0.197920337176157; diff = 2.22044604925031e-16; -126/1000
Check failed for (fp64): alpha = -0.772831792783089; beta = -0.193207948195772; diff = 2.22044604925031e-16; -123/1000
Check failed for (fp64): alpha = -0.75398223686155; beta = -0.188495559215388; diff = 2.22044604925031e-16; -120/1000
Check failed for (fp64): alpha = -0.741415866247191; beta = -0.185353966561798; diff = 2.22044604925031e-16; -118/1000
Check failed for (fp64): alpha = -0.735132680940012; beta = -0.183783170235003; diff = 2.22044604925031e-16; -117/1000
Check failed for (fp64): alpha = -0.728849495632832; beta = -0.182212373908208; diff = 2.22044604925031e-16; -116/1000
Check failed for (fp64): alpha = -0.722566310325652; beta = -0.180641577581413; diff = 2.22044604925031e-16; -115/1000
Check failed for (fp64): alpha = -0.716283125018473; beta = -0.179070781254618; diff = 2.22044604925031e-16; -114/1000
Check failed for (fp64): alpha = -0.709999939711293; beta = -0.177499984927823; diff = 2.22044604925031e-16; -113/1000
Check failed for (fp64): alpha = -0.703716754404114; beta = -0.175929188601028; diff = 2.22044604925031e-16; -112/1000
Check failed for (fp64): alpha = -0.691150383789754; beta = -0.172787595947439; diff = 2.22044604925031e-16; -110/1000
Check failed for (fp64): alpha = -0.684867198482575; beta = -0.171216799620644; diff = 2.22044604925031e-16; -109/1000
Check failed for (fp64): alpha = -0.678584013175395; beta = -0.169646003293849; diff = 2.22044604925031e-16; -108/1000
Check failed for (fp64): alpha = -0.672300827868216; beta = -0.168075206967054; diff = 2.22044604925031e-16; -107/1000
Check failed for (fp64): alpha = -0.666017642561036; beta = -0.166504410640259; diff = 2.22044604925031e-16; -106/1000
Check failed for (fp64): alpha = -0.659734457253856; beta = -0.164933614313464; diff = 2.22044604925031e-16; -105/1000
Check failed for (fp64): alpha = -0.653451271946677; beta = -0.163362817986669; diff = 2.22044604925031e-16; -104/1000
Check failed for (fp64): alpha = -0.647168086639497; beta = -0.161792021659874; diff = 2.22044604925031e-16; -103/1000
Check failed for (fp64): alpha = -0.640884901332318; beta = -0.160221225333079; diff = 2.22044604925031e-16; -102/1000
Check failed for (fp64): alpha = -0.634601716025138; beta = -0.158650429006285; diff = 2.22044604925031e-16; -101/1000
Check failed for (fp64): alpha = -0.615752160103599; beta = -0.1539380400259; diff = 4.44089209850063e-16; -98/1000
Check failed for (fp64): alpha = -0.60946897479642; beta = -0.152367243699105; diff = 4.44089209850063e-16; -97/1000
Check failed for (fp64): alpha = -0.590619418874881; beta = -0.14765485471872; diff = 4.44089209850063e-16; -94/1000
Check failed for (fp64): alpha = -0.571769862953342; beta = -0.142942465738336; diff = 4.44089209850063e-16; -91/1000
Check failed for (fp64): alpha = -0.565486677646163; beta = -0.141371669411541; diff = 8.88178419700125e-16; -90/1000
Check failed for (fp64): alpha = -0.559203492338983; beta = -0.139800873084746; diff = 4.44089209850063e-16; -89/1000
Check failed for (fp64): alpha = -0.546637121724624; beta = -0.136659280431156; diff = 4.44089209850063e-16; -87/1000
Check failed for (fp64): alpha = -0.540353936417444; beta = -0.135088484104361; diff = 4.44089209850063e-16; -86/1000
Check failed for (fp64): alpha = -0.527787565803085; beta = -0.131946891450771; diff = 4.44089209850063e-16; -84/1000
Check failed for (fp64): alpha = -0.515221195188726; beta = -0.128805298797182; diff = 8.88178419700125e-16; -82/1000
Check failed for (fp64): alpha = -0.502654824574367; beta = -0.125663706143592; diff = 4.44089209850063e-16; -80/1000
Check failed for (fp64): alpha = -0.483805268652828; beta = -0.120951317163207; diff = 4.44089209850063e-16; -77/1000
Check failed for (fp64): alpha = -0.45867252742411; beta = -0.114668131856027; diff = 4.44089209850063e-16; -73/1000
Check failed for (fp64): alpha = -0.45238934211693; beta = -0.113097335529233; diff = 8.88178419700125e-16; -72/1000
Check failed for (fp64): alpha = -0.446106156809751; beta = -0.111526539202438; diff = 4.44089209850063e-16; -71/1000
Check failed for (fp64): alpha = -0.439822971502571; beta = -0.109955742875643; diff = 8.88178419700125e-16; -70/1000
Check failed for (fp64): alpha = -0.433539786195391; beta = -0.108384946548848; diff = 4.44089209850063e-16; -69/1000
Check failed for (fp64): alpha = -0.420973415581032; beta = -0.105243353895258; diff = 4.44089209850063e-16; -67/1000
Check failed for (fp64): alpha = -0.414690230273853; beta = -0.103672557568463; diff = 4.44089209850063e-16; -66/1000
Check failed for (fp64): alpha = -0.408407044966673; beta = -0.102101761241668; diff = 4.44089209850063e-16; -65/1000
Check failed for (fp64): alpha = -0.402123859659494; beta = -0.100530964914873; diff = 4.44089209850063e-16; -64/1000
Check failed for (fp64): alpha = -0.395840674352314; beta = -0.0989601685880785; diff = 4.44089209850063e-16; -63/1000
Check failed for (fp64): alpha = -0.389557489045134; beta = -0.0973893722612836; diff = 4.44089209850063e-16; -62/1000
Check failed for (fp64): alpha = -0.370707933123596; beta = -0.0926769832808989; diff = 1.33226762955019e-15; -59/1000
Check failed for (fp64): alpha = -0.358141562509236; beta = -0.0895353906273091; diff = 4.44089209850063e-16; -57/1000
Check failed for (fp64): alpha = -0.351858377202057; beta = -0.0879645943005142; diff = 1.33226762955019e-15; -56/1000
Check failed for (fp64): alpha = -0.345575191894877; beta = -0.0863937979737193; diff = 4.44089209850063e-16; -55/1000
Check failed for (fp64): alpha = -0.326725635973338; beta = -0.0816814089933346; diff = 8.88178419700125e-16; -52/1000
Check failed for (fp64): alpha = -0.320442450666159; beta = -0.0801106126665397; diff = 8.88178419700125e-16; -51/1000
Check failed for (fp64): alpha = -0.314159265358979; beta = -0.0785398163397448; diff = 8.88178419700125e-16; -50/1000
Check failed for (fp64): alpha = -0.289026524130261; beta = -0.0722566310325652; diff = 8.88178419700125e-16; -46/1000
Check failed for (fp64): alpha = -0.276460153515902; beta = -0.0691150383789754; diff = 8.88178419700125e-16; -44/1000
Check failed for (fp64): alpha = -0.270176968208722; beta = -0.0675442420521805; diff = 8.88178419700125e-16; -43/1000
Check failed for (fp64): alpha = -0.245044226980004; beta = -0.061261056745001; diff = 8.88178419700125e-16; -39/1000
Check failed for (fp64): alpha = -0.238761041672824; beta = -0.0596902604182061; diff = 8.88178419700125e-16; -38/1000
Check failed for (fp64): alpha = -0.232477856365645; beta = -0.0581194640914112; diff = 8.88178419700125e-16; -37/1000
Check failed for (fp64): alpha = -0.226194671058465; beta = -0.0565486677646163; diff = 8.88178419700125e-16; -36/1000
Check failed for (fp64): alpha = -0.219911485751286; beta = -0.0549778714378214; diff = 8.88178419700125e-16; -35/1000
Check failed for (fp64): alpha = -0.213628300444106; beta = -0.0534070751110265; diff = 8.88178419700125e-16; -34/1000
Check failed for (fp64): alpha = -0.201061929829747; beta = -0.0502654824574367; diff = 8.88178419700125e-16; -32/1000
Check failed for (fp64): alpha = -0.194778744522567; beta = -0.0486946861306418; diff = 8.88178419700125e-16; -31/1000
Check failed for (fp64): alpha = -0.188495559215388; beta = -0.0471238898038469; diff = 1.77635683940025e-15; -30/1000
Check failed for (fp64): alpha = -0.182212373908208; beta = -0.045553093477052; diff = 1.77635683940025e-15; -29/1000
Check failed for (fp64): alpha = -0.175929188601028; beta = -0.0439822971502571; diff = 8.88178419700125e-16; -28/1000
Check failed for (fp64): alpha = -0.169646003293849; beta = -0.0424115008234622; diff = 8.88178419700125e-16; -27/1000
Check failed for (fp64): alpha = -0.15707963267949; beta = -0.0392699081698724; diff = 1.77635683940025e-15; -25/1000
Check failed for (fp64): alpha = -0.138230076757951; beta = -0.0345575191894877; diff = 1.77635683940025e-15; -22/1000
Check failed for (fp64): alpha = -0.125663706143592; beta = -0.0314159265358979; diff = 1.77635683940025e-15; -20/1000
Check failed for (fp64): alpha = -0.119380520836412; beta = -0.029845130209103; diff = 1.77635683940025e-15; -19/1000
Check failed for (fp64): alpha = -0.0942477796076938; beta = -0.0235619449019234; diff = 1.77635683940025e-15; -15/1000
Check failed for (fp64): alpha = -0.0879645943005142; beta = -0.0219911485751286; diff = 1.77635683940025e-15; -14/1000
Check failed for (fp64): alpha = -0.0691150383789754; beta = -0.0172787595947439; diff = 3.5527136788005e-15; -11/1000
Check failed for (fp64): alpha = -0.0502654824574367; beta = -0.0125663706143592; diff = 3.5527136788005e-15; -8/1000
Check failed for (fp64): alpha = -0.0439822971502571; beta = -0.0109955742875643; diff = 1.06581410364015e-14; -7/1000
Check failed for (fp64): alpha = -0.0251327412287183; beta = -0.00628318530717959; diff = 7.105427357601e-15; -4/1000
Check failed for (fp64): alpha = -0.0125663706143592; beta = -0.00314159265358979; diff = 1.4210854715202e-14; -2/1000
Check failed for (fp64): alpha = -0.00628318530717959; beta = -0.0015707963267949; diff = 2.8421709430404e-14; -1/1000
Left hand side: floating point exception; 0/1000
Right hand side: floating point exception; 0/1000
Check failed for (fp64): alpha = 0.00628318530717959; beta = 0.0015707963267949; diff = 2.8421709430404e-14; 1/1000
Check failed for (fp64): alpha = 0.0125663706143592; beta = 0.00314159265358979; diff = 1.4210854715202e-14; 2/1000
Check failed for (fp64): alpha = 0.0251327412287183; beta = 0.00628318530717959; diff = 7.105427357601e-15; 4/1000
Check failed for (fp64): alpha = 0.0439822971502571; beta = 0.0109955742875643; diff = 1.06581410364015e-14; 7/1000
Check failed for (fp64): alpha = 0.0502654824574367; beta = 0.0125663706143592; diff = 3.5527136788005e-15; 8/1000
Check failed for (fp64): alpha = 0.0691150383789754; beta = 0.0172787595947439; diff = 3.5527136788005e-15; 11/1000
Check failed for (fp64): alpha = 0.0879645943005142; beta = 0.0219911485751286; diff = 1.77635683940025e-15; 14/1000
Check failed for (fp64): alpha = 0.0942477796076938; beta = 0.0235619449019234; diff = 1.77635683940025e-15; 15/1000
Check failed for (fp64): alpha = 0.119380520836412; beta = 0.029845130209103; diff = 1.77635683940025e-15; 19/1000
Check failed for (fp64): alpha = 0.125663706143592; beta = 0.0314159265358979; diff = 1.77635683940025e-15; 20/1000
Check failed for (fp64): alpha = 0.138230076757951; beta = 0.0345575191894877; diff = 1.77635683940025e-15; 22/1000
Check failed for (fp64): alpha = 0.15707963267949; beta = 0.0392699081698724; diff = 1.77635683940025e-15; 25/1000
Check failed for (fp64): alpha = 0.169646003293849; beta = 0.0424115008234622; diff = 8.88178419700125e-16; 27/1000
Check failed for (fp64): alpha = 0.175929188601028; beta = 0.0439822971502571; diff = 8.88178419700125e-16; 28/1000
Check failed for (fp64): alpha = 0.182212373908208; beta = 0.045553093477052; diff = 1.77635683940025e-15; 29/1000
Check failed for (fp64): alpha = 0.188495559215388; beta = 0.0471238898038469; diff = 1.77635683940025e-15; 30/1000
Check failed for (fp64): alpha = 0.194778744522567; beta = 0.0486946861306418; diff = 8.88178419700125e-16; 31/1000
Check failed for (fp64): alpha = 0.201061929829747; beta = 0.0502654824574367; diff = 8.88178419700125e-16; 32/1000
Check failed for (fp64): alpha = 0.213628300444106; beta = 0.0534070751110265; diff = 8.88178419700125e-16; 34/1000
Check failed for (fp64): alpha = 0.219911485751286; beta = 0.0549778714378214; diff = 8.88178419700125e-16; 35/1000
Check failed for (fp64): alpha = 0.226194671058465; beta = 0.0565486677646163; diff = 8.88178419700125e-16; 36/1000
Check failed for (fp64): alpha = 0.232477856365645; beta = 0.0581194640914112; diff = 8.88178419700125e-16; 37/1000
Check failed for (fp64): alpha = 0.238761041672824; beta = 0.0596902604182061; diff = 8.88178419700125e-16; 38/1000
Check failed for (fp64): alpha = 0.245044226980004; beta = 0.061261056745001; diff = 8.88178419700125e-16; 39/1000
Check failed for (fp64): alpha = 0.270176968208722; beta = 0.0675442420521805; diff = 8.88178419700125e-16; 43/1000
Check failed for (fp64): alpha = 0.276460153515902; beta = 0.0691150383789754; diff = 8.88178419700125e-16; 44/1000
Check failed for (fp64): alpha = 0.289026524130261; beta = 0.0722566310325652; diff = 8.88178419700125e-16; 46/1000
Check failed for (fp64): alpha = 0.314159265358979; beta = 0.0785398163397448; diff = 8.88178419700125e-16; 50/1000
Check failed for (fp64): alpha = 0.320442450666159; beta = 0.0801106126665397; diff = 8.88178419700125e-16; 51/1000
Check failed for (fp64): alpha = 0.326725635973338; beta = 0.0816814089933346; diff = 8.88178419700125e-16; 52/1000
Check failed for (fp64): alpha = 0.345575191894877; beta = 0.0863937979737193; diff = 4.44089209850063e-16; 55/1000
Check failed for (fp64): alpha = 0.351858377202057; beta = 0.0879645943005142; diff = 1.33226762955019e-15; 56/1000
Check failed for (fp64): alpha = 0.358141562509236; beta = 0.0895353906273091; diff = 4.44089209850063e-16; 57/1000
Check failed for (fp64): alpha = 0.370707933123596; beta = 0.0926769832808989; diff = 1.33226762955019e-15; 59/1000
Check failed for (fp64): alpha = 0.389557489045134; beta = 0.0973893722612836; diff = 4.44089209850063e-16; 62/1000
Check failed for (fp64): alpha = 0.395840674352314; beta = 0.0989601685880785; diff = 4.44089209850063e-16; 63/1000
Check failed for (fp64): alpha = 0.402123859659494; beta = 0.100530964914873; diff = 4.44089209850063e-16; 64/1000
Check failed for (fp64): alpha = 0.408407044966673; beta = 0.102101761241668; diff = 4.44089209850063e-16; 65/1000
Check failed for (fp64): alpha = 0.414690230273853; beta = 0.103672557568463; diff = 4.44089209850063e-16; 66/1000
Check failed for (fp64): alpha = 0.420973415581032; beta = 0.105243353895258; diff = 4.44089209850063e-16; 67/1000
Check failed for (fp64): alpha = 0.433539786195391; beta = 0.108384946548848; diff = 4.44089209850063e-16; 69/1000
Check failed for (fp64): alpha = 0.439822971502571; beta = 0.109955742875643; diff = 8.88178419700125e-16; 70/1000
Check failed for (fp64): alpha = 0.446106156809751; beta = 0.111526539202438; diff = 4.44089209850063e-16; 71/1000
Check failed for (fp64): alpha = 0.45238934211693; beta = 0.113097335529233; diff = 8.88178419700125e-16; 72/1000
Check failed for (fp64): alpha = 0.45867252742411; beta = 0.114668131856027; diff = 4.44089209850063e-16; 73/1000
Check failed for (fp64): alpha = 0.483805268652828; beta = 0.120951317163207; diff = 4.44089209850063e-16; 77/1000
Check failed for (fp64): alpha = 0.502654824574367; beta = 0.125663706143592; diff = 4.44089209850063e-16; 80/1000
Check failed for (fp64): alpha = 0.515221195188726; beta = 0.128805298797182; diff = 8.88178419700125e-16; 82/1000
Check failed for (fp64): alpha = 0.527787565803085; beta = 0.131946891450771; diff = 4.44089209850063e-16; 84/1000
Check failed for (fp64): alpha = 0.540353936417444; beta = 0.135088484104361; diff = 4.44089209850063e-16; 86/1000
Check failed for (fp64): alpha = 0.546637121724624; beta = 0.136659280431156; diff = 4.44089209850063e-16; 87/1000
Check failed for (fp64): alpha = 0.559203492338983; beta = 0.139800873084746; diff = 4.44089209850063e-16; 89/1000
Check failed for (fp64): alpha = 0.565486677646163; beta = 0.141371669411541; diff = 8.88178419700125e-16; 90/1000
Check failed for (fp64): alpha = 0.571769862953342; beta = 0.142942465738336; diff = 4.44089209850063e-16; 91/1000
Check failed for (fp64): alpha = 0.590619418874881; beta = 0.14765485471872; diff = 4.44089209850063e-16; 94/1000
Check failed for (fp64): alpha = 0.60946897479642; beta = 0.152367243699105; diff = 4.44089209850063e-16; 97/1000
Check failed for (fp64): alpha = 0.615752160103599; beta = 0.1539380400259; diff = 4.44089209850063e-16; 98/1000
Check failed for (fp64): alpha = 0.634601716025138; beta = 0.158650429006285; diff = 2.22044604925031e-16; 101/1000
Check failed for (fp64): alpha = 0.640884901332318; beta = 0.160221225333079; diff = 2.22044604925031e-16; 102/1000
Check failed for (fp64): alpha = 0.647168086639497; beta = 0.161792021659874; diff = 2.22044604925031e-16; 103/1000
Check failed for (fp64): alpha = 0.653451271946677; beta = 0.163362817986669; diff = 2.22044604925031e-16; 104/1000
Check failed for (fp64): alpha = 0.659734457253856; beta = 0.164933614313464; diff = 2.22044604925031e-16; 105/1000
Check failed for (fp64): alpha = 0.666017642561036; beta = 0.166504410640259; diff = 2.22044604925031e-16; 106/1000
Check failed for (fp64): alpha = 0.672300827868216; beta = 0.168075206967054; diff = 2.22044604925031e-16; 107/1000
Check failed for (fp64): alpha = 0.678584013175395; beta = 0.169646003293849; diff = 2.22044604925031e-16; 108/1000
Check failed for (fp64): alpha = 0.684867198482575; beta = 0.171216799620644; diff = 2.22044604925031e-16; 109/1000
Check failed for (fp64): alpha = 0.691150383789754; beta = 0.172787595947439; diff = 2.22044604925031e-16; 110/1000
Check failed for (fp64): alpha = 0.703716754404114; beta = 0.175929188601028; diff = 2.22044604925031e-16; 112/1000
Check failed for (fp64): alpha = 0.709999939711293; beta = 0.177499984927823; diff = 2.22044604925031e-16; 113/1000
Check failed for (fp64): alpha = 0.716283125018473; beta = 0.179070781254618; diff = 2.22044604925031e-16; 114/1000
Check failed for (fp64): alpha = 0.722566310325652; beta = 0.180641577581413; diff = 2.22044604925031e-16; 115/1000
Check failed for (fp64): alpha = 0.728849495632832; beta = 0.182212373908208; diff = 2.22044604925031e-16; 116/1000
Check failed for (fp64): alpha = 0.735132680940012; beta = 0.183783170235003; diff = 2.22044604925031e-16; 117/1000
Check failed for (fp64): alpha = 0.741415866247191; beta = 0.185353966561798; diff = 2.22044604925031e-16; 118/1000
Check failed for (fp64): alpha = 0.75398223686155; beta = 0.188495559215388; diff = 2.22044604925031e-16; 120/1000
Check failed for (fp64): alpha = 0.772831792783089; beta = 0.193207948195772; diff = 2.22044604925031e-16; 123/1000
Check failed for (fp64): alpha = 0.791681348704628; beta = 0.197920337176157; diff = 2.22044604925031e-16; 126/1000
Check failed for (fp64): alpha = 0.804247719318987; beta = 0.201061929829747; diff = 2.22044604925031e-16; 128/1000
Check failed for (fp64): alpha = 0.810530904626167; beta = 0.202632726156542; diff = 6.66133814775094e-16; 129/1000
Check failed for (fp64): alpha = 0.823097275240526; beta = 0.205774318810131; diff = 2.22044604925031e-16; 131/1000
Check failed for (fp64): alpha = 0.829380460547705; beta = 0.207345115136926; diff = 2.22044604925031e-16; 132/1000
