Check failed for (fp80): alpha = -6.28318530717958647703; beta = -1.57079632679489661926; gamma = -0.785398163397448309628; diff = 7.66646708341687040699e-20; -1000/1000
Check failed for (fp80): alpha = -6.27061893656522730423; beta = -1.56765473414130682606; gamma = -0.783827367070653413029; diff = 7.87740640946499315334e-20; -998/1000
Check failed for (fp80): alpha = -6.22663663941497019837; beta = -1.55665915985374254959; gamma = -0.778329579926871274796; diff = 6.43745039913268257692e-20; -991/1000
Check failed for (fp80): alpha = -6.21407026880061102558; beta = -1.55351756720015275639; gamma = -0.776758783600076378197; diff = 6.43745039913268257692e-20; -989/1000
Check failed for (fp80): alpha = -6.20150389818625185278; beta = -1.5503759745465629632; gamma = -0.775187987273281481598; diff = 7.11507675693612284817e-20; -987/1000
Check failed for (fp80): alpha = -6.19522071287907226617; beta = -1.54880517821976806654; gamma = -0.774402589109884033271; diff = 6.09863722023096244129e-20; -986/1000
Check failed for (fp80): alpha = -6.18265434226471309338; beta = -1.54566358556617827334; gamma = -0.772831792783089136672; diff = 1.01643953670516040688e-19; -984/1000
Check failed for (fp80): alpha = -6.1763711569575335072; beta = -1.5440927892393833768; gamma = -0.772046394619691688399; diff = 8.80914265144472352631e-20; -983/1000
Check failed for (fp80): alpha = -6.17008797165035392058; beta = -1.54252199291258848015; gamma = -0.771260996456294240073; diff = 5.42101086242752217004e-20; -982/1000
Check failed for (fp80): alpha = -6.15123841572881516118; beta = -1.53780960393220379029; gamma = -0.768904801966101895147; diff = 8.13151629364128325506e-20; -979/1000
Check failed for (fp80): alpha = -6.14495523042163557456; beta = -1.53623880760540889364; gamma = -0.76811940380270444682; diff = 8.13151629364128325506e-20; -978/1000
Check failed for (fp80): alpha = -6.13867204511445598795; beta = -1.53466801127861399699; gamma = -0.767334005639306998493; diff = 7.4538899358378429838e-20; -977/1000
Check failed for (fp80): alpha = -6.12610567450009681515; beta = -1.53152641862502420379; gamma = -0.765763209312512101894; diff = 6.09863722023096244129e-20; -975/1000
Check failed for (fp80): alpha = -6.11353930388573764193; beta = -1.52838482597143441048; gamma = -0.764192412985717205241; diff = 9.48676900924816379757e-20; -973/1000
Check failed for (fp80): alpha = -6.10725611857855805575; beta = -1.52681402964463951394; gamma = -0.763407014822319756968; diff = 5.42101086242752217004e-20; -972/1000
Check failed for (fp80): alpha = -6.09468974796419888295; beta = -1.52367243699104972074; gamma = -0.761836218495524860369; diff = 8.13151629364128325506e-20; -970/1000
Check failed for (fp80): alpha = -6.08840656265701929634; beta = -1.52210164066425482408; gamma = -0.761050820332127412042; diff = 6.77626357803440271255e-20; -969/1000
Check failed for (fp80): alpha = -6.08212337734983970973; beta = -1.52053084433745992743; gamma = -0.760265422168729963716; diff = 6.77626357803440271255e-20; -968/1000
Check failed for (fp80): alpha = -6.07584019204266012355; beta = -1.51896004801066503089; gamma = -0.759480024005332515443; diff = 9.48676900924816379757e-20; -967/1000
Check failed for (fp80): alpha = -6.06327382142830095032; beta = -1.51581845535707523758; gamma = -0.75790922767853761879; diff = 9.48676900924816379757e-20; -965/1000
Check failed for (fp80): alpha = -6.05699063612112136371; beta = -1.51424765903028034093; gamma = -0.757123829515140170463; diff = 1.21972744404619248826e-19; -964/1000
Check failed for (fp80): alpha = -6.05070745081394177709; beta = -1.51267686270348544427; gamma = -0.756338431351742722136; diff = 8.13151629364128325506e-20; -963/1000
Check failed for (fp80): alpha = -6.04442426550676219091; beta = -1.51110606637669054773; gamma = -0.755553033188345273864; diff = 5.42101086242752217004e-20; -962/1000
Check failed for (fp80): alpha = -6.03185789489240301768; beta = -1.50796447372310075442; gamma = -0.753982236861550377211; diff = 8.13151629364128325506e-20; -960/1000
Check failed for (fp80): alpha = -6.01929152427804384489; beta = -1.50482288106951096122; gamma = -0.752411440534755480611; diff = 1.08420217248550443401e-19; -958/1000
Check failed for (fp80): alpha = -6.01300833897086425871; beta = -1.50325208474271606468; gamma = -0.751626042371358032339; diff = 6.77626357803440271255e-20; -957/1000
Check failed for (fp80): alpha = -6.0067251536636846721; beta = -1.50168128841592116802; gamma = -0.750840644207960584012; diff = 8.13151629364128325506e-20; -956/1000
Check failed for (fp80): alpha = -6.00044196835650508548; beta = -1.50011049208912627137; gamma = -0.750055246044563135685; diff = 8.13151629364128325506e-20; -955/1000
Check failed for (fp80): alpha = -5.98787559774214591269; beta = -1.49696889943553647817; gamma = -0.748484449717768239086; diff = 8.13151629364128325506e-20; -953/1000
Check failed for (fp80): alpha = -5.9753092271277867399; beta = -1.49382730678194668497; gamma = -0.746913653390973342487; diff = 5.42101086242752217004e-20; -951/1000
Check failed for (fp80): alpha = -5.96274285651342756667; beta = -1.49068571412835689167; gamma = -0.745342857064178445834; diff = 8.13151629364128325506e-20; -949/1000
Check failed for (fp80): alpha = -5.94389330059188880726; beta = -1.48597332514797220182; gamma = -0.742986662573986100908; diff = 8.13151629364128325506e-20; -946/1000
Check failed for (fp80): alpha = -5.92504374467035004785; beta = -1.48126093616758751196; gamma = -0.740630468083793755982; diff = 5.42101086242752217004e-20; -943/1000
Check failed for (fp80): alpha = -5.91876055936317046124; beta = -1.47969013984079261531; gamma = -0.739845069920396307655; diff = 8.13151629364128325506e-20; -942/1000
Check failed for (fp80): alpha = -5.91247737405599087506; beta = -1.47811934351399771877; gamma = -0.739059671756998859383; diff = 8.13151629364128325506e-20; -941/1000
Check failed for (fp80): alpha = -5.89991100344163170183; beta = -1.47497775086040792546; gamma = -0.737488875430203962729; diff = 8.13151629364128325506e-20; -939/1000
Check failed for (fp80): alpha = -5.89362781813445211565; beta = -1.47340695453361302891; gamma = -0.736703477266806514457; diff = 5.42101086242752217004e-20; -938/1000
Check failed for (fp80): alpha = -5.88734463282727252904; beta = -1.47183615820681813226; gamma = -0.73591807910340906613; diff = 8.13151629364128325506e-20; -937/1000
Check failed for (fp80): alpha = -5.86849507690573376963; beta = -1.46712376922643344241; gamma = -0.733561884613216721204; diff = 8.13151629364128325506e-20; -934/1000
Check failed for (fp80): alpha = -5.86221189159855418302; beta = -1.46555297289963854575; gamma = -0.732776486449819272877; diff = 8.13151629364128325506e-20; -933/1000
Check failed for (fp80): alpha = -5.85592870629137459641; beta = -1.4639821765728436491; gamma = -0.731991088286421824551; diff = 1.08420217248550443401e-19; -932/1000
Check failed for (fp80): alpha = -5.84964552098419500979; beta = -1.46241138024604875245; gamma = -0.731205690123024376224; diff = 5.42101086242752217004e-20; -931/1000
Check failed for (fp80): alpha = -5.837079150369835837; beta = -1.45926978759245895925; gamma = -0.729634893796229479625; diff = 8.13151629364128325506e-20; -929/1000
Check failed for (fp80): alpha = -5.8245127797554766642; beta = -1.45612819493886916605; gamma = -0.728064097469434583026; diff = 8.13151629364128325506e-20; -927/1000
Check failed for (fp80): alpha = -5.81194640914111749141; beta = -1.45298660228527937285; gamma = -0.726493301142639686426; diff = 5.42101086242752217004e-20; -925/1000
Check failed for (fp80): alpha = -5.8056632238339379048; beta = -1.4514158059584844762; gamma = -0.7257079029792422381; diff = 5.42101086242752217004e-20; -924/1000
Check failed for (fp80): alpha = -5.793096853219578732; beta = -1.448274213304894683; gamma = -0.724137106652447341501; diff = 1.62630325872825665101e-19; -922/1000
Check failed for (fp80): alpha = -5.78681366791239914539; beta = -1.44670341697809978635; gamma = -0.723351708489049893174; diff = 5.42101086242752217004e-20; -921/1000
Check failed for (fp80): alpha = -5.78053048260521955878; beta = -1.44513262065130488969; gamma = -0.722566310325652444847; diff = 8.13151629364128325506e-20; -920/1000
Check failed for (fp80): alpha = -5.76796411199086038555; beta = -1.44199102799771509639; gamma = -0.720995513998857548194; diff = 8.13151629364128325506e-20; -918/1000
Check failed for (fp80): alpha = -5.76168092668368079937; beta = -1.44042023167092019984; gamma = -0.720210115835460099921; diff = 5.42101086242752217004e-20; -917/1000
Check failed for (fp80): alpha = -5.75539774137650121276; beta = -1.43884943534412530319; gamma = -0.719424717672062651594; diff = 1.08420217248550443401e-19; -916/1000
Check failed for (fp80): alpha = -5.74911455606932162658; beta = -1.43727863901733040664; gamma = -0.718639319508665203322; diff = 8.13151629364128325506e-20; -915/1000
Check failed for (fp80): alpha = -5.73654818545496245335; beta = -1.43413704636374061334; gamma = -0.717068523181870306669; diff = 1.62630325872825665101e-19; -913/1000
Check failed for (fp80): alpha = -5.72398181484060328056; beta = -1.43099545371015082014; gamma = -0.715497726855075410069; diff = 8.13151629364128325506e-20; -911/1000
Check failed for (fp80): alpha = -5.71769862953342369438; beta = -1.42942465738335592359; gamma = -0.714712328691677961797; diff = 1.35525271560688054251e-19; -910/1000
Check failed for (fp80): alpha = -5.70513225891906452115; beta = -1.42628306472976613029; gamma = -0.713141532364883065143; diff = 1.89735380184963275951e-19; -908/1000
Check failed for (fp80): alpha = -5.68628270299752576174; beta = -1.42157067574938144044; gamma = -0.710785337874690720218; diff = 5.42101086242752217004e-20; -905/1000
Check failed for (fp80): alpha = -5.67999951769034617513; beta = -1.41999987942258654378; gamma = -0.709999939711293271891; diff = 5.42101086242752217004e-20; -904/1000
Check failed for (fp80): alpha = -5.67371633238316658851; beta = -1.41842908309579164713; gamma = -0.709214541547895823564; diff = 5.42101086242752217004e-20; -903/1000
Check failed for (fp80): alpha = -5.66114996176880741572; beta = -1.41528749044220185393; gamma = -0.707643745221100926965; diff = 5.42101086242752217004e-20; -901/1000
Check failed for (fp80): alpha = -5.62973403523290948352; beta = -1.40743350880822737088; gamma = -0.70371675440411368544; diff = 2.16840434497100886801e-19; -896/1000
Check failed for (fp80): alpha = -5.61716766461855031073; beta = -1.40429191615463757768; gamma = -0.702145958077318788841; diff = 8.13151629364128325506e-20; -894/1000
Check failed for (fp80): alpha = -5.61088447931137072411; beta = -1.40272111982784268103; gamma = -0.701360559913921340514; diff = 8.13151629364128325506e-20; -893/1000
Check failed for (fp80): alpha = -5.59203492338983196427; beta = -1.39800873084745799107; gamma = -0.699004365423728995534; diff = 8.13151629364128325506e-20; -890/1000
Check failed for (fp80): alpha = -5.58575173808265237809; beta = -1.39643793452066309452; gamma = -0.698218967260331547261; diff = 8.13151629364128325506e-20; -889/1000
Check failed for (fp80): alpha = -5.57318536746829320486; beta = -1.39329634186707330122; gamma = -0.696648170933536650608; diff = 5.42101086242752217004e-20; -887/1000
Check failed for (fp80): alpha = -5.56690218216111361868; beta = -1.39172554554027840467; gamma = -0.695862772770139202335; diff = 1.08420217248550443401e-19; -886/1000
Check failed for (fp80): alpha = -5.55433581154675444589; beta = -1.38858395288668861147; gamma = -0.694291976443344305736; diff = 1.08420217248550443401e-19; -884/1000
Check failed for (fp80): alpha = -5.54176944093239527266; beta = -1.38544236023309881817; gamma = -0.692721180116549409083; diff = 2.16840434497100886801e-19; -882/1000
Check failed for (fp80): alpha = -5.52920307031803609987; beta = -1.38230076757950902497; gamma = -0.691150383789754512484; diff = 1.08420217248550443401e-19; -880/1000
Check failed for (fp80): alpha = -5.52291988501085651326; beta = -1.38072997125271412831; gamma = -0.690364985626357064157; diff = 1.08420217248550443401e-19; -879/1000
Check failed for (fp80): alpha = -5.51035351439649734046; beta = -1.37758837859912433512; gamma = -0.688794189299562167558; diff = 1.62630325872825665101e-19; -877/1000
Check failed for (fp80): alpha = -5.50407032908931775385; beta = -1.37601758227232943846; gamma = -0.688008791136164719231; diff = 5.42101086242752217004e-20; -876/1000
Check failed for (fp80): alpha = -5.49778714378213816723; beta = -1.37444678594553454181; gamma = -0.687223392972767270904; diff = 5.42101086242752217004e-20; -875/1000
Check failed for (fp80): alpha = -5.49150395847495858062; beta = -1.37287598961873964516; gamma = -0.686437994809369822578; diff = 5.42101086242752217004e-20; -874/1000
Check failed for (fp80): alpha = -5.48522077316777899444; beta = -1.37130519329194474861; gamma = -0.685652596645972374305; diff = 5.42101086242752217004e-20; -873/1000
Check failed for (fp80): alpha = -5.47893758786059940783; beta = -1.36973439696514985196; gamma = -0.684867198482574925978; diff = 1.08420217248550443401e-19; -872/1000
Check failed for (fp80): alpha = -5.46637121724624023503; beta = -1.36659280431156005876; gamma = -0.683296402155780029379; diff = 5.42101086242752217004e-20; -870/1000
Check failed for (fp80): alpha = -5.44752166132470147563; beta = -1.36188041533117536891; gamma = -0.680940207665587684453; diff = 5.42101086242752217004e-20; -867/1000
Check failed for (fp80): alpha = -5.44123847601752188901; beta = -1.36030961900438047225; gamma = -0.680154809502190236127; diff = 1.08420217248550443401e-19; -866/1000
Check failed for (fp80): alpha = -5.43495529071034230283; beta = -1.35873882267758557571; gamma = -0.679369411338792787854; diff = 2.16840434497100886801e-19; -865/1000
Check failed for (fp80): alpha = -5.42238892009598312961; beta = -1.3555972300239957824; gamma = -0.677798615011997891201; diff = 1.62630325872825665101e-19; -863/1000
Check failed for (fp80): alpha = -5.40982254948162395638; beta = -1.35245563737040598909; gamma = -0.676227818685202994547; diff = 1.08420217248550443401e-19; -861/1000
Check failed for (fp80): alpha = -5.4035393641744443702; beta = -1.35088484104361109255; gamma = -0.675442420521805546275; diff = 5.42101086242752217004e-20; -860/1000
Check failed for (fp80): alpha = -5.39725617886726478359; beta = -1.3493140447168161959; gamma = -0.674657022358408097948; diff = 5.42101086242752217004e-20; -859/1000
Check failed for (fp80): alpha = -5.38468980825290561079; beta = -1.3461724520632264027; gamma = -0.673086226031613201349; diff = 5.42101086242752217004e-20; -857/1000
Check failed for (fp80): alpha = -5.372123437638546438; beta = -1.3430308594096366095; gamma = -0.67151542970481830475; diff = 1.08420217248550443401e-19; -855/1000
