Check failed for (fp128): alpha = -6.088406562657019296140602876795676588e+00; beta = -1.522101640664254824035150719198919147e+00; gamma = -7.610508203321274120175753595994595735e-01; diff = 1.925929944387235853055977942584927319e-34; -969/1000
Check failed for (fp128): alpha = -6.031857894892403017848275295896644940e+00; beta = -1.507964473723100754462068823974161235e+00; gamma = -7.539822368615503772310344119870806175e-01; diff = 1.925929944387235853055977942584927319e-34; -960/1000
Check failed for (fp128): alpha = -5.887344632827272528878993700265788680e+00; beta = -1.471836158206818132219748425066447170e+00; gamma = -7.359180791034090661098742125332235850e-01; diff = 1.925929944387235853055977942584927319e-34; -937/1000
Check failed for (fp128): alpha = -5.761680926683680799340487964934608352e+00; beta = -1.440420231670920199835121991233652088e+00; gamma = -7.202101158354600999175609956168260441e-01; diff = 1.925929944387235853055977942584927319e-34; -917/1000
Check failed for (fp128): alpha = -5.736548185454962453432786817868371979e+00; beta = -1.434137046363740613358196704467092995e+00; gamma = -7.170685231818703066790983522335464973e-01; diff = 2.888894916580853779583966913877390978e-34; -913/1000
Check failed for (fp128): alpha = -5.711415444226244107525085670802136375e+00; beta = -1.427853861056561026881271417700534094e+00; gamma = -7.139269305282805134406357088502670469e-01; diff = 1.925929944387235853055977942584927319e-34; -909/1000
Check failed for (fp128): alpha = -5.642300405847268656278907516369986926e+00; beta = -1.410575101461817164069726879092496731e+00; gamma = -7.052875507309085820348634395462483657e-01; diff = 2.888894916580853779583966913877390978e-34; -898/1000
Check failed for (fp128): alpha = -5.629734035232909483325056942836869124e+00; beta = -1.407433508808227370831264235709217281e+00; gamma = -7.037167544041136854156321178546086405e-01; diff = 2.407412430484044816319972428231159148e-34; -896/1000
Check failed for (fp128): alpha = -5.617167664618550310371206369303751322e+00; beta = -1.404291916154637577592801592325937831e+00; gamma = -7.021459580773187887964007961629689153e-01; diff = 1.925929944387235853055977942584927319e-34; -894/1000
Check failed for (fp128): alpha = -5.573185367468293205032729361937837476e+00; beta = -1.393296341867073301258182340484459369e+00; gamma = -6.966481709335366506290911702422296845e-01; diff = 2.407412430484044816319972428231159148e-34; -887/1000
Check failed for (fp128): alpha = -5.548052626239574859125028214871601873e+00; beta = -1.387013156559893714781257053717900468e+00; gamma = -6.935065782799468573906285268589502341e-01; diff = 1.925929944387235853055977942584927319e-34; -883/1000
Check failed for (fp128): alpha = -5.535486255625215686171177641338484071e+00; beta = -1.383871563906303921542794410334621018e+00; gamma = -6.919357819531519607713972051673105089e-01; diff = 2.888894916580853779583966913877390978e-34; -881/1000
Check failed for (fp128): alpha = -5.522919885010856513217327067805366269e+00; beta = -1.380729971252714128304331766951341567e+00; gamma = -6.903649856263570641521658834756707837e-01; diff = 2.888894916580853779583966913877390978e-34; -879/1000
