Check failed for (fp32): alpha = -6.283185; beta = -1.570796; gamma = -0.7853982; diff = 8.940696e-08; -1000/1000
Check failed for (fp32): alpha = -6.276902; beta = -1.569226; gamma = -0.7846128; diff = 9.978703e-08; -999/1000
Check failed for (fp32): alpha = -6.270619; beta = -1.567655; gamma = -0.7838274; diff = 8.752431e-08; -998/1000
Check failed for (fp32): alpha = -6.258053; beta = -1.564513; gamma = -0.7822566; diff = 8.949428e-08; -996/1000
Check failed for (fp32): alpha = -6.245486; beta = -1.561372; gamma = -0.7806858; diff = 7.922063e-08; -994/1000
Check failed for (fp32): alpha = -6.23292; beta = -1.55823; gamma = -0.779115; diff = 1.281733e-07; -992/1000
Check failed for (fp32): alpha = -6.226637; beta = -1.556659; gamma = -0.7783296; diff = 1.20257e-07; -991/1000
Check failed for (fp32): alpha = -6.214071; beta = -1.553518; gamma = -0.7767588; diff = 7.695053e-08; -989/1000
Check failed for (fp32): alpha = -6.163805; beta = -1.540951; gamma = -0.7704756; diff = 1.217704e-07; -981/1000
Check failed for (fp32): alpha = -6.157522; beta = -1.53938; gamma = -0.7696902; diff = 5.960464e-08; -980/1000
Check failed for (fp32): alpha = -6.151238; beta = -1.53781; gamma = -0.7689048; diff = 6.30971e-08; -979/1000
Check failed for (fp32): alpha = -6.132389; beta = -1.533097; gamma = -0.7665486; diff = 7.776543e-08; -976/1000
Check failed for (fp32): alpha = -6.119823; beta = -1.529956; gamma = -0.7649778; diff = 7.078052e-08; -974/1000
Check failed for (fp32): alpha = -6.100973; beta = -1.525243; gamma = -0.7626216; diff = 1.18278e-07; -971/1000
Check failed for (fp32): alpha = -6.09469; beta = -1.523673; gamma = -0.7618363; diff = 1.19675e-07; -970/1000
Check failed for (fp32): alpha = -6.088407; beta = -1.522102; gamma = -0.7610508; diff = 7.171184e-08; -969/1000
Check failed for (fp32): alpha = -6.038141; beta = -1.509535; gamma = -0.7547677; diff = 1.275912e-07; -961/1000
Check failed for (fp32): alpha = -6.019292; beta = -1.504823; gamma = -0.7524115; diff = 6.239861e-08; -958/1000
Check failed for (fp32): alpha = -5.994159; beta = -1.49854; gamma = -0.7492698; diff = 7.264316e-08; -954/1000
Check failed for (fp32): alpha = -5.975309; beta = -1.493827; gamma = -0.7469137; diff = 1.005828e-07; -951/1000
Check failed for (fp32): alpha = -5.912477; beta = -1.478119; gamma = -0.7390597; diff = 8.754432e-08; -941/1000
Check failed for (fp32): alpha = -5.849646; beta = -1.462411; gamma = -0.7312057; diff = 8.940697e-08; -931/1000
Check failed for (fp32): alpha = -5.786814; beta = -1.446703; gamma = -0.7233517; diff = 9.313226e-08; -921/1000
Check failed for (fp32): alpha = -5.780531; beta = -1.445133; gamma = -0.7225664; diff = 1.005828e-07; -920/1000
Check failed for (fp32): alpha = -5.717699; beta = -1.429425; gamma = -0.7147124; diff = 6.705523e-08; -910/1000
Check failed for (fp32): alpha = -5.604601; beta = -1.40115; gamma = -0.7005752; diff = 6.705523e-08; -892/1000
Check failed for (fp32): alpha = -5.598318; beta = -1.39958; gamma = -0.6997898; diff = 5.960464e-08; -891/1000
Check failed for (fp32): alpha = -5.535486; beta = -1.383872; gamma = -0.6919358; diff = 5.960464e-08; -881/1000
Check failed for (fp32): alpha = -5.466372; beta = -1.366593; gamma = -0.6832964; diff = 5.960464e-08; -870/1000
Check failed for (fp32): alpha = -5.422389; beta = -1.355597; gamma = -0.6777986; diff = 5.960464e-08; -863/1000
Check failed for (fp32): alpha = -5.409823; beta = -1.352456; gamma = -0.6762279; diff = 5.960464e-08; -861/1000
